"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","classic_threshold","high_threshold"
"ENSG00000000003",350.493985965169,0.916097433891101,0.189389579893035,4.83710579224318,1.31743317740555e-06,2.51868698510911e-05,"TSPAN6","no","no"
"ENSG00000000005",2.36418998402236,4.06349177621739,1.39972148227061,2.90307166653301,0.0036952206586613,0.025440966984277,"TNMD","no","no"
"ENSG00000000419",143.023230185152,-0.118159536909801,0.159830919637433,-0.739278339747022,0.459737999209255,0.712809685989691,"DPM1","no","no"
"ENSG00000000457",19.5207100780462,1.01095271487651,0.389106621353317,2.59813804082902,0.00937308051997108,0.052763922350828,"SCYL3","no","no"
"ENSG00000000460",3.64230335393844,-0.634010617018017,1.02152811231994,-0.62064921109038,0.534830453220776,0.767446756949412,"FIRRM","no","no"
"ENSG00000001036",178.300104306165,-0.0200545985283352,0.153619298983569,-0.130547389950532,0.896133363153352,0.957952096228856,"FUCA2","no","no"
"ENSG00000001084",47.4567987831166,0.409290130582986,0.243637546889135,1.67991401903759,0.0929740457819874,0.275534070934743,"GCLC","no","no"
"ENSG00000001167",114.026107858127,0.355859346062031,0.173821761967324,2.0472657855633,0.0406319953294021,0.158655909620363,"NFYA","no","no"
"ENSG00000001460",23.1882780252222,0.516915072681399,0.331987709122443,1.55703075287872,0.119463184174974,0.325385867675494,"STPG1","no","no"
"ENSG00000001461",36.0236740637471,0.43037723282358,0.280634874759748,1.53358428168284,0.125131957664488,0.335749475201781,"NIPAL3","no","no"
"ENSG00000001497",112.529135063941,-0.194184782945224,0.174729384688776,-1.11134588661834,0.266419495145658,0.528438524014724,"LAS1L","no","no"
"ENSG00000001561",32.1812044561202,0.679037905167272,0.289287674857516,2.34727561587863,0.0189112599394698,0.0903061983577482,"ENPP4","no","no"
"ENSG00000001617",9.02903920239525,-1.09917681122264,0.543125061108403,-2.02380057546867,0.0429906749958179,0.164701107561123,"SEMA3F","no","no"
"ENSG00000001626",4.12335425538107,5.20882578742603,1.24746434918308,4.17553078036827,2.97292050249255e-05,0.000412016949571221,"CFTR","yes","yes"
"ENSG00000001629",176.088481209188,-0.124679277160246,0.165417701107937,-0.753723914219384,0.451015019107504,0.705222684083674,"ANKIB1","no","no"
"ENSG00000001630",492.111530216301,-0.349702305684796,0.172040683290733,-2.03267215053914,0.0420856567373478,0.162470917250373,"CYP51A1","no","no"
"ENSG00000001631",23.6890637151153,0.0577658043847809,0.393122832761656,0.146940853012736,0.883178705844972,0.95237302593675,"KRIT1","no","no"
"ENSG00000002016",66.2333869346921,-0.953083036833825,0.294760286544327,-3.23341739149279,0.00122318706111524,0.0102761824363541,"RAD52","no","no"
"ENSG00000002330",48.5514574285033,0.0948322329276221,0.278408716372784,0.340622356092629,0.733387897147798,0.881885928250155,"BAD","no","no"
"ENSG00000002549",108.905686182809,0.153671149759375,0.184280308885662,0.833898915671567,0.404337948326239,0.666244808200624,"LAP3","no","no"
"ENSG00000002834",56.1544933747162,0.163629538369104,0.263665578598889,0.62059499476051,0.534866133741509,0.767446756949412,"LASP1","no","no"
"ENSG00000002919",28.9233814975567,0.270593564181728,0.302582436833412,0.894280471178519,0.37117184600966,0.636971584112996,"SNX11","no","no"
"ENSG00000002933",4.66594076773209,-2.68737322594968,0.879668424721733,-3.05498429911223,0.00225072304537132,0.0169688630164207,"TMEM176A","no","no"
"ENSG00000003056",11.2602492665819,0.183896200201487,0.48131092764052,0.382073602822569,0.702406771072433,0.866286721331356,"M6PR","no","no"
"ENSG00000003096",47.409834376266,0.791636328976317,0.246011526733287,3.21788307844034,0.00129140449016759,0.0107646156800078,"KLHL13","no","no"
"ENSG00000003147",8.31398239852693,0.955411569303791,0.557729323195529,1.71303808060463,0.0867055340851076,0.263434272127849,"ICA1","no","no"
"ENSG00000003249",2.5530849128416,1.56821396715348,1.06829862463312,1.46795468139075,0.142116533346576,0.362209510140869,"DBNDD1","no","no"
"ENSG00000003393",209.933916758866,0.704579883988671,0.143731567936501,4.90205383621744,9.48398351493563e-07,1.86204534182333e-05,"ALS2","no","no"
"ENSG00000003402",114.074253865739,0.872666273123114,0.176869536807031,4.93395464745981,8.05811582672137e-07,1.60371520074414e-05,"CFLAR","no","no"
"ENSG00000003436",205.420739940591,-2.33624454384195,0.192064594213293,-12.1638480710686,4.84227922751797e-34,1.43663250933454e-31,"TFPI","yes","yes"
"ENSG00000003509",61.2929885316321,0.0998376786989335,0.215487546912604,0.463310665183937,0.643141702200233,0.833975978223386,"NDUFAF7","no","no"
"ENSG00000003756",444.792258892015,-0.00545139788571897,0.15967584747382,-0.0341404036487909,0.972765189798534,0.98928323981191,"RBM5","no","no"
"ENSG00000003987",5.78559115301398,0.0569495712278245,0.685053153636749,0.0831316094605152,0.933746892112235,0.973464974357013,"MTMR7","no","no"
"ENSG00000003989",32.6136731334083,1.16909011018979,0.301173399602419,3.88178408761567,0.000103692923907537,0.00123882500665373,"SLC7A2","yes","no"
"ENSG00000004059",168.393442791322,0.0688958618477416,0.158930417094372,0.433497017797616,0.664653732141999,0.846234688923845,"ARF5","no","no"
"ENSG00000004139",11.295474349265,1.2342687961354,0.525755437196915,2.34761014116363,0.0188942860355415,0.0902575474089063,"SARM1","no","no"
"ENSG00000004142",143.77497836647,0.0209740704081218,0.162411719900599,0.129141360124495,0.897245795356342,0.95831832582693,"POLDIP2","no","no"
"ENSG00000004399",80.2611630491959,-0.81691152177138,0.201411589162863,-4.05593106715831,4.99349859816379e-05,0.000650942563394484,"PLXND1","no","no"
"ENSG00000004455",91.1473567774727,0.118573319387324,0.195932588782318,0.605174055649617,0.545063352460788,0.774085628027151,"AK2","no","no"
"ENSG00000004468",2.57567250951508,-1.22019244309131,0.987509328755468,-1.23562624428985,0.216597524763421,0.46824479471532,"CD38","no","no"
"ENSG00000004478",93.500107407286,-0.459720021878764,0.209549818744072,-2.19384595335886,0.0282464859340269,0.12148642983867,"FKBP4","no","no"
"ENSG00000004487",422.723668904574,0.271186476789268,0.120864886557479,2.24371597503054,0.0248506815980463,0.110777064519282,"KDM1A","no","no"
"ENSG00000004534",450.710662000185,-0.194786961931426,0.168465054108153,-1.1562455071921,0.247580750683939,0.506093430365429,"RBM6","no","no"
"ENSG00000004660",10.4910015389567,0.364453694272351,0.531166313036307,0.686138569648785,0.492625731045841,0.737052375521612,"CAMKK1","no","no"
"ENSG00000004700",25.9940838389473,-0.243687665422767,0.340192793783379,-0.716322243962456,0.473792394808149,0.723063848060232,"RECQL","no","no"
"ENSG00000004766",36.7168141982102,0.228955362066288,0.263694656658288,0.868259391251081,0.385252347616958,0.650793743269852,"VPS50","no","no"
"ENSG00000004777",18.2053466870012,0.862940131719456,0.39355072448998,2.19270370506312,0.0283287336322974,0.121742124872059,"ARHGAP33","no","no"
"ENSG00000004779",409.571100222158,0.135421895736099,0.111129066984664,1.21860013235589,0.222995998798461,0.476347726268648,"NDUFAB1","no","no"
"ENSG00000004799",4.09034164850034,3.615339712787,1.17208067517527,3.08454852072906,0.00203861354376042,0.0156570602035406,"PDK4","no","no"
"ENSG00000004838",5.24093145529539,1.58005455887896,0.80100910057642,1.97258003403697,0.0485434296146191,0.179438605820609,"ZMYND10","no","no"
"ENSG00000004848",261.545529947481,-0.890226043844515,0.429672749801855,-2.0718699155463,0.0382775742716172,0.151855215326522,"ARX","no","no"
"ENSG00000004864",98.1393090604647,0.360841055482359,0.181084276395737,1.99266917406891,0.0462976850055909,0.173424178507031,"SLC25A13","no","no"
"ENSG00000004866",17.7835773666414,-0.379225914126748,0.398320325173095,-0.952062674587218,0.341065197249862,0.608054397084018,"ST7","no","no"
"ENSG00000004897",199.158412613965,0.266494755736875,0.148435588218171,1.79535621434113,0.0725969639283336,0.235062920813455,"CDC27","no","no"
"ENSG00000004961",41.5756217598667,-0.228621870679117,0.252584351531414,-0.905130778264714,0.365396108303316,0.631636928261483,"HCCS","no","no"
"ENSG00000004975",141.241694004579,0.151108906600361,0.15767412220665,0.958362123635706,0.337880187609548,0.604318056726144,"DVL2","no","no"
"ENSG00000005007",68.3176107751848,0.0593802727205659,0.22180842172845,0.267709730125858,0.788922759559863,0.910576947523273,"UPF1","no","no"
"ENSG00000005020",12.5418794401802,2.06796170449778,0.582807624773365,3.5482749651773,0.000387763188395911,0.00388029609075008,"SKAP2","yes","yes"
"ENSG00000005022",543.833110017387,-0.0388874922397228,0.111721409986194,-0.34807555905827,0.72778343903163,0.879247426256227,"SLC25A5","no","no"
"ENSG00000005059",82.0229905071575,-0.882488614572229,0.201309278666907,-4.38374535151171,1.16656127845628e-05,0.000179137753176477,"MCUB","no","no"
"ENSG00000005075",128.24401095489,-0.142131800925478,0.167076921269165,-0.850696791907606,0.394937805737781,0.658291653664375,"POLR2J","no","no"
"ENSG00000005100",142.165686512617,0.0986714053640062,0.160642942659149,0.614228074577582,0.539064623861784,0.770483927102296,"DHX33","no","no"
"ENSG00000005102",20.3925647271855,-3.17433042889355,0.512603326066806,-6.19256697620384,5.9192183790783e-10,1.95529479693223e-08,"MEOX1","yes","yes"
"ENSG00000005108",47.4958690257649,0.848374397605126,0.282346137356121,3.00473172946254,0.00265815187662117,0.0194103241637866,"THSD7A","no","no"
"ENSG00000005156",77.851996476845,-0.427829603711132,0.233048623203916,-1.83579545688534,0.066387913641544,0.221260820564006,"LIG3","no","no"
"ENSG00000005175",100.847571286675,0.178013533919001,0.170879663400779,1.0417479200055,0.297528565572487,0.563107519082908,"RPAP3","no","no"
"ENSG00000005189",11.0679752034737,-0.490395521649721,0.485587312496379,-1.00990184263387,0.312542319783248,0.578271427777599,"REXO5","no","no"
"ENSG00000005194",143.274165404253,0.562308024800267,0.194193769769613,2.89560280676037,0.00378431049710046,0.0259761947189574,"CIAPIN1","no","no"
"ENSG00000005206",64.6649694701356,0.0469473545901838,0.228631422142812,0.205340780152514,0.837305884866442,0.932208310037892,"SPPL2B","no","no"
