"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","classic_threshold","volcano_treshold"
"ENSG00000000003",545.405369527166,0.69456579925562,0.118119489488282,5.8801964202912,4.09779918044451e-09,1.87909928987128e-07,"TSPAN6","no","no"
"ENSG00000000419",208.557849922877,-0.179215134356991,0.131280824629247,-1.36512803650583,0.172212811521849,0.498591322674903,"DPM1","no","no"
"ENSG00000000457",22.3829937170297,0.829985159102872,0.393201522861253,2.11083912662196,0.0347861417984537,0.1814484791768,"SCYL3","no","no"
"ENSG00000000460",4.90732398541267,-0.443760045869674,0.738840770765829,-0.60061661920701,0.548095366155069,0.836721696672595,"FIRRM","no","no"
"ENSG00000001036",180.230032171886,-0.1753627916411,0.137694924775297,-1.27356031405858,0.202819284470207,0.541568065036206,"FUCA2","no","no"
"ENSG00000001084",63.1676467980683,0.492148358899748,0.223025586441798,2.20669012354859,0.0273357157152014,0.154536726912004,"GCLC","no","no"
"ENSG00000001167",129.097604311975,-0.0448838599970761,0.156520107176553,-0.286760984302469,0.774295338811928,0.936208892887003,"NFYA","no","no"
"ENSG00000001460",30.9989147363423,-0.0160677027913969,0.29141051133447,-0.0551376912171675,0.956028768553942,0.992853103290778,"STPG1","no","no"
"ENSG00000001461",51.8332734824787,-0.0755908345546206,0.233654765070278,-0.323515056634451,0.746305206553625,0.924867214683709,"NIPAL3","no","no"
"ENSG00000001497",184.79009850178,-0.25788612998704,0.152475786990764,-1.69132512824912,0.0907747233290057,0.341952384653255,"LAS1L","no","no"
"ENSG00000001561",45.4668691969036,0.36735688628593,0.24710112184951,1.48666620182185,0.137102993476977,0.436933852622734,"ENPP4","no","no"
"ENSG00000001617",6.95633979556226,-0.983407240528524,0.619722277692661,-1.5868515235404,0.112546276301887,0.388728800785608,"SEMA3F","no","no"
"ENSG00000001629",241.89314107429,0.429740532275253,0.126544833935276,3.39595476884541,0.000683896599290552,0.00859664549307891,"ANKIB1","no","no"
"ENSG00000001630",298.578800170676,-0.330714457905919,0.122083671061284,-2.70891639341272,0.00675033478411278,0.0535812106696302,"CYP51A1","no","no"
"ENSG00000001631",40.2113455104001,0.0996790413501632,0.25715505383076,0.387622330828328,0.698295540927504,0.906537764506715,"KRIT1","no","no"
"ENSG00000002016",52.2821579382235,-0.0329032065089824,0.239046480573422,-0.137643551287827,0.890522134143173,0.976274886605085,"RAD52","no","no"
"ENSG00000002330",44.8235588951099,-0.071382948575542,0.25185403301681,-0.283429841168267,0.776847355881152,0.937634168848594,"BAD","no","no"
"ENSG00000002549",160.091764959105,0.00776288174803824,0.15292184288967,0.0507637208743226,0.959513800133397,0.993750233562142,"LAP3","no","no"
"ENSG00000002834",93.3957366303261,-0.117862313729215,0.178123591118757,-0.661688398425761,0.508170941441282,0.813421683300584,"LASP1","no","no"
"ENSG00000002919",44.4677637516917,-0.297825540439726,0.245327849390658,-1.2139899370555,0.224751566860776,0.568403728125823,"SNX11","no","no"
"ENSG00000002933",5.01209252609836,-2.1172503394493,0.800812412184198,-2.64387802590939,0.00819621858332325,0.0620049685473757,"TMEM176A","no","no"
"ENSG00000003056",18.7675224355905,0.0176312231461619,0.377246800449876,0.046736574372894,0.962723180048992,0.994432917564268,"M6PR","no","no"
