"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","classic_threshold","high_threshold"
"ENSG00000000003",315.028464791284,-0.292156091682352,0.102417214448404,-2.85260728145984,0.00433621730007691,0.0425789647597475,"TSPAN6","no","no"
"ENSG00000000419",186.088159750777,-0.260444707885352,0.116445795346313,-2.2366175361745,0.0253113477953478,0.128517582472119,"DPM1","no","no"
"ENSG00000000457",15.8326557756093,0.139960623273528,0.356275457568049,0.392843852419432,0.694434813558054,0.848828117662826,"SCYL3","no","no"
"ENSG00000001036",191.140405664751,-0.125893761470454,0.104779141054951,-1.2015154944287,0.229551299765188,0.467931495675191,"FUCA2","no","no"
"ENSG00000001084",48.6327345495054,-0.0812576554426439,0.188422800938615,-0.431251711777262,0.666285357230178,0.832495227859012,"GCLC","no","no"
"ENSG00000001167",112.196476680904,0.348139423994633,0.136563752306821,2.54928132915138,0.0107945182569538,0.0767307310666857,"NFYA","no","no"
"ENSG00000001460",22.9777482154696,-0.429115691155157,0.286363232359357,-1.4985013530531,0.134003041351567,0.343294416612075,"STPG1","no","no"
"ENSG00000001461",41.4506172750057,0.0967286949218542,0.225923737184124,0.42814755159181,0.668543698608364,0.833590218552234,"NIPAL3","no","no"
"ENSG00000001497",169.277787256589,-0.140337618678565,0.139215547097029,-1.0080599588547,0.313425678654534,0.557763848204128,"LAS1L","no","no"
"ENSG00000001561",29.09380150871,-0.617299804943982,0.238239506398209,-2.59108917020751,0.00956726979358417,0.0708366317866778,"ENPP4","no","no"
"ENSG00000001617",9.70158062315452,0.951719560211813,0.436943532614554,2.17812941300899,0.0293964033680115,0.139776366915391,"SEMA3F","no","no"
"ENSG00000001629",200.107989590114,0.219614249393679,0.122957534303118,1.78609835207236,0.074083334948016,0.243897641021752,"ANKIB1","no","no"
"ENSG00000001630",395.025691516318,0.554566094709084,0.14748640173417,3.76011678492662,0.000169834053803554,0.00503814510428483,"CYP51A1","no","no"
"ENSG00000001631",34.8673821529666,-0.251186363131162,0.221687911720837,-1.13306296758062,0.2571878114508,0.498744336749431,"KRIT1","no","no"
"ENSG00000002016",64.940429004685,0.971468747139232,0.253372531779604,3.83415179347169,0.000125998319538263,0.00402020330879391,"RAD52","no","no"
"ENSG00000002330",45.5173574347957,-0.275412090513427,0.236091946674862,-1.16654589193894,0.243393805258842,0.483542868759999,"BAD","no","no"
"ENSG00000002549",137.6543975424,-0.42996333602035,0.130457321750462,-3.29581605885472,0.000981362464797915,0.0163564715020989,"LAP3","no","no"
"ENSG00000002834",74.2581977438497,-0.250182788460659,0.223815941481667,-1.11780593823855,0.263649884788931,0.505931387762671,"LASP1","no","no"
"ENSG00000002919",35.7790909395554,-0.387122305559939,0.223162387621739,-1.73471125526812,0.0827919617146664,0.260812180810664,"SNX11","no","no"
"ENSG00000002933",8.45442835087335,-0.592586890543784,0.362239925933275,-1.63589612331397,0.101861329488032,0.292978533293575,"TMEM176A","no","no"
"ENSG00000003056",16.3565467029874,-0.544184018782234,0.326535605232865,-1.66653807444415,0.0956062912600715,0.282190960495052,"M6PR","no","no"
"ENSG00000003096",51.63136998138,-0.254115850055531,0.227732426286657,-1.11585273208157,0.264485177561448,0.506154063177346,"KLHL13","no","no"
"ENSG00000003147",15.8709970556599,0.279898548198408,0.373860459810711,0.74867117089655,0.454055423826893,0.684258129482129,"ICA1","no","no"
"ENSG00000003393",129.321254483675,0.528654337664094,0.134522504056609,3.92985799195077,8.49960445975222e-05,0.00312978167708376,"ALS2","no","no"
"ENSG00000003402",69.7707201353478,0.389758406021888,0.176666575324751,2.20618079738869,0.0273713432420637,0.133872191046756,"CFLAR","no","no"
"ENSG00000003436",204.060226417351,0.579404383590474,0.450006895219799,1.28754556817951,0.19790419753405,0.42808273056076,"TFPI","no","no"
"ENSG00000003509",89.1147917735895,-0.0856005966647412,0.186153494896285,-0.459838783646976,0.645631942758807,0.818640622515096,"NDUFAF7","no","no"
"ENSG00000003756",455.782819585026,0.346041654582084,0.140484769879451,2.46319693500598,0.013770425654979,0.0890403173923525,"RBM5","no","no"
