"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","classic_threshold","high_threshold"
"ENSG00000000003",519.148492298092,1.14403597647846,0.151373008276642,7.55772769203132,4.10171610644367e-14,1.60201791241243e-12,"TSPAN6","yes","no"
"ENSG00000000005",1.77709250864686,1.0428671604146,1.22133277611941,0.853876339688632,0.393173510492057,0.585879759451338,"TNMD","no","no"
"ENSG00000000419",193.030099681656,-0.187796984329536,0.109202888914796,-1.71970710844529,0.0854856950517874,0.200996096244502,"DPM1","no","no"
"ENSG00000000457",25.2657738593174,0.550273747889957,0.324590802389146,1.69528447460518,0.0900214685512932,0.209035869648772,"SCYL3","no","no"
"ENSG00000000460",4.92577617779282,-0.84647211045457,0.549710307758939,-1.53985126075855,0.123596613520989,0.264994580336481,"FIRRM","no","no"
"ENSG00000001036",197.154126703806,-0.56525358236472,0.110017429754344,-5.13785482561139,2.77892424436082e-07,3.66032235469292e-06,"FUCA2","no","no"
"ENSG00000001084",68.1209258862737,0.116773190175603,0.158566324687703,0.736431208868521,0.461468317608548,0.648439037522488,"GCLC","no","no"
"ENSG00000001167",128.844634938292,0.0930347689988739,0.122342015059307,0.760448231572564,0.446986702417769,0.635335196061395,"NFYA","no","no"
"ENSG00000001460",29.6343928113889,0.545509355325049,0.245360636986235,2.22329613268673,0.0261958381294941,0.0805270098881712,"STPG1","no","no"
"ENSG00000001461",49.6048141047584,0.0383340507368903,0.214085513549566,0.179059526734465,0.857890961318609,0.925907519791146,"NIPAL3","no","no"
"ENSG00000001497",161.89117987822,-0.146369455668898,0.097910249867409,-1.49493496204037,0.13493141670406,0.282447953488695,"LAS1L","no","no"
"ENSG00000001561",45.2159949645532,0.560828363992944,0.254641916969167,2.20241965921444,0.027635678462,0.0840467870932704,"ENPP4","no","no"
"ENSG00000001617",6.4858225288412,-0.677804992837129,0.512098147486207,-1.32358415308539,0.185641190993073,0.353701417635753,"SEMA3F","no","no"
"ENSG00000001626",3.21841030326781,-0.94833550303219,1.05653654576317,-0.897588925660095,0.369404745237484,0.56285575797906,"CFTR","no","no"
"ENSG00000001629",231.015813550476,0.223107943287435,0.099285568388814,2.24713366613079,0.0246314859311067,0.0767433523324971,"ANKIB1","no","no"
"ENSG00000001630",332.239661020382,-0.0699560903074338,0.1291742304853,-0.541563824646859,0.588119018329034,0.749882177119048,"CYP51A1","no","no"
"ENSG00000001631",36.4351717284267,0.352698073416436,0.242337515461991,1.4554002204077,0.145558495440659,0.298330464850148,"KRIT1","no","no"
"ENSG00000002016",59.6064944073271,-0.1169453511085,0.219559958594601,-0.532635148307847,0.594286166439115,0.75412075561894,"RAD52","no","no"
"ENSG00000002330",45.5776148063647,0.822947942775968,0.221324069818831,3.71829391827833,0.000200572822757378,0.00132827335015366,"BAD","no","no"
"ENSG00000002549",149.809037343743,-0.187951208264038,0.117464049108585,-1.60007431797532,0.109582097555598,0.242206744730283,"LAP3","no","no"
"ENSG00000002587",1.68368038834124,-1.37184150818524,1.14049182764826,-1.20285080079358,0.229034062057533,0.409806076415824,"HS3ST1","no","no"
"ENSG00000002834",78.0269887436232,0.221766652618624,0.168611503043909,1.31525221361008,0.188425152395493,0.357371597378503,"LASP1","no","no"
"ENSG00000002919",37.7634239715273,0.225300267295456,0.232247592270338,0.970086557595845,0.332003348845478,0.525128940753605,"SNX11","no","no"
"ENSG00000002933",2.11495768426675,-0.570565405776115,0.929485258650447,-0.613850946495417,0.539313827716125,0.713271573682589,"TMEM176A","no","no"
"ENSG00000003056",18.2593844659639,-0.805399312152674,0.284589597534808,-2.8300377776604,0.00465425082024325,0.019693592435785,"M6PR","no","no"
"ENSG00000003096",69.1694485936855,1.00532438095424,0.172664727009392,5.82240738086333,5.80059467481988e-09,1.05711410013726e-07,"KLHL13","yes","no"
"ENSG00000003147",23.0197523274962,-0.819671499292936,0.245561508068519,-3.33794781494917,0.000843995989152381,0.00468317239884408,"ICA1","no","no"
"ENSG00000003249",5.44137140905294,-0.759273063838465,0.536449692753836,-1.41536676056384,0.156960990118635,0.314300477068128,"DBNDD1","no","no"
"ENSG00000003393",227.005817491088,0.838131056805384,0.124867833778204,6.71214540563035,1.91783436402513e-11,5.33169119629053e-10,"ALS2","no","no"
"ENSG00000003400",4.65059192390212,-2.49363300947924,0.608520917919341,-4.09785914674139,4.16988880147021e-05,0.000333643511601506,"CASP10","yes","yes"
"ENSG00000003402",129.030919665957,1.06649073443603,0.138260169651407,7.71365127878086,1.22268271219376e-14,4.94746125427723e-13,"CFLAR","yes","no"
"ENSG00000003436",50.8686166136579,1.2774502486833,0.314866806709421,4.05711310770911,4.96830244036685e-05,0.00039049221526159,"TFPI","yes","no"
"ENSG00000003509",97.1795108663435,-1.18038406236872,0.152963759402073,-7.71675635446451,1.19327442288371e-14,4.84901025588423e-13,"NDUFAF7","yes","no"
"ENSG00000003756",483.692813001156,0.371268180841654,0.0822628732076408,4.51319248118809,6.38590171412208e-06,6.29655843252543e-05,"RBM5","no","no"
"ENSG00000003987",9.04972683172474,-0.480427449332824,0.457262492332759,-1.05066008559304,0.293414734141966,0.484342777308767,"MTMR7","no","no"
"ENSG00000003989",60.8969085938369,-0.907081326443556,0.170035508516968,-5.33465823906445,9.57246785656912e-08,1.39030086382216e-06,"SLC7A2","no","no"
"ENSG00000004059",178.916239907662,-0.211908206952388,0.122634058367255,-1.7279719009036,0.0839932622223047,0.198541710305362,"ARF5","no","no"
