"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","classic_threshold","high_threshold"
"ENSG00000000003",519.148492298092,0.600031250362109,0.149540750188076,4.01249324754259,6.00807981340759e-05,0.00144731223472575,"TSPAN6","no","no"
"ENSG00000000419",193.030099681656,-0.0713744518831404,0.110196596034599,-0.647701058395039,0.517178319563466,0.771040341145716,"DPM1","no","no"
"ENSG00000000457",25.2657738593174,0.431200797050426,0.321221526803242,1.34237826879688,0.179473377163721,0.453504704533606,"SCYL3","no","no"
"ENSG00000000460",4.92577617779282,-0.658679172656124,0.559198241628787,-1.17789922002898,0.238836786080071,0.528508885104743,"FIRRM","no","no"
"ENSG00000001036",197.154126703806,-0.099810672682667,0.113847017631592,-0.87670871630255,0.380644871220662,0.669745102985049,"FUCA2","no","no"
"ENSG00000001084",68.1209258862737,0.0944383114811644,0.15826177583281,0.596722177444353,0.55069288335367,0.793108441887122,"GCLC","no","no"
"ENSG00000001167",128.844634938292,0.0378753643459417,0.121728155899166,0.311147113551249,0.755688786022445,0.902862818931509,"NFYA","no","no"
"ENSG00000001460",29.6343928113889,-0.153627861459703,0.224397142484683,-0.684624856442585,0.493580677756554,0.755785240748797,"STPG1","no","no"
"ENSG00000001461",49.6048141047584,0.328997976616058,0.219890558190083,1.49618964690452,0.134604241722047,0.383714035234197,"NIPAL3","no","no"
"ENSG00000001497",161.89117987822,-0.198543621974853,0.097435494458426,-2.03769296885508,0.0415806477971702,0.192161145938903,"LAS1L","no","no"
"ENSG00000001561",45.2159949645532,0.308785380795693,0.249710715735585,1.23657240693932,0.216245869129563,0.500943214662156,"ENPP4","no","no"
"ENSG00000001617",6.4858225288412,-0.612955647236885,0.516202389442119,-1.18743279723934,0.235056949697814,0.523077282516557,"SEMA3F","no","no"
"ENSG00000001629",231.015813550476,0.14982335880326,0.098710322900168,1.51780841558776,0.12906270296401,0.374034417920932,"ANKIB1","no","no"
"ENSG00000001630",332.239661020382,0.172199826286535,0.130679914994569,1.31772220921395,0.187596657070075,0.463698980692425,"CYP51A1","no","no"
"ENSG00000001631",36.4351717284267,0.00959089672523657,0.234961883543682,0.0408189472291727,0.967440234242031,0.988852970935651,"KRIT1","no","no"
"ENSG00000002016",59.6064944073271,-0.25557552734011,0.217416262296652,-1.17551246921627,0.239789751524918,0.529668282218824,"RAD52","no","no"
"ENSG00000002330",45.5776148063647,0.422312163042726,0.208902694663233,2.02157355472856,0.0432204263797241,0.195829752520526,"BAD","no","no"
"ENSG00000002549",149.809037343743,0.10494843758238,0.120421783514676,0.871507085506587,0.383477338780974,0.672624100561282,"LAP3","no","no"
"ENSG00000002834",78.0269887436232,0.311063848200254,0.170049162697211,1.82925833486246,0.0673609171851448,0.259545380519615,"LASP1","no","no"
"ENSG00000002919",37.7634239715273,-0.0604242798135939,0.225998361470785,-0.267366008409777,0.789187368424233,0.916519466722117,"SNX11","no","no"
"ENSG00000003056",18.2593844659639,0.0542133682243822,0.307725127603878,0.176174655110287,0.860156731636504,0.947672890596517,"M6PR","no","no"
"ENSG00000003096",69.1694485936855,0.163361732142985,0.153899048680782,1.0614863025036,0.288468954580616,0.587122896292324,"KLHL13","no","no"
"ENSG00000003147",23.0197523274962,-0.182214057493516,0.259975209454717,-0.70089012669977,0.483371586541896,0.749937171915194,"ICA1","no","no"
"ENSG00000003249",5.44137140905294,-0.479882954749483,0.550146543338138,-0.872282050229172,0.383054527438074,0.672080427588774,"DBNDD1","no","no"
"ENSG00000003393",227.005817491088,0.763400776706879,0.124046583681302,6.15414591882833,7.54831625470535e-10,8.80537837113856e-08,"ALS2","no","no"
"ENSG00000003400",4.65059192390212,-1.70587495249193,0.632948838040541,-2.69512297040139,0.00703626580038249,0.0584973500744482,"CASP10","no","no"
"ENSG00000003402",129.030919665957,0.700864461688774,0.131681520438517,5.3224207873269,1.0239537668032e-07,6.7722656496381e-06,"CFLAR","no","no"
