,gene,day_04_02,day_06_04,day_08_06,day_10_08,day_12_10,day_12_06,day_06_02
2164,ZIC5,no,no,no,no,no,no,DOWN
2165,GRTP1,no,no,no,no,no,no,DOWN
2166,SSTR1,no,no,no,no,no,no,DOWN
2167,TLE3,no,no,no,no,no,no,DOWN
2168,MCTP2,no,no,no,no,no,no,DOWN
2169,CRTC3,no,no,no,no,no,no,UP
2170,SH3GL3,no,no,no,no,no,no,DOWN
2171,NKD1,no,no,no,no,no,no,UP
2172,CMTM3,no,no,no,no,no,no,UP
2173,IRF8,no,no,no,no,no,no,UP
2174,TAF4B,no,no,no,no,no,no,DOWN
2175,GRB7,no,no,no,no,no,no,DOWN
2176,DOP1B,no,no,no,no,no,no,UP
2177,CBLC,no,no,no,no,no,no,DOWN
2178,WTIP,no,no,no,no,no,no,UP
2179,C1orf94,no,no,no,no,no,no,DOWN
2180,GPR161,no,no,no,no,no,no,UP
2181,SYT14,no,no,no,no,no,no,DOWN
2182,SMYD2,no,no,no,no,no,no,UP
2183,MAP3K21,no,no,no,no,no,no,DOWN
2184,EPHX1,no,no,no,no,no,no,DOWN
2185,NXPH2,no,no,no,no,no,no,UP
2186,CPNE9,no,no,no,no,no,no,DOWN
2187,VGLL4,no,no,no,no,no,no,UP
2188,STAC,no,no,no,no,no,no,UP
2189,CDH18,no,no,no,no,no,no,UP
2190,HMGCLL1,no,no,no,no,no,no,UP
2191,SLC18B1,no,no,no,no,no,no,DOWN
2192,RAB19,no,no,no,no,no,no,DOWN
2193,DENND2A,no,no,no,no,no,no,UP
2194,CDKN2A,no,no,no,no,no,no,UP
2195,DRD2,no,no,no,no,no,no,DOWN
2196,HYOU1,no,no,no,no,no,no,DOWN
2197,KIRREL3,no,no,no,no,no,no,UP
2198,TAGLN,no,no,no,no,no,no,UP
2199,PLCB3,no,no,no,no,no,no,DOWN
2200,MKX,no,no,no,no,no,no,DOWN
2201,ADGRL3,no,no,no,no,no,no,UP
2202,SLC7A11,no,no,no,no,no,no,DOWN
2203,OXSM,no,no,no,no,no,no,UP
2204,SERP2,no,no,no,no,no,no,UP
2205,ZNF385D,no,no,no,no,no,no,UP
2206,AP1S3,no,no,no,no,no,no,DOWN
2207,SPOCK1,no,no,no,no,no,no,UP
2208,FAM151B,no,no,no,no,no,no,UP
2209,CCDC50,no,no,no,no,no,no,UP
2210,DNAI4,no,no,no,no,no,no,UP
2211,PLOD2,no,no,no,no,no,no,DOWN
2212,JAKMIP1,no,no,no,no,no,no,DOWN
2213,DAB2,no,no,no,no,no,no,UP
2214,HS3ST3A1,no,no,no,no,no,no,UP
2215,CEP112,no,no,no,no,no,no,UP
2216,SH3RF1,no,no,no,no,no,no,UP
2217,USP25,no,no,no,no,no,no,DOWN
2218,AFF2,no,no,no,no,no,no,DOWN
2219,KIF5A,no,no,no,no,no,no,DOWN
2220,WIF1,no,no,no,no,no,no,DOWN
2221,SFXN2,no,no,no,no,no,no,DOWN
2222,RBPMS,no,no,no,no,no,no,DOWN
2223,SUSD3,no,no,no,no,no,no,DOWN
2224,CACNA2D3,no,no,no,no,no,no,DOWN
2225,MYO1E,no,no,no,no,no,no,DOWN
2226,PWWP3B,no,no,no,no,no,no,UP
2227,ABHD3,no,no,no,no,no,no,DOWN
2228,GPRASP2,no,no,no,no,no,no,UP
2229,AUTS2,no,no,no,no,no,no,DOWN
2230,GDPD5,no,no,no,no,no,no,UP
2231,F11R,no,no,no,no,no,no,DOWN
2232,AGPAT3,no,no,no,no,no,no,UP
2233,TLCD1,no,no,no,no,no,no,DOWN
2234,NBEAL2,no,no,no,no,no,no,DOWN
2235,FGFR4,no,no,no,no,no,no,DOWN
2236,COL26A1,no,no,no,no,no,no,UP
2237,DMKN,no,no,no,no,no,no,DOWN
2238,PLXDC1,no,no,no,no,no,no,DOWN
2239,SHANK2,no,no,no,no,no,no,DOWN
2240,FBLIM1,no,no,no,no,no,no,DOWN
2241,NFIA,no,no,no,no,no,no,DOWN
2242,CAPN2,no,no,no,no,no,no,UP
2243,SLC66A3,no,no,no,no,no,no,DOWN
2244,FBXO41,no,no,no,no,no,no,DOWN
2245,CCDC74A,no,no,no,no,no,no,UP
2246,TMEM169,no,no,no,no,no,no,UP
2247,HESX1,no,no,no,no,no,no,DOWN
2248,ABHD6,no,no,no,no,no,no,UP
2249,CXCL5,no,no,no,no,no,no,DOWN
2250,TEX264,no,no,no,no,no,no,DOWN
2251,TMEM144,no,no,no,no,no,no,DOWN
2252,FHIP1A,no,no,no,no,no,no,DOWN
2253,ELOVL7,no,no,no,no,no,no,DOWN
2254,SERINC5,no,no,no,no,no,no,UP
2255,ERAP2,no,no,no,no,no,no,DOWN
2256,DACT2,no,no,no,no,no,no,DOWN
2257,MATCAP2,no,no,no,no,no,no,UP
2258,KCNK5,no,no,no,no,no,no,DOWN
2259,CDCA7L,no,no,no,no,no,no,DOWN
2260,HEY1,no,no,no,no,no,no,UP
2261,SBSPON,no,no,no,no,no,no,DOWN
2262,DIRAS2,no,no,no,no,no,no,UP
2263,HGSNAT,no,no,no,no,no,no,UP
2264,RASEF,no,no,no,no,no,no,DOWN
2265,ZHX1,no,no,no,no,no,no,UP
2266,METTL27,no,no,no,no,no,no,DOWN
2267,CLDN3,no,no,no,no,no,no,DOWN
2268,AQP3,no,no,no,no,no,no,DOWN
2269,SLITRK5,no,no,no,no,no,no,UP
2270,PHYHIPL,no,no,no,no,no,no,UP
2271,PHOX2A,no,no,no,no,no,no,DOWN
2272,ZNF219,no,no,no,no,no,no,UP
2273,ABTB2,no,no,no,no,no,no,DOWN
2274,TRMT61A,no,no,no,no,no,no,DOWN
2275,CLMP,no,no,no,no,no,no,DOWN
2276,PLEKHF1,no,no,no,no,no,no,DOWN
2277,CYB5A,no,no,no,no,no,no,DOWN
2278,LMO1,no,no,no,no,no,no,DOWN
2279,A2ML1,no,no,no,no,no,no,DOWN
2280,HTR3A,no,no,no,no,no,no,DOWN
2281,TAC3,no,no,no,no,no,no,DOWN
2282,STAT6,no,no,no,no,no,no,DOWN
2283,SGSM1,no,no,no,no,no,no,DOWN
2284,ACSF2,no,no,no,no,no,no,DOWN
2285,GPRC5B,no,no,no,no,no,no,DOWN
2286,ACAA2,no,no,no,no,no,no,DOWN
2287,AXL,no,no,no,no,no,no,UP
2288,TMEM145,no,no,no,no,no,no,DOWN
2289,SRR,no,no,no,no,no,no,UP
2290,TMEM88,no,no,no,no,no,no,UP
2291,MGAT5B,no,no,no,no,no,no,DOWN
2292,MTCL1,no,no,no,no,no,no,DOWN
2293,UGT3A2,no,no,no,no,no,no,DOWN
2294,B3GALNT1,no,no,no,no,no,no,UP
2295,SCN9A,no,no,no,no,no,no,DOWN
2296,MT1E,no,no,no,no,no,no,DOWN
2297,REPS2,no,no,no,no,no,no,DOWN
2298,RNF150,no,no,no,no,no,no,UP
2299,EMX2,no,no,no,no,no,no,UP
2300,SDR9C7,no,no,no,no,no,no,UP
2301,SMAGP,no,no,no,no,no,no,UP
2302,FOXA3,no,no,no,no,no,no,DOWN
2303,PLAC1,no,no,no,no,no,no,DOWN
2304,ATP6V0E2,no,no,no,no,no,no,UP
2305,TMEM37,no,no,no,no,no,no,DOWN
2306,LPAR3,no,no,no,no,no,no,DOWN
2307,PAH,no,no,no,no,no,no,DOWN
2308,MLLT3,no,no,no,no,no,no,UP
2309,ISG20,no,no,no,no,no,no,DOWN
2310,MACROD2,no,no,no,no,no,no,UP
2311,B3GALT1,no,no,no,no,no,no,DOWN
2312,MCRIP2,no,no,no,no,no,no,DOWN
2313,IL17D,no,no,no,no,no,no,UP
2314,SNTG2,no,no,no,no,no,no,DOWN
2315,PURG,no,no,no,no,no,no,UP
2316,RAB37,no,no,no,no,no,no,DOWN
2317,RARG,no,no,no,no,no,no,DOWN
2318,SSH3,no,no,no,no,no,no,DOWN
2319,NDNF,no,no,no,no,no,no,UP
2320,ADGRG2,no,no,no,no,no,no,DOWN
2321,GPR160,no,no,no,no,no,no,DOWN
2322,MARCHF3,no,no,no,no,no,no,DOWN
2323,SLCO4C1,no,no,no,no,no,no,DOWN
2324,CEP19,no,no,no,no,no,no,UP
2325,TNK1,no,no,no,no,no,no,DOWN
2326,LARP7,no,no,no,no,no,no,DOWN
2327,WDR49,no,no,no,no,no,no,DOWN
2328,SEZ6L2,no,no,no,no,no,no,DOWN
2329,ASPHD1,no,no,no,no,no,no,DOWN
2330,CTBP2,no,no,no,no,no,no,DOWN
2331,PACS1,no,no,no,no,no,no,UP
2332,YPEL2,no,no,no,no,no,no,UP
2333,NRIP3,no,no,no,no,no,no,UP
2334,ARL10,no,no,no,no,no,no,UP
2335,LRRTM4,no,no,no,no,no,no,DOWN
2336,RIMS2,no,no,no,no,no,no,DOWN
2337,VPS37D,no,no,no,no,no,no,UP
2338,NCKAP5,no,no,no,no,no,no,UP
2339,IRX5,no,no,no,no,no,no,DOWN
2340,GCNT4,no,no,no,no,no,no,UP
2341,SCN4B,no,no,no,no,no,no,DOWN
2342,PGBD5,no,no,no,no,no,no,DOWN
2343,ZNF518B,no,no,no,no,no,no,UP
2344,ERN1,no,no,no,no,no,no,UP
2345,CPNE7,no,no,no,no,no,no,DOWN
2346,APOLD1,no,no,no,no,no,no,UP
2347,TMEM125,no,no,no,no,no,no,DOWN
2348,ZBTB42,no,no,no,no,no,no,DOWN
2349,SERTAD2,no,no,no,no,no,no,UP
2350,MAB21L2,no,no,no,no,no,no,UP
2351,SLC2A4,no,no,no,no,no,no,DOWN
2352,MGAT4C,no,no,no,no,no,no,DOWN
2353,IDH2,no,no,no,no,no,no,UP
2354,IFNL1,no,no,no,no,no,no,DOWN
2355,NTM,no,no,no,no,no,no,DOWN
2356,COL18A1,no,no,no,no,no,no,DOWN
2357,TCEAL7,no,no,no,no,no,no,UP
2358,SOX1,no,no,no,no,no,no,UP
2359,BCOR,no,no,no,no,no,no,DOWN
2360,MEX3B,no,no,no,no,no,no,UP
2361,MARCHF11,no,no,no,no,no,no,DOWN
2362,FOXL2,no,no,no,no,no,no,DOWN
2363,KMT5A,no,no,no,no,no,no,UP
2364,ZDHHC23,no,no,no,no,no,no,DOWN
2365,FOXO4,no,no,no,no,no,no,DOWN
2366,PROS1,no,no,no,no,no,no,UP
2367,F8,no,no,no,no,no,no,DOWN
2368,SOCS1,no,no,no,no,no,no,DOWN
2369,TCN2,no,no,no,no,no,no,DOWN
2370,ZFP36L1,no,no,no,no,no,no,UP
2371,SYN3,no,no,no,no,no,no,DOWN
2372,C11orf87,no,no,no,no,no,no,DOWN
2373,RTN4RL1,no,no,no,no,no,no,UP
2374,GNG2,no,no,no,no,no,no,UP
2375,SELENOV,no,no,no,no,no,no,DOWN
2376,THSD4,no,no,no,no,no,no,DOWN
2377,PALM3,no,no,no,no,no,no,DOWN
2378,COL14A1,no,no,no,no,no,no,DOWN
2379,ARL4C,no,no,no,no,no,no,UP
2380,CIBAR1,no,no,no,no,no,no,UP
2381,JAKMIP3,no,no,no,no,no,no,DOWN
2382,PRELP,no,no,no,no,no,no,UP
2383,TRMT2B,no,no,no,no,no,no,DOWN
2384,CLDN4,no,no,no,no,no,no,DOWN
2385,OR7E12P,no,no,no,no,no,no,DOWN
2386,ZNF724,no,no,no,no,no,no,DOWN
2387,SPOCK3,no,no,no,no,no,no,DOWN
2388,KIF19,no,no,no,no,no,no,DOWN
2389,GREB1,no,no,no,no,no,no,UP
2390,SRGAP3,no,no,no,no,no,no,UP
2391,CPNE4,no,no,no,no,no,no,DOWN
2392,FUT4,no,no,no,no,no,no,DOWN
2393,IFNL3,no,no,no,no,no,no,DOWN
2394,ZNF165,no,no,no,no,no,no,DOWN
2395,ZNF624,no,no,no,no,no,no,UP
2396,ENPP1,no,no,no,no,no,no,DOWN
2397,DPP4,no,no,no,no,no,no,DOWN
2398,PARVA,no,no,no,no,no,no,UP
2399,SLC22A20P,no,no,no,no,no,no,DOWN
2400,PLCG2,no,no,no,no,no,no,DOWN
2401,CD2AP,no,no,no,no,no,no,DOWN
2402,SVIP,no,no,no,no,no,no,UP
2403,CACNA1E,no,no,no,no,no,no,DOWN
2404,SLC29A3,no,no,no,no,no,no,DOWN
2405,CARD11,no,no,no,no,no,no,DOWN
2406,TPM2,no,no,no,no,no,no,UP
2407,FLVCR1-DT,no,no,no,no,no,no,DOWN
2408,C2CD4A,no,no,no,no,no,no,DOWN
2409,RD3,no,no,no,no,no,no,UP
2410,DLL1,no,no,no,no,no,no,UP
2411,UBE2J1,no,no,no,no,no,no,UP
2412,RYR3,no,no,no,no,no,no,UP
2413,ZFP2,no,no,no,no,no,no,UP
2414,MFAP3L,no,no,no,no,no,no,UP
2415,LOC124903417,no,no,no,no,no,no,DOWN
2416,SNORD113-3,no,no,no,no,no,no,DOWN
2417,GPRIN2,no,no,no,no,no,no,DOWN
2418,TMEM170B,no,no,no,no,no,no,UP
2419,SLC48A1,no,no,no,no,no,no,UP
2420,RTL8B,no,no,no,no,no,no,UP
2421,DENND1B,no,no,no,no,no,no,UP
2422,QTRT1,no,no,no,no,no,no,DOWN
2423,LIPE-AS1,no,no,no,no,no,no,UP
2424,ZNF90,no,no,no,no,no,no,DOWN
2425,TSTD1,no,no,no,no,no,no,DOWN
2426,NDUFS5P1,no,no,no,no,no,no,DOWN
2427,FAM228B,no,no,no,no,no,no,UP
2428,FXYD7,no,no,no,no,no,no,DOWN
2429,RPL9P17,no,no,no,no,no,no,DOWN
2430,SNX10-AS1,no,no,no,no,no,no,UP
2431,BAIAP2-DT,no,no,no,no,no,no,UP
2432,SLC16A1-AS1,no,no,no,no,no,no,DOWN
2433,RPS15AP30,no,no,no,no,no,no,DOWN
2434,LOC100506274,no,no,no,no,no,no,UP
2435,LRRC8C-DT,no,no,no,no,no,no,UP
2436,RAP2C-AS1,no,no,no,no,no,no,UP
2437,GNG12-AS1,no,no,no,no,no,no,UP
2438,LNCPRESS1,no,no,no,no,no,no,DOWN
2439,MAGI2-AS3,no,no,no,no,no,no,UP
2440,NR2F1-AS1,no,no,no,no,no,no,UP
2441,ADAMTS9-AS1,no,no,no,no,no,no,UP
2442,TDGF1,no,no,no,no,no,no,DOWN
2443,CCDC169,no,no,no,no,no,no,DOWN
2444,RPL31P61,no,no,no,no,no,no,UP
2445,RPS17P11,no,no,no,no,no,no,DOWN
2446,NRAV,no,no,no,no,no,no,DOWN
2447,ANK2-AS1,no,no,no,no,no,no,DOWN
2448,LETR1,no,no,no,no,no,no,UP
2449,TRMT9B,no,no,no,no,no,no,UP
2450,CHCHD10,no,no,no,no,no,no,DOWN
2451,LINC01289,no,no,no,no,no,no,UP
2452,GIHCG,no,no,no,no,no,no,UP
2453,LINC00641,no,no,no,no,no,no,UP
2454,ZNF710-AS1,no,no,no,no,no,no,UP
2455,SPINT1-AS1,no,no,no,no,no,no,DOWN
2456,LINC02894,no,no,no,no,no,no,DOWN
2457,LINC02582,no,no,no,no,no,no,DOWN
2458,DLGAP1-AS3,no,no,no,no,no,no,DOWN
2459,SNHG25,no,no,no,no,no,no,DOWN
2460,FMNL1-DT,no,no,no,no,no,no,DOWN
2461,ADGRL1-AS1,no,no,no,no,no,no,UP
2462,C10orf95-AS1,no,no,no,no,no,no,DOWN
2463,SNHG8,no,no,no,no,no,no,DOWN
2464,CYFIP1,no,no,no,no,no,no,UP
2465,NR2E3,no,no,no,no,no,no,DOWN
2466,ZFP62,no,no,no,no,no,no,UP
2467,MIR325HG,no,no,no,no,no,no,UP
2468,HYMAI,no,no,no,no,no,no,UP
2469,GPC3-AS1,no,no,no,no,no,no,UP
