"cor","link","target","source","target_info","ttarget_info"
0.822351753288845,1,"ITGA3","SHH","no","no"
1,1,"PAX6","SHH","known","known"
0.876941308360655,1,"TENM1","SHH","no","no"
0.872309093763079,1,"MVP","SHH","no","no"
0.824215312686656,1,"PGM3","SHH","no","no"
0.814244147272681,1,"GRAMD1B","SHH","no","no"
0.824327539463826,1,"SNAPC1","SHH","no","no"
0.852811141319195,1,"TMSB10","SHH","no","no"
0.904285252750122,1,"VCL","SHH","selected","selected"
0.95442312449677,1,"TNC","SHH","no","no"
0.984223564822988,1,"ZIC2","SHH","known","known"
0.816741945221272,1,"ADAMTS6","SHH","no","no"
0.956901216158608,1,"LTBP1","SHH","no","no"
0.871154510745108,1,"RCN1","SHH","no","no"
0.81305717128854,1,"HERPUD1","SHH","no","no"
0.833988736569135,1,"MSMO1","SHH","no","no"
0.845163259000538,1,"FOXN3","SHH","no","no"
0.836573459420103,1,"YBX3","SHH","no","no"
0.945026786555964,1,"COL11A1","SHH","no","no"
0.904660265081321,1,"BCAT1","SHH","no","no"
0.877885150952675,1,"CDON","SHH","no","no"
0.91658859502641,1,"MYLK","SHH","no","no"
0.826987706466818,1,"LAPTM4A","SHH","no","no"
0.903774955532973,1,"ATP2B1","SHH","selected","selected"
0.864941456306402,1,"ADGRL1","SHH","no","no"
0.915964738810191,1,"GLI2","SHH","known","known"
0.933084156868008,1,"LMAN1","SHH","no","no"
0.833464622105156,1,"MAP2","SHH","no","no"
0.853951607790836,1,"FDFT1","SHH","no","no"
0.807753271970648,1,"DCT","SHH","no","no"
0.92638096583525,1,"SERTAD4","SHH","no","no"
0.882819187418394,1,"ITGB5","SHH","no","no"
0.877296116463411,1,"FTL","SHH","no","no"
0.808790657180565,1,"DHX32","SHH","no","no"
0.833800916440193,1,"P3H2","SHH","no","no"
0.853721899540343,1,"EFNB1","SHH","no","no"
0.869952969864154,1,"AARS1","SHH","no","no"
0.808111759968666,1,"SEL1L3","SHH","no","no"
0.867049900959908,1,"ZFHX4","SHH","selected","selected"
0.834294389319271,1,"CD200","SHH","no","no"
0.890679933413858,1,"ARCN1","SHH","no","no"
0.927623129616451,1,"DSP","SHH","no","no"
0.955836424216217,1,"PCSK5","SHH","no","no"
0.905528079022442,1,"LGALS1","SHH","no","no"
0.890636246382362,1,"XBP1","SHH","no","no"
0.854880571157098,1,"PLCB4","SHH","no","no"
0.886854003713611,1,"JAG1","SHH","no","no"
0.826393107433618,1,"CA2","SHH","no","no"
0.825802717108335,1,"NCALD","SHH","no","no"
0.874414302942542,1,"TNNT1","SHH","no","no"
0.942813823524238,1,"TFPI2","SHH","no","no"
0.843283343011816,1,"VIPR2","SHH","no","no"
0.945464148179648,1,"PTPRZ1","SHH","no","no"
