"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","cluster_1","cluster_2","cluster_3"
"ENSG00000111344",5.79474177724513,-1.33859372586086,0.451448898801198,-2.9651057504303,0.00302578898298875,0.0267518683863279,"RASAL1",1,1,1
"ENSG00000111783",40.6375533621641,1.54412451844259,0.274091341917143,5.63361289576731,1.76472899923064e-08,9.15050832336921e-07,"RFX4",2,2,2
"ENSG00000111834",8.18615931606928,1.25197971895456,0.309566820933854,4.04429555847678,5.24806802453993e-05,0.000991241622641912,"RSPH4A",2,2,2
"ENSG00000112164",9.94245854156692,1.02494464012453,0.270643551309476,3.7870647025043,0.000152437415828612,0.00248128385942544,"GLP1R",2,2,2
"ENSG00000112319",16.1532936560944,-1.85526971710346,0.356721760307547,-5.20088742414801,1.98339216049639e-07,7.89955394551328e-06,"EYA4",1,4,4
"ENSG00000112562",4.4607100304617,1.42299875039201,0.414051468456606,3.43676779047855,0.000588700078656876,0.00751307004869491,"SMOC2",2,2,2
"ENSG00000113448",23.34258499989,-1.09199433173633,0.210246651292795,-5.19387264920378,2.0596405763493e-07,8.14422385213994e-06,"PDE4D",1,1,5
"ENSG00000114654",13.0549153403658,1.23169528546371,0.290210261363622,4.2441479487193,2.19425553927155e-05,0.000475441256071599,"EFCC1",2,2,6
"ENSG00000115738",91.5627844271804,-1.29718980942926,0.16930789788513,-7.6617206027173,1.83458415332299e-14,2.77527138570117e-12,"ID2",1,1,5
"ENSG00000115896",29.3804459214594,1.34994522602091,0.243258248396908,5.54943248550526,2.86598400080371e-08,1.41913544111869e-06,"PLCL1",2,3,3
"ENSG00000116035",3.75685249871025,-4.07496753405013,0.958712663813297,-4.25045760618398,2.13334213054227e-05,0.000467641180837673,"VAX2",1,4,4
"ENSG00000116039",5.90492980081375,-2.54534504521643,0.595006861423314,-4.27784150106726,1.88714310172939e-05,0.000421640956699403,"ATP6V1B1",1,1,5
"ENSG00000116729",165.073346064218,1.12771556424183,0.223951801396067,5.03552798955801,4.76533488348635e-07,1.67896595926937e-05,"WLS",2,3,3
"ENSG00000118137",9.68954905188123,1.53590281966484,0.303118697411,5.06700125324935,4.04131623323382e-07,1.46134349495159e-05,"APOA1",2,5,7
"ENSG00000118257",36.0030800912502,-1.06514572340333,0.204773101014005,-5.2015900434622,1.97590699894296e-07,7.88879673258366e-06,"NRP2",1,4,4
"ENSG00000118271",12.2867396620575,3.01733892410385,0.768284806814018,3.92737028943261,8.58797095653536e-05,0.00151892435483436,"TTR",2,2,2
"ENSG00000118407",25.2512854703261,-1.60101263556324,0.230457521264622,-6.94710516184403,3.72857770705919e-12,3.84253236323119e-10,"FILIP1",1,1,5
"ENSG00000118495",107.046841125223,1.82026717707792,0.144930169801391,12.5596152931607,3.52040268532801e-36,1.16095839756747e-32,"PLAGL1",2,2,2
"ENSG00000119138",8.4535517806836,-1.92397455315513,0.429631511431855,-4.47819701758607,7.52761132267323e-06,0.000191252362248935,"KLF9",1,1,5
