"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","cluster_1","cluster_2","cluster_3"
"ENSG00000120262",9.76760649501864,1.25255054294169,0.302054877368914,4.14676483244429,3.37206094236775e-05,0.000680561969139558,"CCDC170",2,2,2
"ENSG00000120675",41.6410091894144,-1.17810890227097,0.173630049685356,-6.78516710906828,1.15952217982955e-11,1.11159076879125e-09,"DNAJC15",1,1,5
"ENSG00000120875",300.680256356064,-1.09437612911941,0.10788623252922,-10.1437978087057,3.53099060496461e-24,2.64647745842097e-21,"DUSP4",1,1,5
"ENSG00000121281",3.48871791309086,1.32791387046949,0.46418452404024,2.86074567698077,0.00422645946011119,0.034740822551233,"ADCY7",2,5,7
"ENSG00000121440",50.9908510786985,1.14128942279612,0.149035170553564,7.65785296555843,1.89067164780055e-14,2.83411680005303e-12,"PDZRN3",2,2,2
"ENSG00000121966",50.6881227537926,1.07912695442383,0.132930527102145,8.11797694591715,4.74018811157075e-16,9.89379262932787e-14,"CXCR4",2,5,7
"ENSG00000122641",4.36089412974849,3.21500300217563,0.508501919019089,6.32249925108923,2.5736627181454e-10,1.92896020724998e-08,"INHBA",2,3,3
"ENSG00000122644",203.782962535341,1.03561126271006,0.157694101783972,6.5672162179456,5.12645835379748e-11,4.33488060491111e-09,"ARL4A",2,3,3
"ENSG00000122691",6.08543387401797,1.4292699332904,0.414583459797534,3.44748421461002,0.000565833471203964,0.00728908445834544,"TWIST1",2,3,3
"ENSG00000123095",7.53912276310576,-1.40515630905931,0.40493025320633,-3.47011935495796,0.000520227135812829,0.00682420464790592,"BHLHE41",1,1,1
"ENSG00000123243",4.7505100664585,1.40022618518979,0.478005395993141,2.92931041558761,0.00339714976034697,0.0292112996988533,"ITIH5",2,2,6
"ENSG00000123572",6.32316044980572,1.36508175093366,0.372048207936066,3.6690991162313,0.000243406702495033,0.00367539662769286,"NRK",2,3,3
"ENSG00000124762",181.005576230264,-1.30200842109108,0.182333154971435,-7.14082099492579,9.27751061168345e-13,1.05501291362792e-10,"CDKN1A",1,1,1
"ENSG00000124920",73.4345286705291,1.04255385814124,0.125350888438022,8.31708391645517,9.01539235557432e-17,2.00884871014953e-14,"MYRF",2,2,2
"ENSG00000125148",48.2506964439302,-1.0138116109502,0.164324374805717,-6.16957534236076,6.84736430174595e-10,4.64634526631642e-08,"MT2A",1,1,5
"ENSG00000125378",239.828686887905,1.19204076604403,0.29951998180366,3.97983720106338,6.89624781402415e-05,0.00126206692791836,"BMP4",2,3,3
"ENSG00000125430",27.5712328289067,-1.53289676410066,0.213444193876702,-7.18172153694726,6.88390233522231e-13,8.1077618289629e-11,"HS3ST3B1",1,1,5
"ENSG00000125618",11.6032798379737,-1.17040362665635,0.31716540150182,-3.69019956500405,0.000224078192397287,0.00342430520337245,"PAX8",1,1,1
"ENSG00000125740",18.7212506812345,-1.9187637227436,0.333269538603682,-5.75739304222868,8.54228589200026e-09,4.77470346010821e-07,"FOSB",1,4,4
"ENSG00000125798",542.868812470212,2.29824094915298,0.193088563714097,11.9025223708016,1.1482323376617e-32,2.10368922396708e-29,"FOXA2",2,2,2
"ENSG00000125820",87.1724254554172,2.90596692118599,0.213039305592847,13.6405200584899,2.29915096388819e-42,9.47767506088809e-39,"NKX2-2",2,2,2
"ENSG00000125869",34.9019814406398,-1.47502743878548,0.219946805740962,-6.70629170456178,1.99632464610466e-11,1.77931876160106e-09,"LAMP5",1,1,5
"ENSG00000125968",14.889440294333,-1.12036606022403,0.268744985872162,-4.16888172476258,3.06097770740304e-05,0.00063476414245376,"ID1",1,1,5
"ENSG00000127084",10.3183096222838,1.07361718359712,0.293479523974852,3.658235399377,0.0002539577445983,0.00379991765034607,"FGD3",2,2,6
"ENSG00000127920",78.3338516115117,-1.44491686530091,0.13350666554179,-10.8228069320526,2.68428187671349e-27,3.40470183577914e-24,"GNG11",1,1,5
"ENSG00000128422",56.8095783083816,-1.40637071312102,0.183439254756651,-7.66668352957878,1.76500547252269e-14,2.72394616329503e-12,"KRT17",1,1,5
"ENSG00000128564",103.974983328226,-1.39097077413681,0.235690237159625,-5.90169024775833,3.59796206950936e-09,2.18113222662279e-07,"VGF",1,1,5
"ENSG00000128610",58.7122183282875,-3.04162273045521,0.328711906464574,-9.2531565502724,2.17958863435761e-20,1.12310115599758e-17,"FEZF1",1,1,5
"ENSG00000129167",4.73878140649058,1.21692827738804,0.392768144976902,3.09833751273185,0.00194609654977079,0.0190101812850537,"TPH1",2,2,2
"ENSG00000129514",120.985347313462,1.20340189190797,0.305550064619788,3.93847696745024,8.20004639499001e-05,0.00146015728949234,"FOXA1",2,3,3
"ENSG00000130066",870.747323663888,-1.12967426229797,0.19073446937754,-5.9227588279384,3.16584967286789e-09,1.94058346676278e-07,"SAT1",1,1,5
"ENSG00000130222",24.8753561530786,1.36740147308609,0.384079737146531,3.56020206440729,0.000370569536800176,0.00518702978972674,"GADD45G",2,2,2
"ENSG00000130707",19.4085998868272,-1.40572949874693,0.271125882161929,-5.18478533859546,2.16263808618747e-07,8.45550301129242e-06,"ASS1",1,1,1
"ENSG00000131981",28.07565214418,-1.20952990393584,0.207520425287859,-5.82848605026741,5.59324714002533e-09,3.24743141168584e-07,"LGALS3",1,1,5
"ENSG00000132437",37.0511829418236,2.94022514944809,0.35322734699474,8.3238887771956,8.51234841784286e-17,1.92274127481933e-14,"DDC",2,2,2
"ENSG00000133124",42.6138540812398,-1.14661519955532,0.160337056792069,-7.15128007521236,8.59723743389913e-13,9.91327608724215e-11,"IRS4",1,1,5
"ENSG00000133980",29.7484875591295,-1.08422659685995,0.2133464268267,-5.08200026120266,3.734808990484e-07,1.36246162486926e-05,"VRTN",1,1,1
"ENSG00000134115",151.96076879053,1.30514683177744,0.252649379519989,5.16584222077687,2.3935864392975e-07,9.24305545610689e-06,"CNTN6",2,2,2
"ENSG00000134369",248.450484003551,-1.35853120641543,0.115153545421049,-11.7975629968498,4.01779078210665e-32,6.62493522061566e-29,"NAV1",1,1,5
"ENSG00000134533",4.26569699721557,2.23853370051755,0.45803945460181,4.88720715656162,1.02276461878439e-06,3.28740074057229e-05,"RERG",2,2,2
"ENSG00000135046",40.8375453524073,-1.02186147161369,0.216265363157766,-4.72503528393605,2.30075404815628e-06,6.75037962634322e-05,"ANXA1",1,4,4
"ENSG00000135363",15.9246329739326,-1.16341309888551,0.29279018730437,-3.97353855877717,7.08126883642473e-05,0.00128735437534517,"LMO2",1,1,1
"ENSG00000135842",31.7809518683406,1.39533184758699,0.404725404708055,3.44760133995912,0.000565588183198383,0.00728908445834544,"NIBAN1",2,3,3
"ENSG00000136327",4.67622933485131,5.42580465392082,0.732744893300207,7.40476624747743,1.3138168364946e-13,1.70578943440625e-11,"NKX2-8",2,2,2
"ENSG00000136352",304.499710109779,2.6687762984185,0.376201230617443,7.09401267518012,1.30278190893988e-12,1.47134047236368e-10,"NKX2-1",2,2,2
"ENSG00000136750",4.14959681231181,-2.19045679314718,0.641545870900733,-3.41434165895538,0.000639363447124988,0.00802929465319416,"GAD2",1,1,5
"ENSG00000137261",4.23182505823633,1.60376239965437,0.456345760111263,3.51435805881785,0.000440818185973384,0.00596279825144802,"KIAA0319",2,3,3
"ENSG00000137393",11.572337908775,1.15602291493196,0.311146763435824,3.71536217239294,0.000202912846948267,0.00314457700500937,"RNF144B",2,2,2
"ENSG00000138166",12.3009693855181,-1.05867879461858,0.300440018032759,-3.52376092090084,0.000425467960912667,0.00579796794007352,"DUSP5",1,1,1
"ENSG00000138316",5.77592737984002,1.87892771794667,0.408357639457009,4.60118174952003,4.20100654386443e-06,0.000115258563896473,"ADAMTS14",2,2,2
"ENSG00000138400",7.39066909690613,1.13631989081089,0.326271018626154,3.48274846964849,0.000496294427787857,0.00656246898139051,"MDH1B",2,2,2
"ENSG00000138449",7.15392292194422,1.13181129860772,0.360535367597954,3.13925179143547,0.00169379838941703,0.0170402938640008,"SLC40A1",2,3,3
