"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","EN","is_DE","is_highly_DE","FCsign"
"ENSG00000258545",2.41009109811501,1.14199090625334,0.458950618406302,2.48826531756049,0.0128367927627112,0.0289671626342601,"RHOXF1-AS1","ENSG00000258545",FALSE,FALSE,"pos"
"ENSG00000258548",3.29356251140223,1.93427682849944,0.406308620046713,4.76060987403383,1.93008822328698e-06,1.22252422649542e-05,"LINC00645","ENSG00000258548",TRUE,FALSE,"pos"
"ENSG00000258559",23.0689669027444,1.65111412559911,0.260075640682575,6.34859197603325,2.17294508768496e-10,3.14045192281619e-09,NA,"ENSG00000258559",TRUE,FALSE,"pos"
"ENSG00000258561",1.01584609919005,-0.852672494175436,0.778283801128382,-1.09558042058591,0.273262433950483,0.376255278011656,NA,"ENSG00000258561",FALSE,FALSE,"neg"
"ENSG00000258568",2.3514935257518,-1.1069771238828,0.507913418710505,-2.1794602841823,0.0292974919727449,0.0587930277187984,NA,"ENSG00000258568",FALSE,FALSE,"neg"
"ENSG00000258592",1.51953533102415,1.18115632378275,0.55169599147948,2.14095505862794,0.0322776624107843,0.0638815506663271,NA,"ENSG00000258592",FALSE,FALSE,"pos"
"ENSG00000258615",0.82906418473333,1.87557392345211,0.925834805064691,2.02581919926963,0.0427833157232209,0.0809659383876902,NA,"ENSG00000258615",FALSE,FALSE,"pos"
"ENSG00000258631",0.828520343233695,0.962970591638788,0.86003020633028,1.11969391836567,0.262844217548299,0.364934902674396,NA,"ENSG00000258631",FALSE,FALSE,"pos"
"ENSG00000258634",31.7684713930691,0.0809915906443436,0.144781814238202,0.559404446411289,0.575885727507799,0.670355122416837,NA,"ENSG00000258634",FALSE,FALSE,"pos"
"ENSG00000258636",11.7122302294331,0.0862460040610798,0.203753811882806,0.423285352377535,0.672087079908804,0.750451654338915,"LOC124907392","ENSG00000258636",FALSE,FALSE,"pos"
"ENSG00000258645",0.97409607194269,0.21781575134682,0.732952712047264,0.297175721934942,0.766332356144397,0.827125559507622,NA,"ENSG00000258645",FALSE,FALSE,"pos"
"ENSG00000258647",5.27714229699783,-4.01582155525904,0.768456603226841,-5.22582737710383,1.73378058249132e-07,1.38802089161518e-06,NA,"ENSG00000258647",TRUE,FALSE,"neg"
"ENSG00000258655",6.92208911247497,0.029106232923981,0.305948776314557,0.095134333513581,0.924208127538362,0.947360057281181,NA,"ENSG00000258655",FALSE,FALSE,"pos"
"ENSG00000258667",1.13983617711553,1.95464413966944,0.757095678684491,2.58176634037296,0.00982961113276647,0.0230396619212099,"HIF1A-AS3","ENSG00000258667",FALSE,FALSE,"pos"
"ENSG00000258670",1.04279274762795,1.05024142654436,0.826919346556848,1.27006512898433,0.204061431664796,0.297005985052065,NA,"ENSG00000258670",FALSE,FALSE,"pos"
"ENSG00000258682",20.4069898102927,-0.321072736189694,0.169196184796079,-1.8976357923003,0.0577440760560937,0.104266374842936,NA,"ENSG00000258682",FALSE,FALSE,"neg"
"ENSG00000258693",1.23105451417187,0.153961914432256,0.59069699520352,0.260644485552545,0.79436668056146,0.849116627840106,NA,"ENSG00000258693",FALSE,FALSE,"pos"
"ENSG00000258701",1.09841928526293,0.214233413217437,0.640438944473513,0.334510284026454,0.737994531895,0.805080902294371,"LINC00638","ENSG00000258701",FALSE,FALSE,"pos"
"ENSG00000258702",4.55753548261377,0.455699618559212,0.321385552657917,1.41792191587485,0.156213563135824,0.23866290515706,NA,"ENSG00000258702",FALSE,FALSE,"pos"
"ENSG00000258704",2.37003686540779,0.312355621610614,0.442870739792286,0.705297490995034,0.480625121538723,0.584411490360889,NA,"ENSG00000258704",FALSE,FALSE,"pos"
"ENSG00000258708",8.05284518327896,-0.039906110276672,0.2375402479031,-0.167997257849756,0.866585436339593,0.903922335503351,"SLC25A21-AS1","ENSG00000258708",FALSE,FALSE,"neg"
"ENSG00000258725",3.58109868510403,-0.118269472519953,0.352137083851684,-0.335862020626509,0.736974918187308,0.804356243578469,"PRC1-AS1","ENSG00000258725",FALSE,FALSE,"neg"
"ENSG00000258733",0.819091142547301,-0.178441685471676,0.735651717012652,-0.242562725465109,0.808344159679302,0.859812298833038,"LINC02328","ENSG00000258733",FALSE,FALSE,"neg"
"ENSG00000258738",4.85191159565369,-1.73202454683495,0.359667989998601,-4.81562050279117,1.46743175811762e-06,9.57266632123627e-06,"BAZ1A-AS1","ENSG00000258738",TRUE,FALSE,"neg"
"ENSG00000258739",1.58695215125112,-1.12330426564272,0.649284528115741,-1.73006473587568,0.0836187098236164,0.142116491430865,NA,"ENSG00000258739",FALSE,FALSE,"neg"
"ENSG00000258741",0.945848930845007,0.490873030649049,0.652947120815017,0.75178068024304,0.452182962189403,0.557539406433438,NA,"ENSG00000258741",FALSE,FALSE,"pos"
"ENSG00000258744",0.883912827033547,0.772163524420797,0.726435018927658,1.06294920302802,0.287804988021048,0.392016587293957,NA,"ENSG00000258744",FALSE,FALSE,"pos"
"ENSG00000258752",10.8644016313198,1.77855487798279,0.345913129159364,5.14162293378404,2.72375340595368e-07,2.08736565503239e-06,NA,"ENSG00000258752",TRUE,FALSE,"pos"
"ENSG00000258753",0.738969200642934,2.48928896811827,0.978432111168649,2.544161153036,0.0109540533974829,0.0253309862054677,NA,"ENSG00000258753",FALSE,FALSE,"pos"
"ENSG00000258754",1.61964902130013,0.441426455635044,0.589335446937273,0.749024104911897,0.453842676890615,0.559080336649812,NA,"ENSG00000258754",FALSE,FALSE,"pos"
"ENSG00000258768",7.4811990363567,0.0741031668656797,0.272925696198226,0.271514071038069,0.785995678913923,0.84272325337195,NA,"ENSG00000258768",FALSE,FALSE,"pos"
"ENSG00000258785",1.49604212312918,-1.19421466969676,0.653964733388255,-1.82611478681643,0.0678329733258264,0.119620928421209,"LINC01580","ENSG00000258785",FALSE,FALSE,"neg"
"ENSG00000258792",0.981746901045953,0.282673580865466,0.673726458121937,0.41956728499789,0.674801591689579,0.752600974558514,"LOC105370616","ENSG00000258792",FALSE,FALSE,"pos"
"ENSG00000258813",1.17311361336275,0.53180871584126,0.635430127672997,0.836927134362974,0.402633527048163,0.510190374910834,NA,"ENSG00000258813",FALSE,FALSE,"pos"
"ENSG00000258819",1.06506297650498,-0.0666534490202481,0.680898868506952,-0.0978903800595281,0.922019338898601,0.945686611845163,"LINC02289","ENSG00000258819",FALSE,FALSE,"neg"
"ENSG00000258827",2.72671901386042,0.0449824185993807,0.434126395670345,0.103615949290349,0.917474130091798,0.942260289235474,NA,"ENSG00000258827",FALSE,FALSE,"pos"
