"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","type","cluster_1","cluster_2","cluster_3"
"ENSG00000175087",26.2474393258881,1.1447202051824,0.255291873074277,4.48396649449686,7.32681717630117e-06,4.63651287802261e-05,"PDIK1L","dorsal",2,2,2
"ENSG00000236782",2.98730290730066,4.47755993841678,1.17150991176879,3.82204187385524,0.000132351208053872,0.000635046309164245,"ZNF593OS","dorsal",3,3,3
"ENSG00000176092",23.5517160739136,1.25838827643628,0.330610598936744,3.80625509431125,0.000141086864801542,0.000672063478740278,"CRYBG2","dorsal",2,2,2
"ENSG00000131914",1579.68315094529,-1.66004948801805,0.178270390871492,-9.31197536451644,1.25476629789777e-20,4.69725454107143e-19,"LIN28A","dorsal",1,1,1
"ENSG00000175707",8.16548073655976,-6.0639095047797,0.846286783483219,-7.16531277945916,7.76091536165057e-13,1.38867287801905e-11,"KDF1","dorsal",1,1,1
"ENSG00000253368",24.3024739425012,-1.66498387613857,0.368387256777226,-4.51965654486641,6.19400333458879e-06,3.97231816136947e-05,"TRNP1","dorsal",1,4,4
"ENSG00000181773",12.8393114372258,3.05887444019449,0.575848068979536,5.31194703077695,1.08460132310687e-07,9.58667058368347e-07,"GPR3","dorsal",3,3,3
"ENSG00000130768",7.44221573665858,-3.71799256695497,0.576682522755861,-6.44720868110821,1.13928872713735e-10,1.56596834978447e-09,"SMPDL3B","dorsal",1,1,1
"ENSG00000242125",128.097078385824,-1.11840314417752,0.136219563460246,-8.21029752091302,2.20641085894649e-16,5.70024304722685e-15,"SNHG3","dorsal",1,1,1
"ENSG00000162510",23.3257087576864,-3.04924841196382,0.330293701531738,-9.23193024215393,2.65798137722897e-20,9.57475102906708e-19,"MATN1","dorsal",1,4,4
