"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","classic_threshold","volcano_treshold"
312.736629355608,0.500559550538115,0.0991333550230167,5.04935549111493,4.43303128400684e-07,1.50224875378601e-05,"TSPAN6","no","no"
183.433406726156,0.245312569761625,0.105902138695563,2.31640807998058,0.0205359980051811,0.108997246388334,"DPM1","no","no"
14.876836381696,1.13652854181991,0.361191822840334,3.14660651197055,0.00165177087679981,0.0161999204350306,"SCYL3","no","no"
5.4543127586644,0.656565650071598,0.48974671558553,1.34062287541147,0.180042926334576,0.443894637253109,"FIRRM","no","no"
195.741805644088,-0.281021672574657,0.102737390922104,-2.73533978284233,0.00623159140656931,0.0452700051916189,"FUCA2","no","no"
48.931735868771,0.311314649051109,0.174562556680957,1.78339877102104,0.0745214131644408,0.26067842343857,"GCLC","no","no"
114.279183466667,0.123231090710162,0.133853260974063,0.92064317158504,0.357236754822572,0.639349357075076,"NFYA","no","no"
22.6674730114371,0.120827013254694,0.27201922179153,0.444185570633291,0.656908423655573,0.844013704431017,"STPG1","no","no"
41.4964542823538,-0.134788481832093,0.212224382638399,-0.635122506454661,0.525348519383293,0.759744785532855,"NIPAL3","no","no"
164.824059564904,0.295021363495764,0.127354149856557,2.3165429931263,0.020528639841503,0.108997246388334,"LAS1L","no","no"
28.4234029387113,0.388761460999129,0.231105293351059,1.68218328261561,0.0925333047831091,0.29959796051715,"ENPP4","no","no"
10.3822181181195,-0.0654796593353094,0.466904276070939,-0.140242149603618,0.888468670388136,0.958623695486405,"SEMA3F","no","no"
197.107153862923,-0.146249463858582,0.11732995681506,-1.24648016438893,0.212588166937921,0.487072108509862,"ANKIB1","no","no"
424.208958739933,0.0380593843412787,0.143936031491239,0.26441874176304,0.791457271457249,0.916409197297442,"CYP51A1","no","no"
33.6363940865781,0.254182609560463,0.204597460167819,1.24235466731587,0.214105733641214,0.488854608214944,"KRIT1","no","no"
66.3492302586542,-0.242265635459523,0.256458358084014,-0.944658763588271,0.344833115892258,0.628947071297045,"RAD52","no","no"
46.7762587807831,0.353747759169098,0.239831798438726,1.47498272319163,0.140217188341448,0.38331346001578,"BAD","no","no"
133.438781897683,-0.14447681719267,0.117034803562157,-1.23447737591954,0.217025072052717,0.492863550790131,"LAP3","no","no"
1.53012559556381,-0.644493662510552,1.11119979381598,-0.579998004046862,0.561915963788642,0.782008014171813,"HS3ST1","no","no"
71.6099338291439,0.354897368932916,0.234896986115435,1.51086386761263,0.130823138353461,0.368621231302886,"LASP1","no","no"
35.4370646531262,0.328544282596184,0.2014183536164,1.6311536495919,0.102857902688353,0.31886129059566,"SNX11","no","no"
8.45620042619062,-0.565520370225749,0.77910107423952,-0.725862649820825,0.467922975546014,0.72487353069058,"TMEM176A","no","no"
16.1594267201727,-0.331915897707477,0.261493141399719,-1.26931014683903,0.20433046879843,0.47781852923145,"M6PR","no","no"
52.1045987758877,0.966298214180617,0.226521389347919,4.26581444234593,1.99174272631453e-05,0.000412515655923885,"KLHL13","no","no"
1.83695983032412,0.00460945233920816,1.22432767035161,0.00376488455732146,0.996996063834986,0.999901316649229,"CYP26B1","no","no"
15.0663547704212,-0.715166893286332,0.303839817628639,-2.35376290990415,0.0185844603989738,0.101599867539151,"ICA1","no","no"
3.72791556024315,-1.20593179865339,0.66104894286156,-1.82427006604554,0.068111253515459,0.247248992306372,"DBNDD1","no","no"
131.541322055749,0.0610735981776644,0.141184994583778,0.432578535401112,0.665320985953021,0.84844471151287,"ALS2","no","no"
3.72052818988984,-1.41473121041404,0.524718307831302,-2.6961727641279,0.00701412772053248,0.0493429601723975,"CASP10","no","no"
70.3558201417364,-0.131828094382605,0.194372144220983,-0.678225241126777,0.497628890826154,0.744969967222273,"CFLAR","no","no"
219.295109441241,2.71743347884016,0.467849585521159,5.80834858667896,6.30920508194958e-09,3.34068653610015e-07,"TFPI","yes","yes"
86.4140034553499,-1.09147781175865,0.162962946027505,-6.69770545001336,2.11717459956681e-11,1.80223221535374e-09,"NDUFAF7","yes","no"
453.257469551577,0.129193421851624,0.140578943435666,0.919009765575224,0.358090464307509,0.640151472115644,"RBM5","no","no"
7.10198762002325,-0.554533388000196,0.444380434860568,-1.247879844607,0.212075062819359,0.486716646364707,"MTMR7","no","no"
28.802702469685,-0.829691556255011,0.24723825730081,-3.35583807017998,0.000791248828282037,0.00889267713453299,"SLC7A2","no","no"
196.465643542724,-0.342643262099691,0.0970225065516005,-3.5315853432158,0.000413076542561117,0.00531768796577773,"ARF5","no","no"
5.73206482399488,1.33721202317792,0.735552089358226,1.81797053196415,0.069068636840837,0.24909793594878,"SARM1","no","no"
177.150856307076,0.063206956394238,0.11922273015368,0.530158605768908,0.59600196841106,0.803777280774931,"POLDIP2","no","no"
66.1634808229462,0.0463472235718056,0.23787273419604,0.194840420565432,0.845517877614105,0.937000657819393,"PLXND1","no","no"
105.811775544694,-0.217683360459867,0.191165242051127,-1.13871830529552,0.254820665255343,0.536637601273415,"AK2","no","no"
6.79682744090193,-1.42415314305669,0.415253239147088,-3.42960152696662,0.000604468242300707,0.00716939633251458,"CD38","yes","no"
170.095840784436,-0.27396158920001,0.136654556465798,-2.00477463968482,0.0449871448855563,0.188543296739442,"FKBP4","no","no"
545.3896452063,0.288947879711775,0.105127229875703,2.74855410965752,0.00598587539890673,0.0438972420535654,"KDM1A","no","no"
507.301049730828,0.0670636665676999,0.128881718321109,0.520350499987985,0.602819304116954,0.808500432683356,"RBM6","no","no"
