"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","classic_threshold","volcano_treshold"
"ENSG00000000003",449.770076065588,0.0465657906514905,0.127551934612607,0.365073182095725,0.71505677895534,0.906320581863475,"TSPAN6","no","no"
"ENSG00000000419",227.375559748307,-0.174904455138328,0.117357015406623,-1.49036216141244,0.136129036039242,0.457988147686049,"DPM1","no","no"
"ENSG00000000457",24.9984225625039,-0.290454429908226,0.325056099652182,-0.893551698365356,0.371561799587668,0.718137945362567,"SCYL3","no","no"
"ENSG00000000460",8.23172068553403,-0.461116558972778,0.553746846823159,-0.832720875284798,0.405002168436924,0.74173529409015,"FIRRM","no","no"
"ENSG00000001036",191.740494492363,-0.0433306559390637,0.130321185760317,-0.332491265224952,0.739518334256239,0.914874392328679,"FUCA2","no","no"
"ENSG00000001084",67.804993895772,0.148493129438488,0.202665704425424,0.732699841147175,0.463741520887234,0.782404423165857,"GCLC","no","no"
"ENSG00000001167",127.613309002296,0.0203004238038533,0.145328662080924,0.139686304911755,0.888907847408094,0.968073222051967,"NFYA","no","no"
"ENSG00000001460",30.4602638203497,0.501887798858105,0.288172254215255,1.74162429420846,0.0815742074504571,0.34826094691874,"STPG1","no","no"
"ENSG00000001461",43.9788484853569,-0.166753246203453,0.241892500244281,-0.689369228211098,0.490590942894091,0.798202278536559,"NIPAL3","no","no"
"ENSG00000001497",213.845501633971,-0.207405086593755,0.122040585122328,-1.6994763372026,0.0892294693751697,0.365832056703912,"LAS1L","no","no"
"ENSG00000001561",38.8575264840018,0.304780704716957,0.262998451422046,1.15886881869073,0.24650966059718,0.60497996660564,"ENPP4","no","no"
"ENSG00000001617",7.14022380497619,0.092207551292029,0.59748174601133,0.154326976359677,0.87735192804801,0.964388345316544,"SEMA3F","no","no"
"ENSG00000001629",242.39569800737,0.206580156248895,0.11235347700642,1.83866277887503,0.0659648012631212,0.312021611663148,"ANKIB1","no","no"
"ENSG00000001630",260.936211549279,-0.187505480023695,0.110184233250662,-1.70174510900423,0.0888031603285107,0.365207723752728,"CYP51A1","no","no"
"ENSG00000001631",44.5626082592896,-0.116226145612045,0.240799375856763,-0.482667968712595,0.629331510174184,0.869555185298433,"KRIT1","no","no"
"ENSG00000002016",57.4492930444847,0.342235368821507,0.229785105119686,1.48937142223927,0.136389589606532,0.4582969048504,"RAD52","no","no"
"ENSG00000002330",38.2356810250984,-0.353267116966377,0.263645044436838,-1.33993459926765,0.180266608299921,0.524940893399483,"BAD","no","no"
"ENSG00000002549",167.108181025329,-0.22234584612785,0.12974673545002,-1.71369125671374,0.0865854435133025,0.360048855770921,"LAP3","no","no"
"ENSG00000002834",78.8284896473137,-0.123914274531209,0.19640542689986,-0.630910644818325,0.528098951288348,0.820511402155669,"LASP1","no","no"
"ENSG00000002919",44.6638263577159,-0.117586943762076,0.247583304904331,-0.474938905139477,0.634830520177527,0.872081012840498,"SNX11","no","no"
"ENSG00000003056",19.8234758920167,-0.157435043108779,0.353906086476987,-0.444849775475723,0.656428320373704,0.880430881327345,"M6PR","no","no"
"ENSG00000003096",76.5579777038438,-0.0734583923279991,0.195998747461821,-0.374790111055726,0.707816569342769,0.903194106341176,"KLHL13","no","no"
"ENSG00000003147",25.0833201663636,0.432549073277492,0.313435512295763,1.38002573514814,0.167578721206802,0.506028882301147,"ICA1","no","no"
"ENSG00000003249",5.58513593150835,0.892881885717502,0.707485753827183,1.26204927927864,0.206931054584475,0.561445306608044,"DBNDD1","no","no"
"ENSG00000003393",130.244588159596,0.135090317658418,0.150531658052931,0.897421309283104,0.369494145965652,0.717133984504642,"ALS2","no","no"
"ENSG00000003400",6.20637014735512,0.837054680134994,0.635491182929062,1.31717748824917,0.187779137927522,0.53668557278544,"CASP10","no","no"
"ENSG00000003402",74.9596444914127,0.547177110195376,0.196214109230448,2.78867361955471,0.00529243711990281,0.0587223785062756,"CFLAR","no","no"
