"","line","type","day"
"PC1",0.663558193420169,0.0680436554509097,1.24728997260704e-21
"PC2",0.913259648193136,1.03039860451364e-17,0.05778507206813
"PC3",3.31096890440083e-26,0.606539254824067,0.926899248558972
"PC4",0.178205780543173,0.310857154101607,0.258858806045044
"PC5",0.0834044124713864,0.579818598771736,0.156620213680063
