"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","classic_threshold","volcano_treshold"
"ENSG00000000003",523.813442760004,0.549431467973588,0.144259440351023,3.8086344064324,0.000139736383879536,0.00239552027882728,"TSPAN6","no","no"
"ENSG00000000419",190.595196768216,-0.113298303294427,0.10783044084027,-1.05070796717095,0.293392735713414,0.576199728485873,"DPM1","no","no"
"ENSG00000000457",24.3367230799491,0.112168855025099,0.368890504740348,0.304070865429435,0.761073902574073,0.903589894858915,"SCYL3","no","no"
"ENSG00000000460",4.73894100841712,-0.187709345438693,0.499181672814782,-0.376034128777683,0.706891523791223,0.877412493900249,"FIRRM","no","no"
"ENSG00000001036",198.831214683681,-0.462892622588905,0.112697749187049,-4.10738125586364,4.00170389054101e-05,0.000826745538748998,"FUCA2","no","no"
"ENSG00000001084",68.107464586442,0.0251576018799684,0.175054538089601,0.14371293743377,0.885727154660582,0.956801304294331,"GCLC","no","no"
"ENSG00000001167",134.695774200805,0.0571167593079711,0.11791161717853,0.48440315445331,0.628099780162898,0.834698227046303,"NFYA","no","no"
"ENSG00000001460",31.5303537159558,0.700291177354622,0.240118598323968,2.91643871921071,0.003540522663707,0.0306046374205753,"STPG1","no","no"
"ENSG00000001461",51.7297344473006,-0.288921433316165,0.221573371956261,-1.30395376829486,0.192249345864447,0.457405417219068,"NIPAL3","no","no"
"ENSG00000001497",160.696397895303,0.0549375588995984,0.0951958511043356,0.577100349041328,0.563871668570828,0.794857954282851,"LAS1L","no","no"
"ENSG00000001561",46.5265308381647,0.249574424233517,0.249741787253703,0.999329855760119,0.31763492710485,0.60205720848099,"ENPP4","no","no"
"ENSG00000001617",7.17583372665775,-0.0713363433809152,0.474119767331541,-0.150460597292564,0.880401235601807,0.954328787505675,"SEMA3F","no","no"
"ENSG00000001626",3.35967894441511,-2.11906879620513,1.25659775673167,-1.68635411360012,0.0917276139986604,0.298863366735598,"CFTR","no","no"
"ENSG00000001629",225.317209642452,0.0766084149130798,0.103944657335883,0.73701156823799,0.461115314468236,0.722317399405948,"ANKIB1","no","no"
"ENSG00000001630",347.306771983184,-0.237144754286272,0.144678966293592,-1.63911009569313,0.101190332863426,0.316720334144614,"CYP51A1","no","no"
"ENSG00000001631",36.9322471928858,0.343556024832103,0.261277577837851,1.31490818184679,0.188540762651948,0.453050904139164,"KRIT1","no","no"
"ENSG00000002016",62.6082475403412,0.13615509612468,0.236144854013934,0.576574478801247,0.564226943674421,0.795088616413841,"RAD52","no","no"
"ENSG00000002330",50.3822912871451,0.400002736424059,0.237931182951243,1.68116987215597,0.0927299236727013,0.300566146306665,"BAD","no","no"
"ENSG00000002549",147.920777955735,-0.289672671280798,0.116575701911769,-2.48484604021547,0.0129607474539005,0.0790810808653129,"LAP3","no","no"
"ENSG00000002834",76.5153041605887,-0.0839077225323663,0.181250567638068,-0.462937708972688,0.643409017177463,0.841835664070117,"LASP1","no","no"
"ENSG00000002919",37.9563705808486,0.289747388785594,0.222042891035674,1.30491630438663,0.191921348735274,0.456875413589687,"SNX11","no","no"
"ENSG00000002933",2.18224442714652,0.121993456522221,0.829003655202523,0.147156717291456,0.883008323185801,0.955945548310244,"TMEM176A","no","no"
"ENSG00000003056",17.5394788398631,-0.848654397002846,0.285118751820919,-2.97649450126619,0.00291564310799206,0.0264264395685752,"M6PR","no","no"
"ENSG00000003096",70.5320164658061,0.846785843418479,0.171480511315819,4.93808793151391,7.88922709496481e-07,2.83536672527439e-05,"KLHL13","no","no"
"ENSG00000003147",22.3530481257353,-0.633379440996746,0.241318249763794,-2.62466449021866,0.00867343866158099,0.0593237242209592,"ICA1","no","no"
"ENSG00000003249",5.73689107496234,-0.272962707385084,0.503864659853809,-0.541738147430863,0.587998906356486,0.812126474311799,"DBNDD1","no","no"
"ENSG00000003393",233.560473431163,0.078288915685116,0.144525221314521,0.54169725514373,0.588027080962603,0.812126474311799,"ALS2","no","no"
"ENSG00000003400",4.18674427043022,-0.792982011762362,0.503344378203402,-1.57542638023051,0.115158059206378,0.340223691081653,"CASP10","no","no"
"ENSG00000003402",134.961682684471,0.366535422711428,0.150195313275968,2.44039187852659,0.0146713370336814,0.086454848634853,"CFLAR","no","no"
"ENSG00000003436",52.402914288894,0.757849694838257,0.33333762080901,2.27351984153171,0.0229948718230623,0.118214607483511,"TFPI","no","no"
"ENSG00000003509",94.8093777492525,-1.02262243367108,0.145662605759859,-7.02048702435672,2.21096195258772e-12,2.54391263068604e-10,"NDUFAF7","yes","no"
"ENSG00000003756",491.333528990334,0.0946626931308818,0.0807758842622898,1.17191775732841,0.241230077000279,0.518665317061171,"RBM5","no","no"
"ENSG00000003987",8.81537573546221,-0.487810184581448,0.48263499136371,-1.01072278908563,0.312149126602845,0.596462580855889,"MTMR7","no","no"
"ENSG00000003989",62.88496794049,-0.418188732656466,0.208736218263722,-2.00343158525617,0.0451309840777536,0.18765155320527,"SLC7A2","no","no"
"ENSG00000004059",183.753687702751,-0.142824730655024,0.149835399225917,-0.953210866009553,0.340483242007634,0.623190554458745,"ARF5","no","no"
"ENSG00000004139",9.11771078805253,0.249400492129977,0.686489942728134,0.363298100390009,0.716382212217229,0.881963934183534,"SARM1","no","no"
"ENSG00000004142",182.606924514717,-0.167155380028626,0.103847450458824,-1.60962430266792,0.107479899413292,0.327098870494748,"POLDIP2","no","no"
"ENSG00000004399",53.8245340400495,-0.0133791369464682,0.196273210705541,-0.0681658841691863,0.945653584268421,0.983256873318876,"PLXND1","no","no"
