"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042596","GO:0042596","fear response","6/461","50/20772",0.000804059269199469,0.0338177869104482,0.0296149384083891,"ENSG00000018625/ENSG00000109189/ENSG00000150551/ENSG00000069696/ENSG00000184845/ENSG00000112333",6
"GO:0042472","GO:0042472","inner ear morphogenesis","9/461","111/20772",0.00082751271784624,0.0344663064034987,0.0301828603985001,"ENSG00000154342/ENSG00000115507/ENSG00000066468/ENSG00000152977/ENSG00000104290/ENSG00000137203/ENSG00000184254/ENSG00000126778/ENSG00000060718",9
"GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","5/461","34/20772",0.000861788029179868,0.0347831656285074,0.0304603406031512,"ENSG00000101384/ENSG00000163132/ENSG00000120149/ENSG00000164056/ENSG00000019549",5
"GO:0009267","GO:0009267","cellular response to starvation","12/461","184/20772",0.000867079785018577,0.0347831656285074,0.0304603406031512,"ENSG00000163545/ENSG00000134245/ENSG00000149212/ENSG00000167196/ENSG00000170836/ENSG00000162772/ENSG00000080546/ENSG00000169174/ENSG00000117394/ENSG00000197769/ENSG00000124762/ENSG00000103257",12
"GO:0021511","GO:0021511","spinal cord patterning","4/461","20/20772",0.000874784992903856,0.0347831656285074,0.0304603406031512,"ENSG00000182968/ENSG00000106571/ENSG00000064218/ENSG00000074047",4
"GO:0002088","GO:0002088","lens development in camera-type eye","8/461","90/20772",0.000875660113724661,0.0347831656285074,0.0304603406031512,"ENSG00000182968/ENSG00000188064/ENSG00000007372/ENSG00000134245/ENSG00000064309/ENSG00000164056/ENSG00000075711/ENSG00000117139",8
"GO:0021954","GO:0021954","central nervous system neuron development","8/461","90/20772",0.000875660113724661,0.0347831656285074,0.0304603406031512,"ENSG00000182968/ENSG00000078018/ENSG00000066468/ENSG00000173376/ENSG00000074047/ENSG00000184845/ENSG00000112333/ENSG00000184144",8
"GO:0015711","GO:0015711","organic anion transport","22/461","470/20772",0.000886219710488469,0.0348796564953719,0.0305448396594239,"ENSG00000018625/ENSG00000007171/ENSG00000059804/ENSG00000163485/ENSG00000164466/ENSG00000171488/ENSG00000005469/ENSG00000167434/ENSG00000170893/ENSG00000069696/ENSG00000164300/ENSG00000064651/ENSG00000091664/ENSG00000168003/ENSG00000123983/ENSG00000117394/ENSG00000164082/ENSG00000166426/ENSG00000103257/ENSG00000105281/ENSG00000197696/ENSG00000176463",22
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","6/461","51/20772",0.000894447012107175,0.0348834334721798,0.0305481472364642,"ENSG00000112175/ENSG00000162772/ENSG00000118503/ENSG00000215301/ENSG00000215397/ENSG00000131981",6
"GO:1902305","GO:1902305","regulation of sodium ion transmembrane transport","7/461","70/20772",0.000910257415294495,0.035180219023544,0.0308080485081655,"ENSG00000018625/ENSG00000069696/ENSG00000069849/ENSG00000198947/ENSG00000143153/ENSG00000075711/ENSG00000169174",7
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","14/461","238/20772",0.000921464303996336,0.0352953737870025,0.0309088919263433,"ENSG00000188064/ENSG00000007372/ENSG00000124171/ENSG00000111913/ENSG00000120156/ENSG00000151474/ENSG00000164056/ENSG00000075711/ENSG00000142945/ENSG00000111962/ENSG00000047849/ENSG00000107560/ENSG00000115163/ENSG00000166483",14
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","8/461","91/20772",0.000941811167472357,0.0357554859155435,0.031311821674046,"ENSG00000007372/ENSG00000106571/ENSG00000154342/ENSG00000138798/ENSG00000064309/ENSG00000106278/ENSG00000104290/ENSG00000112333",8
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","5/461","35/20772",0.000987300186942988,0.0367223766224014,0.0321585479488039,"ENSG00000007171/ENSG00000061918/ENSG00000173376/ENSG00000108551/ENSG00000162992",5
"GO:0010765","GO:0010765","positive regulation of sodium ion transport","5/461","35/20772",0.000987300186942988,0.0367223766224014,0.0321585479488039,"ENSG00000069696/ENSG00000069849/ENSG00000198947/ENSG00000143153/ENSG00000168710",5
"GO:0043583","GO:0043583","ear development","14/461","240/20772",0.00099879374837982,0.0367223766224014,0.0321585479488039,"ENSG00000101384/ENSG00000106571/ENSG00000154342/ENSG00000163132/ENSG00000115507/ENSG00000066468/ENSG00000112175/ENSG00000152977/ENSG00000104290/ENSG00000137203/ENSG00000162992/ENSG00000184254/ENSG00000126778/ENSG00000060718",14
"GO:0006766","GO:0006766","vitamin metabolic process","9/461","114/20772",0.00100151936242913,0.0367223766224014,0.0321585479488039,"ENSG00000135002/ENSG00000059804/ENSG00000160209/ENSG00000135697/ENSG00000187553/ENSG00000117394/ENSG00000140522/ENSG00000019549/ENSG00000007350",9
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","8/461","92/20772",0.00101190507692914,0.0367887523731016,0.0322166745723469,"ENSG00000158555/ENSG00000114346/ENSG00000064309/ENSG00000113916/ENSG00000183036/ENSG00000162992/ENSG00000143869/ENSG00000120833",8
"GO:0021516","GO:0021516","dorsal spinal cord development","4/461","21/20772",0.00106181559529258,0.0379599075317096,0.0332422794701684,"ENSG00000154342/ENSG00000167081/ENSG00000143869/ENSG00000164853",4
"GO:1902307","GO:1902307","positive regulation of sodium ion transmembrane transport","4/461","21/20772",0.00106181559529258,0.0379599075317096,0.0332422794701684,"ENSG00000069696/ENSG00000069849/ENSG00000198947/ENSG00000143153",4
"GO:0021515","GO:0021515","cell differentiation in spinal cord","6/461","53/20772",0.00109851654529215,0.0389474047876306,0.0341070513279484,"ENSG00000182968/ENSG00000106571/ENSG00000154342/ENSG00000064218/ENSG00000074047/ENSG00000143869",6
"GO:0060536","GO:0060536","cartilage morphogenesis","3/461","10/20772",0.00116023893414409,0.0407985657990014,0.0357281514750671,"ENSG00000188064/ENSG00000163132/ENSG00000019549",3
"GO:0006939","GO:0006939","smooth muscle contraction","9/461","117/20772",0.00120406380203766,0.041995396022289,0.0367762405603115,"ENSG00000018625/ENSG00000163485/ENSG00000130176/ENSG00000176170/ENSG00000184845/ENSG00000070961/ENSG00000075711/ENSG00000065534/ENSG00000180616",9
"GO:0023019","GO:0023019","signal transduction involved in regulation of gene expression","4/461","22/20772",0.001275212486319,0.0438739243995152,0.0384213068781425,"ENSG00000007372/ENSG00000163132/ENSG00000120149/ENSG00000162992",4
"GO:0055075","GO:0055075","potassium ion homeostasis","5/461","37/20772",0.00127837775056862,0.0438739243995152,0.0384213068781425,"ENSG00000018625/ENSG00000069849/ENSG00000064651/ENSG00000143153/ENSG00000060237",5
"GO:0019933","GO:0019933","cAMP-mediated signaling","6/461","55/20772",0.0013364986569119,0.0455045971281909,0.0398493208564625,"ENSG00000141433/ENSG00000113448/ENSG00000115138/ENSG00000186188/ENSG00000181773/ENSG00000078295",6
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport","14/461","248/20772",0.00136495329101048,0.0459507083876466,0.040239989752303,"ENSG00000163485/ENSG00000069696/ENSG00000069849/ENSG00000198947/ENSG00000070808/ENSG00000184845/ENSG00000143153/ENSG00000070961/ENSG00000075711/ENSG00000183908/ENSG00000131981/ENSG00000065534/ENSG00000168710/ENSG00000152413",14
"GO:0021885","GO:0021885","forebrain cell migration","7/461","75/20772",0.001371023467044,0.0459507083876466,0.040239989752303,"ENSG00000170370/ENSG00000106571/ENSG00000184486/ENSG00000184845/ENSG00000112333/ENSG00000184144/ENSG00000171450",7
