"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","classic_threshold","volcano_treshold"
"ENSG00000000003",519.148492298092,-0.289173797344299,0.14841734323596,-1.9483827903088,0.0513691774821704,0.273044624889485,"TSPAN6","no","no"
"ENSG00000000419",193.030099681656,-0.308184228196632,0.109827346562765,-2.80607915825871,0.00501483712204814,0.07367457452036,"DPM1","no","no"
"ENSG00000000457",25.2657738593174,0.127287385834879,0.314382815800429,0.404880227027678,0.685565553339716,0.882519073783863,"SCYL3","no","no"
"ENSG00000001036",197.154126703806,-0.0164255162864941,0.110363951545839,-0.148830447409922,0.881687424638728,0.960306724787229,"FUCA2","no","no"
"ENSG00000001084",68.1209258862737,-0.0978981307796826,0.156141802229622,-0.626982200677519,0.530670902692264,0.797595725374254,"GCLC","no","no"
"ENSG00000001167",128.844634938292,0.198883653507343,0.118570559944986,1.67734430536231,0.0934751734909452,0.367005306256434,"NFYA","no","no"
"ENSG00000001460",29.6343928113889,-0.0857694085279652,0.225014255638831,-0.381173220711994,0.70307471861731,0.89094713033957,"STPG1","no","no"
"ENSG00000001461",49.6048141047584,0.130024909187,0.205759162963966,0.631927673664627,0.527434139281733,0.795237935487342,"NIPAL3","no","no"
"ENSG00000001497",161.89117987822,-0.014638917932449,0.0989174285648095,-0.14799129076488,0.882349641521081,0.960306724787229,"LAS1L","no","no"
"ENSG00000001561",45.2159949645532,-0.178925032384373,0.243017532890476,-0.736263882923262,0.461570121514357,0.753132029432956,"ENPP4","no","no"
"ENSG00000001629",231.015813550476,-0.0164841058350273,0.101192749405295,-0.162898092322856,0.870598672872389,0.957736912164474,"ANKIB1","no","no"
"ENSG00000001630",332.239661020382,0.293069633041818,0.125020230204756,2.34417767877913,0.0190690847167382,0.158935583701777,"CYP51A1","no","no"
"ENSG00000001631",36.4351717284267,-0.156592486084475,0.234978499148951,-0.666411976634562,0.505147809352858,0.78146458697478,"KRIT1","no","no"
"ENSG00000002016",59.6064944073271,0.907360776459822,0.209820087763473,4.32447048388749,1.52898672842222e-05,0.0018671085929725,"RAD52","no","no"
"ENSG00000002330",45.5776148063647,0.155840380702829,0.179586411478364,0.867773788784705,0.385518181752426,0.698984630287964,"BAD","no","no"
"ENSG00000002549",149.809037343743,-0.331843086744011,0.12149579405156,-2.7313133704298,0.00630824580366226,0.084128930492182,"LAP3","no","no"
"ENSG00000002834",78.0269887436232,-0.390053618933601,0.16647154216661,-2.34306484974605,0.0191260583903342,0.159150356295908,"LASP1","no","no"
"ENSG00000002919",37.7634239715273,-0.296624416350546,0.226649076017831,-1.30873869667666,0.190622878926876,0.513894578462234,"SNX11","no","no"
"ENSG00000003056",18.2593844659639,-0.235638000225326,0.331123269499212,-0.71163225883129,0.476692525645853,0.763018000952506,"M6PR","no","no"
"ENSG00000003096",69.1694485936855,-0.0247690402698377,0.148070998758174,-0.167278133311506,0.86715120879833,0.956847771488925,"KLHL13","no","no"
"ENSG00000003147",23.0197523274962,0.168845698172675,0.294936216452267,0.572482078341169,0.566995423903517,0.820150444997936,"ICA1","no","no"
"ENSG00000003393",227.005817491088,0.0713046381638958,0.111050000465163,0.642094892978094,0.520811571662858,0.791397830602924,"ALS2","no","no"
"ENSG00000003402",129.030919665957,0.293031966150085,0.116156080908873,2.52274322495414,0.0116443392713912,0.122525852244039,"CFLAR","no","no"
"ENSG00000003436",50.8686166136579,0.889362575717635,0.254744150018542,3.49119921165177,0.000480857568701771,0.0184474449083771,"TFPI","no","no"
"ENSG00000003509",97.1795108663435,-0.135062220172667,0.164957802818902,-0.818768302345441,0.412918618928409,0.719300476105409,"NDUFAF7","no","no"
"ENSG00000003756",483.692813001156,0.323240014118721,0.0786076873410075,4.11206619928246,3.92133815391274e-05,0.00348379937042353,"RBM5","no","no"
