"","line","type","day"
"PC1",0.915481697707631,0.575125449263089,1.07608219869072e-29
"PC2",0.692631698485529,3.05380682009703e-16,0.538195937664017
"PC3",9.87087918900788e-28,0.275714391278286,0.71124855886118
"PC4",0.461284775056292,0.0410249818616764,0.232796659433498
"PC5",0.0637064794922575,0.295479849766055,0.555689327613542
