"","line","type","day"
"PC1",0.870151032267887,0.585255530108981,7.26783429683182e-30
"PC2",0.934263330644383,1.10878378602311e-16,0.550211179859682
"PC3",6.3521225175245e-27,0.414685770276749,0.679016946624136
"PC4",0.434207292216031,0.0384660750312345,0.260943154732647
"PC5",0.0503177726864032,0.350880322324817,0.553822078553216
