"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","19/375","325/20772",7.98203995527351e-06,0.00141358126636487,0.00124871913285256,"ENSG00000205213/ENSG00000065717/ENSG00000104953/ENSG00000163251/ENSG00000148737/ENSG00000111087/ENSG00000164690/ENSG00000188906/ENSG00000177283/ENSG00000104964/ENSG00000187123/ENSG00000146678/ENSG00000070193/ENSG00000162998/ENSG00000110492/ENSG00000152284/ENSG00000101311/ENSG00000124766/ENSG00000107104",19
"GO:0060562","GO:0060562","epithelial tube morphogenesis","21/375","387/20772",8.43587213983759e-06,0.00142604584036618,0.00125972999753268,"ENSG00000151388/ENSG00000205213/ENSG00000129514/ENSG00000170381/ENSG00000164161/ENSG00000103449/ENSG00000169641/ENSG00000114861/ENSG00000104313/ENSG00000164690/ENSG00000065320/ENSG00000185920/ENSG00000070193/ENSG00000075275/ENSG00000169245/ENSG00000136352/ENSG00000110492/ENSG00000154099/ENSG00000204852/ENSG00000124766/ENSG00000114315",21
"GO:0014033","GO:0014033","neural crest cell differentiation","10/375","97/20772",1.01719993423339e-05,0.0016447680675713,0.0014529432470217,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000163376/ENSG00000164093/ENSG00000162998/ENSG00000114315",10
"GO:0043616","GO:0043616","keratinocyte proliferation","8/375","60/20772",1.18105717208385e-05,0.00183014650957493,0.00161670150617267,"ENSG00000068885/ENSG00000185920/ENSG00000070193/ENSG00000184304/ENSG00000110492/ENSG00000101311/ENSG00000124193/ENSG00000127152",8
"GO:0048640","GO:0048640","negative regulation of developmental growth","11/375","121/20772",1.24286482003707e-05,0.00184888570628714,0.0016332552014045,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000116741/ENSG00000114861/ENSG00000185033/ENSG00000065320/ENSG00000177169/ENSG00000185920/ENSG00000115310/ENSG00000117152",11
"GO:0021983","GO:0021983","pituitary gland development","7/375","45/20772",1.48535668699069e-05,0.00211590955085388,0.00186913678216129,"ENSG00000103449/ENSG00000111087/ENSG00000164093/ENSG00000070193/ENSG00000136352/ENSG00000114315/ENSG00000138083",7
"GO:0021536","GO:0021536","diencephalon development","9/375","81/20772",1.53615374759491e-05,0.00211590955085388,0.00186913678216129,"ENSG00000170381/ENSG00000103449/ENSG00000111087/ENSG00000164690/ENSG00000164093/ENSG00000070193/ENSG00000136352/ENSG00000114315/ENSG00000138083",9
"GO:0060485","GO:0060485","mesenchyme development","19/375","344/20772",1.77359381264382e-05,0.00232447011445254,0.00205337349519717,"ENSG00000075223/ENSG00000092421/ENSG00000125798/ENSG00000129514/ENSG00000148737/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000163376/ENSG00000164093/ENSG00000169242/ENSG00000070193/ENSG00000115310/ENSG00000162998/ENSG00000136352/ENSG00000110492/ENSG00000114315/ENSG00000163389",19
"GO:0060541","GO:0060541","respiratory system development","15/375","228/20772",1.83551640194632e-05,0.00232447011445254,0.00205337349519717,"ENSG00000129514/ENSG00000164161/ENSG00000111087/ENSG00000164690/ENSG00000162878/ENSG00000152582/ENSG00000070193/ENSG00000075275/ENSG00000151090/ENSG00000136352/ENSG00000154099/ENSG00000114315/ENSG00000124193/ENSG00000134853/ENSG00000173706",15
"GO:0014032","GO:0014032","neural crest cell development","9/375","83/20772",1.87507672582888e-05,0.00232447011445254,0.00205337349519717,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000163376/ENSG00000164093/ENSG00000114315",9
"GO:0030324","GO:0030324","lung development","14/375","202/20772",1.95023528615404e-05,0.00233965323522802,0.00206678584994457,"ENSG00000129514/ENSG00000164161/ENSG00000111087/ENSG00000164690/ENSG00000162878/ENSG00000070193/ENSG00000075275/ENSG00000151090/ENSG00000136352/ENSG00000154099/ENSG00000114315/ENSG00000124193/ENSG00000134853/ENSG00000173706",14
"GO:0030323","GO:0030323","respiratory tube development","14/375","206/20772",2.42717025835625e-05,0.0028208269346334,0.00249184157116114,"ENSG00000129514/ENSG00000164161/ENSG00000111087/ENSG00000164690/ENSG00000162878/ENSG00000070193/ENSG00000075275/ENSG00000151090/ENSG00000136352/ENSG00000154099/ENSG00000114315/ENSG00000124193/ENSG00000134853/ENSG00000173706",14
"GO:0010837","GO:0010837","regulation of keratinocyte proliferation","7/375","49/20772",2.6427530046592e-05,0.00285342416656007,0.00252063707669973,"ENSG00000068885/ENSG00000185920/ENSG00000070193/ENSG00000184304/ENSG00000110492/ENSG00000124193/ENSG00000127152",7
"GO:0007411","GO:0007411","axon guidance","15/375","236/20772",2.74775813621328e-05,0.00285342416656007,0.00252063707669973,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000133216/ENSG00000065320/ENSG00000169242/ENSG00000185920/ENSG00000141736/ENSG00000091129/ENSG00000136352/ENSG00000101856/ENSG00000127152",15
"GO:0097485","GO:0097485","neuron projection guidance","15/375","236/20772",2.74775813621328e-05,0.00285342416656007,0.00252063707669973,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000133216/ENSG00000065320/ENSG00000169242/ENSG00000185920/ENSG00000141736/ENSG00000091129/ENSG00000136352/ENSG00000101856/ENSG00000127152",15
"GO:0001654","GO:0001654","eye development","21/375","419/20772",2.76212073127622e-05,0.00285342416656007,0.00252063707669973,"ENSG00000163251/ENSG00000132386/ENSG00000150893/ENSG00000136603/ENSG00000115380/ENSG00000187098/ENSG00000164690/ENSG00000160111/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000164093/ENSG00000070193/ENSG00000125864/ENSG00000188158/ENSG00000151090/ENSG00000122085/ENSG00000114315/ENSG00000127152/ENSG00000134853/ENSG00000138083",21
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","16/375","267/20772",3.0675264518206e-05,0.0030832786146813,0.00272368422649561,"ENSG00000205213/ENSG00000065717/ENSG00000104953/ENSG00000148737/ENSG00000111087/ENSG00000164690/ENSG00000188906/ENSG00000104964/ENSG00000187123/ENSG00000146678/ENSG00000070193/ENSG00000162998/ENSG00000110492/ENSG00000101311/ENSG00000124766/ENSG00000107104",16
"GO:0150063","GO:0150063","visual system development","21/375","423/20772",3.17338290240544e-05,0.00310573974053838,0.00274352577241202,"ENSG00000163251/ENSG00000132386/ENSG00000150893/ENSG00000136603/ENSG00000115380/ENSG00000187098/ENSG00000164690/ENSG00000160111/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000164093/ENSG00000070193/ENSG00000125864/ENSG00000188158/ENSG00000151090/ENSG00000122085/ENSG00000114315/ENSG00000127152/ENSG00000134853/ENSG00000138083",21
"GO:0048864","GO:0048864","stem cell development","9/375","90/20772",3.60650387646061e-05,0.00343912510680949,0.0030380293113181,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000163376/ENSG00000164093/ENSG00000114315",9
"GO:0030308","GO:0030308","negative regulation of cell growth","14/375","215/20772",3.89137095337898e-05,0.00357346062956756,0.00315669764789073,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000116741/ENSG00000114861/ENSG00000185033/ENSG00000134533/ENSG00000122641/ENSG00000065320/ENSG00000177169/ENSG00000115310/ENSG00000162998/ENSG00000019485/ENSG00000117152",14
"GO:0008589","GO:0008589","regulation of smoothened signaling pathway","9/375","91/20772",3.93955057306453e-05,0.00357346062956756,0.00315669764789073,"ENSG00000129514/ENSG00000164161/ENSG00000111087/ENSG00000109113/ENSG00000164690/ENSG00000124813/ENSG00000185920/ENSG00000070193/ENSG00000204852",9
"GO:0050771","GO:0050771","negative regulation of axonogenesis","8/375","71/20772",4.13304516445943e-05,0.00365971308729157,0.00323289071636037,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000185033/ENSG00000133216/ENSG00000065320/ENSG00000177169/ENSG00000115310",8
"GO:0043010","GO:0043010","camera-type eye development","19/375","367/20772",4.29890510797685e-05,0.003718053045713,0.00328442664430741,"ENSG00000163251/ENSG00000132386/ENSG00000136603/ENSG00000115380/ENSG00000187098/ENSG00000164690/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000164093/ENSG00000070193/ENSG00000125864/ENSG00000188158/ENSG00000151090/ENSG00000122085/ENSG00000114315/ENSG00000127152/ENSG00000134853/ENSG00000138083",19
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","14/375","218/20772",4.52766937778951e-05,0.00380322856006193,0.00335966837037497,"ENSG00000075223/ENSG00000205213/ENSG00000163251/ENSG00000129514/ENSG00000170381/ENSG00000164161/ENSG00000103449/ENSG00000104313/ENSG00000164690/ENSG00000185920/ENSG00000070193/ENSG00000075275/ENSG00000136352/ENSG00000110492",14
"GO:0030900","GO:0030900","forebrain development","21/375","434/20772",4.60191678415668e-05,0.00380322856006193,0.00335966837037497,"ENSG00000092445/ENSG00000170381/ENSG00000103449/ENSG00000114861/ENSG00000111087/ENSG00000164690/ENSG00000188906/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000164093/ENSG00000070193/ENSG00000115310/ENSG00000136352/ENSG00000183023/ENSG00000110492/ENSG00000204852/ENSG00000114315/ENSG00000185532/ENSG00000127152/ENSG00000138083",21
"GO:0060441","GO:0060441","epithelial tube branching involved in lung morphogenesis","6/375","37/20772",4.81757498663948e-05,0.0038899858991032,0.00343630743722876,"ENSG00000129514/ENSG00000164161/ENSG00000164690/ENSG00000070193/ENSG00000075275/ENSG00000136352",6
"GO:0048880","GO:0048880","sensory system development","21/375","436/20772",4.916088659797e-05,0.0038899858991032,0.00343630743722876,"ENSG00000163251/ENSG00000132386/ENSG00000150893/ENSG00000136603/ENSG00000115380/ENSG00000187098/ENSG00000164690/ENSG00000160111/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000164093/ENSG00000070193/ENSG00000125864/ENSG00000188158/ENSG00000151090/ENSG00000122085/ENSG00000114315/ENSG00000127152/ENSG00000134853/ENSG00000138083",21
"GO:0072001","GO:0072001","renal system development","18/375","341/20772",5.31020948442128e-05,0.0041143060567839,0.00363446574580676,"ENSG00000151892/ENSG00000205213/ENSG00000132386/ENSG00000150893/ENSG00000103449/ENSG00000104313/ENSG00000170962/ENSG00000164690/ENSG00000188906/ENSG00000162599/ENSG00000185920/ENSG00000070193/ENSG00000204104/ENSG00000032742/ENSG00000197410/ENSG00000124766/ENSG00000114315/ENSG00000134853",18
"GO:0120316","GO:0120316","sperm flagellum assembly","6/375","38/20772",5.63453413683061e-05,0.00427649641936185,0.00377774028808772,"ENSG00000105792/ENSG00000181378/ENSG00000206530/ENSG00000152582/ENSG00000197748/ENSG00000188596",6
"GO:0060174","GO:0060174","limb bud formation","4/375","13/20772",6.56960776712508e-05,0.00488647425718764,0.00431657807183103,"ENSG00000075223/ENSG00000164690/ENSG00000070193/ENSG00000124766",4
"GO:0001755","GO:0001755","neural crest cell migration","7/375","59/20772",8.99180224463948e-05,0.00655696324466945,0.00579224247791946,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000164093",7
"GO:0009953","GO:0009953","dorsal/ventral pattern formation","9/375","102/20772",9.67625230326068e-05,0.00680902379807283,0.00601490589541198,"ENSG00000129514/ENSG00000164161/ENSG00000111087/ENSG00000164690/ENSG00000185920/ENSG00000136352/ENSG00000204852/ENSG00000090539/ENSG00000138083",9
"GO:0045744","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","7/375","60/20772",0.00010023410084411,0.00680902379807283,0.00601490589541198,"ENSG00000116741/ENSG00000117632/ENSG00000248329/ENSG00000135312/ENSG00000010310/ENSG00000151746/ENSG00000117152",7
"GO:0060425","GO:0060425","lung morphogenesis","7/375","60/20772",0.00010023410084411,0.00680902379807283,0.00601490589541198,"ENSG00000129514/ENSG00000164161/ENSG00000164690/ENSG00000070193/ENSG00000075275/ENSG00000136352/ENSG00000124193",7
"GO:0007224","GO:0007224","smoothened signaling pathway","11/375","152/20772",0.000102528995077192,0.00680902379807283,0.00601490589541198,"ENSG00000129514/ENSG00000164161/ENSG00000111087/ENSG00000068885/ENSG00000109113/ENSG00000164690/ENSG00000124813/ENSG00000185920/ENSG00000070193/ENSG00000204852/ENSG00000114315",11
"GO:0048565","GO:0048565","digestive tract development","11/375","152/20772",0.000102528995077192,0.00680902379807283,0.00601490589541198,"ENSG00000205213/ENSG00000163251/ENSG00000103449/ENSG00000111087/ENSG00000178919/ENSG00000164690/ENSG00000162878/ENSG00000070193/ENSG00000154099/ENSG00000114315/ENSG00000134853",11
"GO:0060993","GO:0060993","kidney morphogenesis","9/375","104/20772",0.000112465657842294,0.00721621934976677,0.00637461133882116,"ENSG00000205213/ENSG00000103449/ENSG00000104313/ENSG00000164690/ENSG00000188906/ENSG00000185920/ENSG00000070193/ENSG00000124766/ENSG00000114315",9
"GO:0048568","GO:0048568","embryonic organ development","22/375","497/20772",0.000112541199861918,0.00721621934976677,0.00637461133882116,"ENSG00000163251/ENSG00000103449/ENSG00000115380/ENSG00000111087/ENSG00000104313/ENSG00000178919/ENSG00000164690/ENSG00000124813/ENSG00000133216/ENSG00000162878/ENSG00000065320/ENSG00000164093/ENSG00000129173/ENSG00000248329/ENSG00000169242/ENSG00000185920/ENSG00000070193/ENSG00000162998/ENSG00000154099/ENSG00000114315/ENSG00000134853/ENSG00000138083",22
"GO:0003352","GO:0003352","regulation of cilium movement","6/375","43/20772",0.000115326803195995,0.00726949798450688,0.00642167623148441,"ENSG00000105792/ENSG00000170703/ENSG00000197748/ENSG00000111834/ENSG00000154099/ENSG00000088727",6
"GO:0001822","GO:0001822","kidney development","17/375","331/20772",0.000118869320077096,0.00736791668944536,0.00650861663088803,"ENSG00000151892/ENSG00000205213/ENSG00000132386/ENSG00000150893/ENSG00000103449/ENSG00000104313/ENSG00000170962/ENSG00000164690/ENSG00000188906/ENSG00000185920/ENSG00000070193/ENSG00000204104/ENSG00000032742/ENSG00000197410/ENSG00000124766/ENSG00000114315/ENSG00000134853",17
"GO:0090497","GO:0090497","mesenchymal cell migration","7/375","62/20772",0.000123757752651967,0.00751991062644219,0.00664288392893565,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000164093",7
"GO:0031016","GO:0031016","pancreas development","8/375","83/20772",0.00012700246005376,0.00751991062644219,0.00664288392893565,"ENSG00000125798/ENSG00000148737/ENSG00000164690/ENSG00000070193/ENSG00000010310/ENSG00000154099/ENSG00000124766/ENSG00000114315",8
"GO:0048675","GO:0048675","axon extension","10/375","130/20772",0.000127387569095418,0.00751991062644219,0.00664288392893565,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000185033/ENSG00000124205/ENSG00000196338/ENSG00000065320/ENSG00000177169/ENSG00000115310/ENSG00000091129",10
"GO:0007288","GO:0007288","sperm axoneme assembly","5/375","28/20772",0.00013033297585937,0.00752524700084644,0.00664759793652559,"ENSG00000105792/ENSG00000181378/ENSG00000206530/ENSG00000152582/ENSG00000197748",5
"GO:0060428","GO:0060428","lung epithelium development","6/375","44/20772",0.00013152488708121,0.00752524700084644,0.00664759793652559,"ENSG00000129514/ENSG00000164690/ENSG00000070193/ENSG00000151090/ENSG00000136352/ENSG00000124193",6
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","12/375","186/20772",0.000150230806338121,0.00841356602155716,0.00743231472899616,"ENSG00000205213/ENSG00000129514/ENSG00000170381/ENSG00000164161/ENSG00000103449/ENSG00000104313/ENSG00000164690/ENSG00000185920/ENSG00000070193/ENSG00000075275/ENSG00000136352/ENSG00000110492",12
"GO:0044458","GO:0044458","motile cilium assembly","7/375","64/20772",0.000151575402915926,0.00841356602155716,0.00743231472899616,"ENSG00000105792/ENSG00000181378/ENSG00000206530/ENSG00000152582/ENSG00000197748/ENSG00000154099/ENSG00000188596",7
"GO:0045926","GO:0045926","negative regulation of growth","15/375","277/20772",0.000167115480403283,0.00913974222970308,0.00807379898357038,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000116741/ENSG00000114861/ENSG00000185033/ENSG00000134533/ENSG00000122641/ENSG00000065320/ENSG00000177169/ENSG00000185920/ENSG00000115310/ENSG00000162998/ENSG00000019485/ENSG00000117152",15
"GO:0030317","GO:0030317","flagellated sperm motility","10/375","137/20772",0.000196191590936862,0.0102388340686568,0.00904470673448657,"ENSG00000105792/ENSG00000181378/ENSG00000206530/ENSG00000188316/ENSG00000152582/ENSG00000151023/ENSG00000197748/ENSG00000088727/ENSG00000188596/ENSG00000179397",10
"GO:0097722","GO:0097722","sperm motility","10/375","137/20772",0.000196191590936862,0.0102388340686568,0.00904470673448657,"ENSG00000105792/ENSG00000181378/ENSG00000206530/ENSG00000188316/ENSG00000152582/ENSG00000151023/ENSG00000197748/ENSG00000088727/ENSG00000188596/ENSG00000179397",10
"GO:0048562","GO:0048562","embryonic organ morphogenesis","16/375","313/20772",0.000197654492821924,0.0102388340686568,0.00904470673448657,"ENSG00000163251/ENSG00000115380/ENSG00000111087/ENSG00000104313/ENSG00000178919/ENSG00000164690/ENSG00000124813/ENSG00000133216/ENSG00000065320/ENSG00000169242/ENSG00000070193/ENSG00000162998/ENSG00000154099/ENSG00000114315/ENSG00000134853/ENSG00000138083",16
"GO:0048588","GO:0048588","developmental cell growth","14/375","251/20772",0.000202156436158735,0.0102388340686568,0.00904470673448657,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000116741/ENSG00000114861/ENSG00000185033/ENSG00000124205/ENSG00000196338/ENSG00000065320/ENSG00000177169/ENSG00000115310/ENSG00000091129/ENSG00000117152/ENSG00000185532",14
"GO:0048732","GO:0048732","gland development","21/375","483/20772",0.000204966185289501,0.0102388340686568,0.00904470673448657,"ENSG00000075223/ENSG00000129514/ENSG00000132386/ENSG00000103449/ENSG00000111087/ENSG00000178919/ENSG00000164690/ENSG00000065320/ENSG00000164093/ENSG00000129173/ENSG00000185920/ENSG00000070193/ENSG00000115310/ENSG00000162998/ENSG00000136352/ENSG00000110492/ENSG00000154099/ENSG00000114315/ENSG00000127152/ENSG00000134853/ENSG00000138083",21
"GO:0035720","GO:0035720","intraciliary anterograde transport","4/375","17/20772",0.000206517369114013,0.0102388340686568,0.00904470673448657,"ENSG00000068885/ENSG00000196659/ENSG00000204104/ENSG00000032742",4
"GO:0055123","GO:0055123","digestive system development","11/375","165/20772",0.00021165218972652,0.0102388340686568,0.00904470673448657,"ENSG00000205213/ENSG00000163251/ENSG00000103449/ENSG00000111087/ENSG00000178919/ENSG00000164690/ENSG00000162878/ENSG00000070193/ENSG00000154099/ENSG00000114315/ENSG00000134853",11
"GO:0048736","GO:0048736","appendage development","12/375","193/20772",0.000211989842238928,0.0102388340686568,0.00904470673448657,"ENSG00000075223/ENSG00000150893/ENSG00000103449/ENSG00000068885/ENSG00000164690/ENSG00000124813/ENSG00000091409/ENSG00000162878/ENSG00000164093/ENSG00000185920/ENSG00000070193/ENSG00000124766",12
"GO:0060173","GO:0060173","limb development","12/375","193/20772",0.000211989842238928,0.0102388340686568,0.00904470673448657,"ENSG00000075223/ENSG00000150893/ENSG00000103449/ENSG00000068885/ENSG00000164690/ENSG00000124813/ENSG00000091409/ENSG00000162878/ENSG00000164093/ENSG00000185920/ENSG00000070193/ENSG00000124766",12
"GO:0001655","GO:0001655","urogenital system development","7/375","68/20772",0.000222395858814478,0.010603720499116,0.00936703745425083,"ENSG00000129514/ENSG00000132386/ENSG00000111087/ENSG00000164690/ENSG00000133216/ENSG00000185920/ENSG00000070193",7
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","14/375","254/20772",0.000228450269750244,0.0107545133316602,0.00950024372938724,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000103449/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000196338/ENSG00000065320/ENSG00000177169/ENSG00000070193/ENSG00000115310/ENSG00000091129/ENSG00000185532",14
"GO:0050770","GO:0050770","regulation of axonogenesis","11/375","167/20772",0.000235029759849216,0.0109259459609904,0.00965168263801846,"ENSG00000075223/ENSG00000154645/ENSG00000092421/ENSG00000170381/ENSG00000136603/ENSG00000185033/ENSG00000133216/ENSG00000065320/ENSG00000177169/ENSG00000169242/ENSG00000115310",11
"GO:0030517","GO:0030517","negative regulation of axon extension","6/375","49/20772",0.000241525248325365,0.0109540536405126,0.00967651219542315,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000185033/ENSG00000065320/ENSG00000115310",6
"GO:0030850","GO:0030850","prostate gland development","6/375","49/20772",0.000241525248325365,0.0109540536405126,0.00967651219542315,"ENSG00000129514/ENSG00000132386/ENSG00000111087/ENSG00000164690/ENSG00000185920/ENSG00000070193",6
"GO:0002062","GO:0002062","chondrocyte differentiation","9/375","116/20772",0.000258289380360916,0.0115732313923162,0.010223476932231,"ENSG00000151388/ENSG00000115380/ENSG00000068885/ENSG00000170891/ENSG00000124813/ENSG00000182704/ENSG00000162878/ENSG00000120708/ENSG00000110492",9
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","10/375","143/20772",0.000277816132206678,0.0122999785199599,0.0108654655215168,"ENSG00000065717/ENSG00000104953/ENSG00000148737/ENSG00000111087/ENSG00000164690/ENSG00000104964/ENSG00000146678/ENSG00000162998/ENSG00000110492/ENSG00000101311",10
"GO:0035051","GO:0035051","cardiocyte differentiation","11/375","171/20772",0.000288379274975882,0.012617441454533,0.0111459036185725,"ENSG00000075223/ENSG00000116741/ENSG00000114861/ENSG00000122641/ENSG00000164093/ENSG00000148814/ENSG00000183023/ENSG00000117152/ENSG00000114315/ENSG00000134853/ENSG00000149256",11
"GO:0048863","GO:0048863","stem cell differentiation","14/375","261/20772",0.000301495192073493,0.0130379141781549,0.0115173377535052,"ENSG00000075223/ENSG00000092421/ENSG00000129514/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000088836/ENSG00000124813/ENSG00000163376/ENSG00000164093/ENSG00000162998/ENSG00000114315/ENSG00000134853",14
"GO:0051961","GO:0051961","negative regulation of nervous system development","11/375","173/20772",0.000318669090342905,0.0136221878963823,0.0120334692191192,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000185033/ENSG00000133216/ENSG00000065320/ENSG00000177169/ENSG00000115310/ENSG00000006042/ENSG00000114315/ENSG00000163629",11
"GO:0001558","GO:0001558","regulation of cell growth","20/375","469/20772",0.000370589106542102,0.0156616009912509,0.0138350311186352,"ENSG00000075223/ENSG00000092421/ENSG00000170381/ENSG00000116741/ENSG00000114861/ENSG00000185033/ENSG00000134533/ENSG00000122641/ENSG00000147654/ENSG00000065320/ENSG00000146678/ENSG00000177169/ENSG00000213066/ENSG00000115310/ENSG00000141736/ENSG00000091129/ENSG00000162998/ENSG00000019485/ENSG00000117152/ENSG00000056736",20
"GO:0061041","GO:0061041","regulation of wound healing","10/375","149/20772",0.000386102382257942,0.016133873703565,0.014252223950645,"ENSG00000125798/ENSG00000164007/ENSG00000133216/ENSG00000149131/ENSG00000101311/ENSG00000001561/ENSG00000185532/ENSG00000124193/ENSG00000107104/ENSG00000134853",10
"GO:0014706","GO:0014706","striated muscle tissue development","14/375","269/20772",0.000408687706807213,0.0167074837268165,0.0147589353989879,"ENSG00000075223/ENSG00000116741/ENSG00000114861/ENSG00000111087/ENSG00000104313/ENSG00000164690/ENSG00000064655/ENSG00000181744/ENSG00000148814/ENSG00000183023/ENSG00000117152/ENSG00000134853/ENSG00000149256/ENSG00000173706",14
"GO:0035567","GO:0035567","non-canonical Wnt signaling pathway","7/375","75/20772",0.000408814471400994,0.0167074837268165,0.0147589353989879,"ENSG00000163251/ENSG00000068885/ENSG00000177283/ENSG00000173218/ENSG00000075275/ENSG00000162998/ENSG00000164953",7
"GO:0021537","GO:0021537","telencephalon development","15/375","302/20772",0.000420780309337211,0.0170095866350553,0.015025804867751,"ENSG00000103449/ENSG00000114861/ENSG00000164690/ENSG00000188906/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000115310/ENSG00000136352/ENSG00000183023/ENSG00000110492/ENSG00000204852/ENSG00000114315/ENSG00000127152/ENSG00000138083",15
"GO:0042698","GO:0042698","ovulation cycle","7/375","77/20772",0.000480316723502532,0.0192075042441496,0.0169673853316514,"ENSG00000132386/ENSG00000092445/ENSG00000122641/ENSG00000108984/ENSG00000170820/ENSG00000110492/ENSG00000134853",7
"GO:0001656","GO:0001656","metanephros development","8/375","101/20772",0.000491461446488169,0.0194440970158457,0.017176384932694,"ENSG00000205213/ENSG00000103449/ENSG00000104313/ENSG00000164690/ENSG00000185920/ENSG00000070193/ENSG00000114315/ENSG00000134853",8
"GO:1903034","GO:1903034","regulation of response to wounding","11/375","183/20772",0.000513351382531219,0.0196833818255191,0.0173877626066557,"ENSG00000125798/ENSG00000164007/ENSG00000133216/ENSG00000149131/ENSG00000110492/ENSG00000101311/ENSG00000001561/ENSG00000185532/ENSG00000124193/ENSG00000107104/ENSG00000134853",11
"GO:0008544","GO:0008544","epidermis development","18/375","410/20772",0.000513387479719104,0.0196833818255191,0.0173877626066557,"ENSG00000205213/ENSG00000169744/ENSG00000111087/ENSG00000178919/ENSG00000164690/ENSG00000122641/ENSG00000117632/ENSG00000164093/ENSG00000164687/ENSG00000185920/ENSG00000070193/ENSG00000170477/ENSG00000133321/ENSG00000185640/ENSG00000101311/ENSG00000114315/ENSG00000124193/ENSG00000127152",18
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","18/375","410/20772",0.000513387479719104,0.0196833818255191,0.0173877626066557,"ENSG00000136960/ENSG00000151892/ENSG00000092445/ENSG00000110931/ENSG00000115380/ENSG00000170962/ENSG00000133216/ENSG00000162878/ENSG00000111679/ENSG00000169242/ENSG00000213066/ENSG00000070193/ENSG00000108984/ENSG00000141736/ENSG00000114315/ENSG00000167851/ENSG00000173517/ENSG00000134853",18
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","18/375","412/20772",0.00054342920558725,0.0206225838324386,0.0182174280412224,"ENSG00000136960/ENSG00000151892/ENSG00000092445/ENSG00000110931/ENSG00000115380/ENSG00000170962/ENSG00000133216/ENSG00000162878/ENSG00000111679/ENSG00000169242/ENSG00000213066/ENSG00000070193/ENSG00000108984/ENSG00000141736/ENSG00000114315/ENSG00000167851/ENSG00000173517/ENSG00000134853",18
