#node	identifier	node_degree
IMMP1L	9606.ENSP00000278200	2
IMPDH2	9606.ENSP00000321584	33
IMPG1	9606.ENSP00000358966	1
INCENP	9606.ENSP00000378295	39
INSM2	9606.ENSP00000306523	5
INTS11	9606.ENSP00000445001	6
INTS13	9606.ENSP00000261191	4
INTS6L	9606.ENSP00000491427	2
IP6K3	9606.ENSP00000293756	4
IQCA1	9606.ENSP00000407213	6
IQCD	9606.ENSP00000400669	4
IRF2BP2	9606.ENSP00000355568	2
IRF6	9606.ENSP00000355988	10
IRS1	9606.ENSP00000304895	51
ITGA10	9606.ENSP00000358310	15
ITGA5	9606.ENSP00000293379	38
ITGA6	9606.ENSP00000386896	33
ITGAE	9606.ENSP00000263087	12
ITIH5	9606.ENSP00000380333	0
ITM2C	9606.ENSP00000322730	0
ITPRID2	9606.ENSP00000388731	4
ITSN1	9606.ENSP00000370719	37
IVD	9606.ENSP00000499074	9
IVNS1ABP	9606.ENSP00000356468	4
JADE2	9606.ENSP00000282605	2
JAM2	9606.ENSP00000383376	7
JARID2	9606.ENSP00000341280	31
JKAMP	9606.ENSP00000450749	1
JMJD4	9606.ENSP00000355720	8
JOSD1	9606.ENSP00000216039	9
JPH4	9606.ENSP00000380307	2
KANK1	9606.ENSP00000477725	6
KAT7	9606.ENSP00000259021	17
KBTBD7	9606.ENSP00000368797	13
KBTBD8	9606.ENSP00000401878	9
KCND3	9606.ENSP00000319591	44
KCNH1	9606.ENSP00000271751	4
KCNK10	9606.ENSP00000312811	4
KCNK5	9606.ENSP00000352527	1
KCNQ2	9606.ENSP00000352035	55
KDF1	9606.ENSP00000319179	10
KDM5B	9606.ENSP00000356233	26
KDSR	9606.ENSP00000494352	5
KHDC4	9606.ENSP00000357304	2
KHDRBS3	9606.ENSP00000348108	10
KIAA0040	9606.ENSP00000462172	0
KIAA0232	9606.ENSP00000303928	1
KIAA0930	9606.ENSP00000251993	1
KIAA1324L	9606.ENSP00000413445	0
KIF14	9606.ENSP00000356319	43
KIF1A	9606.ENSP00000438388	19
KIF20A	9606.ENSP00000378356	51
KIF20B	9606.ENSP00000360793	37
KIF21A	9606.ENSP00000354878	17
KIF2C	9606.ENSP00000361298	49
KIF5A	9606.ENSP00000408979	20
KIF5C	9606.ENSP00000393379	14
KIF9	9606.ENSP00000333942	9
KIRREL1	9606.ENSP00000352138	11
KIRREL2	9606.ENSP00000353331	6
KIRREL3	9606.ENSP00000435466	5
KLF4	9606.ENSP00000363804	50
KLF7	9606.ENSP00000309570	2
KLHDC8B	9606.ENSP00000327468	3
KLHL15	9606.ENSP00000332791	6
KLHL35	9606.ENSP00000438526	2
KLHL5	9606.ENSP00000423897	8
KMT2A	9606.ENSP00000436786	46
KMT2C	9606.ENSP00000262189	33
KRAS	9606.ENSP00000256078	122
KRTCAP3	9606.ENSP00000442400	4
L1TD1	9606.ENSP00000419901	32
L3MBTL3	9606.ENSP00000357118	5
LAMB2	9606.ENSP00000307156	14
LAMC1	9606.ENSP00000258341	26
LAMC2	9606.ENSP00000264144	17
LANCL3	9606.ENSP00000367882	1
LAPTM4B	9606.ENSP00000402301	5
LARP1	9606.ENSP00000336721	26
LARP1B	9606.ENSP00000321997	8
LARP4B	9606.ENSP00000326128	18
LARP7	9606.ENSP00000422626	63
LASP1	9606.ENSP00000325240	8
LATS2	9606.ENSP00000372035	13
LCK	9606.ENSP00000477713	38
LCMT2	9606.ENSP00000307214	1
LDLR	9606.ENSP00000454071	17
LDLRAD3	9606.ENSP00000318607	1
LEMD1	9606.ENSP00000356121	0
LEPROT	9606.ENSP00000483521	1
LGALS3BP	9606.ENSP00000262776	13
LGALS8	9606.ENSP00000435460	12
LGALS9	9606.ENSP00000378856	7
LGR4	9606.ENSP00000368516	10
LHFPL2	9606.ENSP00000369702	3
LHFPL4	9606.ENSP00000287585	6
LHFPL6	9606.ENSP00000368908	1
LIAS	9606.ENSP00000492260	7
LIG3	9606.ENSP00000367787	16
LIMA1	9606.ENSP00000378400	15
LIMD1	9606.ENSP00000273317	15
LIN28A	9606.ENSP00000363314	29
LIN28B	9606.ENSP00000344401	15
LINGO1	9606.ENSP00000347451	10
LIPE	9606.ENSP00000244289	17
LIPG	9606.ENSP00000261292	11
LIPT2	9606.ENSP00000309463	1
LMLN	9606.ENSP00000410926	3
LMO1	9606.ENSP00000338207	12
LMO4	9606.ENSP00000359575	2
LMX1B	9606.ENSP00000347684	11
LOXL1	9606.ENSP00000261921	9
LOXL2	9606.ENSP00000373783	7
LPAR2	9606.ENSP00000443256	14
LPP	9606.ENSP00000491657	3
LRCH2	9606.ENSP00000325091	2
LRIG1	9606.ENSP00000273261	16
LRIG3	9606.ENSP00000326759	9
LRP2	9606.ENSP00000496870	25
LRP4	9606.ENSP00000367888	4
LRRC3	9606.ENSP00000291592	3
LRRC36	9606.ENSP00000329943	0
LRRC4	9606.ENSP00000249363	6
LRRC46	9606.ENSP00000269025	3
LRRN2	9606.ENSP00000356143	1
LRRN3	9606.ENSP00000397312	2
LSAMP	9606.ENSP00000419000	4
LTA4H	9606.ENSP00000228740	4
LTBP4	9606.ENSP00000311905	5
LTO1	9606.ENSP00000279147	1
LUZP1	9606.ENSP00000303758	4
LYPLA2	9606.ENSP00000363638	2
LYST	9606.ENSP00000374443	4
M1AP	9606.ENSP00000290536	2
MAATS1	9606.ENSP00000273390	5
MACC1	9606.ENSP00000383185	0
MACROD2	9606.ENSP00000217246	6
MACROH2A2	9606.ENSP00000362352	6
MAD2L1	9606.ENSP00000296509	59
MAD2L2	9606.ENSP00000235310	20
MAGEH1	9606.ENSP00000343706	1
MAK16	9606.ENSP00000353246	45
MAL2	9606.ENSP00000479708	6
MALSU1	9606.ENSP00000419370	19
MALT1	9606.ENSP00000497997	5
MAML2	9606.ENSP00000434552	13
MAN2A1	9606.ENSP00000261483	9
MANSC1	9606.ENSP00000438205	3
MAP1A	9606.ENSP00000300231	17
MAP2K6	9606.ENSP00000468348	9
MAP3K2	9606.ENSP00000387246	7
MAP3K6	9606.ENSP00000350195	4
MAP3K9	9606.ENSP00000451263	3
MAP4	9606.ENSP00000353375	8
MAP6	9606.ENSP00000307093	1
MAP7	9606.ENSP00000482335	5
MAPKAPK2	9606.ENSP00000356070	14
MAPKBP1	9606.ENSP00000393099	0
MARC2	9606.ENSP00000355880	1
MARCHF9	9606.ENSP00000266643	2
MARVELD1	9606.ENSP00000441365	1
MARVELD3	9606.ENSP00000299952	4
MASTL	9606.ENSP00000365107	18
MAT1A	9606.ENSP00000361287	15
MAX	9606.ENSP00000351490	15
MBD6	9606.ENSP00000347896	8
MBTPS1	9606.ENSP00000344223	11
MCCC2	9606.ENSP00000343657	18
MCEE	9606.ENSP00000244217	13
MCM6	9606.ENSP00000264156	44
MCOLN2	9606.ENSP00000359640	2
MCUB	9606.ENSP00000378145	1
MDH2	9606.ENSP00000327070	34
MDK	9606.ENSP00000385451	16
ME3	9606.ENSP00000440246	13
MEAK7	9606.ENSP00000343635	3
MECP2	9606.ENSP00000395535	44
MED12L	9606.ENSP00000417235	5
MED20	9606.ENSP00000265350	11
MED30	9606.ENSP00000297347	12
MED8	9606.ENSP00000290663	10
MEIS2	9606.ENSP00000453793	8
MERTK	9606.ENSP00000295408	12
MEST	9606.ENSP00000223215	5
METRN	9606.ENSP00000455068	1
MEX3B	9606.ENSP00000329918	2
MFAP3L	9606.ENSP00000354583	2
MFSD6L	9606.ENSP00000330051	2
MGA	9606.ENSP00000219905	8
MGAT3	9606.ENSP00000345270	3
MGST1	9606.ENSP00000379512	3
MID1IP1	9606.ENSP00000483547	0
MID2	9606.ENSP00000262843	3
MIDN	9606.ENSP00000300952	0
MINDY4	9606.ENSP00000265299	0
MIS18BP1	9606.ENSP00000309790	13
MISP	9606.ENSP00000215582	0
MKNK2	9606.ENSP00000250896	5
MKRN2	9606.ENSP00000170447	6
MLEC	9606.ENSP00000228506	1
MLF2	9606.ENSP00000203630	4
MLLT11	9606.ENSP00000357917	2
MLXIPL	9606.ENSP00000320886	19
MLYCD	9606.ENSP00000262430	10
MMD	9606.ENSP00000262065	0
MMP15	9606.ENSP00000219271	0
MMP2	9606.ENSP00000219070	56
MMP26	9606.ENSP00000369753	0
MMRN1	9606.ENSP00000378431	7
MOB1A	9606.ENSP00000379364	10
MORC4	9606.ENSP00000347821	3
MPDZ	9606.ENSP00000320006	18
MPP5	9606.ENSP00000261681	23
MPP6	9606.ENSP00000222644	8
MPP7	9606.ENSP00000337907	14
MPRIP	9606.ENSP00000379156	11
MPZL1	9606.ENSP00000352513	1
MRC2	9606.ENSP00000307513	1
MREG	9606.ENSP00000263268	2
MROH8	9606.ENSP00000339971	0
MRPL10	9606.ENSP00000290208	19
MRPL11	9606.ENSP00000308897	61
MRPL32	9606.ENSP00000223324	29
MRPS27	9606.ENSP00000426941	12
MSI1	9606.ENSP00000257552	18
MSI2	9606.ENSP00000284073	7
MSN	9606.ENSP00000353408	49
MSRB3	9606.ENSP00000347324	4
MSS51	9606.ENSP00000299432	3
MTA3	9606.ENSP00000385823	7
MTAP	9606.ENSP00000494373	16
MTCL1	9606.ENSP00000352927	1
MTERF4	9606.ENSP00000480378	8
MTHFD1L	9606.ENSP00000478253	14
MTIF2	9606.ENSP00000263629	64
MTM1	9606.ENSP00000359423	9
MTPAP	9606.ENSP00000263063	6
MTTP	9606.ENSP00000427679	8
MVB12B	9606.ENSP00000354772	10
MXD4	9606.ENSP00000337889	3
MYCL	9606.ENSP00000380494	17
MYCN	9606.ENSP00000281043	43
MYEF2	9606.ENSP00000316950	2
MYH9	9606.ENSP00000216181	35
MYLIP	9606.ENSP00000349298	9
MYLK	9606.ENSP00000353452	16
MYO10	9606.ENSP00000421280	6
MYO1B	9606.ENSP00000376132	4
MYO5B	9606.ENSP00000285039	15
MYO9A	9606.ENSP00000348349	4
MYOF	9606.ENSP00000352208	5
MZT1	9606.ENSP00000367049	4
NAA25	9606.ENSP00000261745	9
NAA40	9606.ENSP00000367024	2
NAB2	9606.ENSP00000300131	5
NBPF14	9606.ENSP00000479693	1
NCAM1	9606.ENSP00000480132	57
NCAN	9606.ENSP00000252575	15
NCAPD2	9606.ENSP00000325017	35
NCKAP5L	9606.ENSP00000337998	2
NCOA3	9606.ENSP00000361066	31
NCOA6	9606.ENSP00000363929	44
NCS1	9606.ENSP00000361475	6
NDC1	9606.ENSP00000360483	16
NDEL1	9606.ENSP00000333982	27
NDUFAF7	9606.ENSP00000002125	2
NDUFB9	9606.ENSP00000276689	15
NECAB2	9606.ENSP00000307449	3
NECTIN2	9606.ENSP00000252483	13
NEK2	9606.ENSP00000355966	42
NEK6	9606.ENSP00000362702	9
NELL2	9606.ENSP00000416341	4
NEO1	9606.ENSP00000341198	14
NES	9606.ENSP00000357206	44
NET1	9606.ENSP00000347134	3
NEUROD1	9606.ENSP00000295108	28
NEUROG3	9606.ENSP00000242462	14
NFASC	9606.ENSP00000344786	17
NFE2	9606.ENSP00000439120	8
NFKBIE	9606.ENSP00000275015	8
NHS	9606.ENSP00000369400	9
NHSL2	9606.ENSP00000488668	2
NICN1	9606.ENSP00000273598	0
NIT2	9606.ENSP00000377696	11
NKAPD1	9606.ENSP00000376767	4
NKD1	9606.ENSP00000268459	11
NKX6-2	9606.ENSP00000357581	8
NLE1	9606.ENSP00000413572	31
NLGN1	9606.ENSP00000392500	32
NLGN4Y	9606.ENSP00000348169	17
NLK	9606.ENSP00000384625	7
NLN	9606.ENSP00000370372	3
NMRK2	9606.ENSP00000480091	9
NMT1	9606.ENSP00000468424	4
NMUR1	9606.ENSP00000305877	14
NNMT	9606.ENSP00000441434	4
NOA1	9606.ENSP00000264230	33
NOL4L	9606.ENSP00000483523	2
NOP53	9606.ENSP00000246802	60
NOP56	9606.ENSP00000370589	69
NOS1AP	9606.ENSP00000355133	17
NOTCH2	9606.ENSP00000256646	43
NOTCH3	9606.ENSP00000263388	34
NOVA1	9606.ENSP00000438875	18
NOX1	9606.ENSP00000362057	13
NPFFR2	9606.ENSP00000307822	4
NPM1	9606.ENSP00000296930	111
NPM3	9606.ENSP00000359128	6
NPTX2	9606.ENSP00000265634	6
NR1I2	9606.ENSP00000336528	14
NR4A3	9606.ENSP00000482027	5
NRARP	9606.ENSP00000349041	8
NREP	9606.ENSP00000378996	1
NRG1	9606.ENSP00000287842	21
NRG3	9606.ENSP00000361214	11
NRIP1	9606.ENSP00000327213	14
NRXN1	9606.ENSP00000385142	55
NRXN2	9606.ENSP00000265459	37
NSUN2	9606.ENSP00000264670	32
NTM	9606.ENSP00000396722	4
NTN4	9606.ENSP00000340998	6
NTNG2	9606.ENSP00000376921	9
NTRK2	9606.ENSP00000277120	47
NUCKS1	9606.ENSP00000356110	2
NUDT15	9606.ENSP00000258662	5
NUDT19	9606.ENSP00000380251	5
NUF2	9606.ENSP00000271452	41
NUP155	9606.ENSP00000231498	26
NUP35	9606.ENSP00000295119	19
NUP54	9606.ENSP00000264883	19
NUP58	9606.ENSP00000371155	16
OBI1	9606.ENSP00000282003	2
ODC1	9606.ENSP00000234111	17
OGFOD1	9606.ENSP00000457258	7
OGT	9606.ENSP00000362824	20
OLFM1	9606.ENSP00000360858	4
OPTC	9606.ENSP00000356191	5
OPTN	9606.ENSP00000368022	30
OR51A4	9606.ENSP00000492963	1
OR51G2	9606.ENSP00000493323	1
ORAI2	9606.ENSP00000348752	3
OSBPL10	9606.ENSP00000379804	2
OSBPL8	9606.ENSP00000261183	4
OVOL2	9606.ENSP00000278780	5
OXCT1	9606.ENSP00000196371	11
OXNAD1	9606.ENSP00000487136	8
OXR1	9606.ENSP00000405424	2
P2RX3	9606.ENSP00000263314	5
P3H1	9606.ENSP00000236040	16
P3H4	9606.ENSP00000347649	3
PABPC1	9606.ENSP00000313007	93
PACC1	9606.ENSP00000438863	2
PAH	9606.ENSP00000448059	2
PAICS	9606.ENSP00000382595	32
PAK2	9606.ENSP00000314067	42
PAK4	9606.ENSP00000469413	22
PAM	9606.ENSP00000306100	7
PAMR1	9606.ENSP00000482899	2
PAPLN	9606.ENSP00000345395	0
PARD6B	9606.ENSP00000360672	9
PARP12	9606.ENSP00000263549	10
PARVA	9606.ENSP00000334008	13
PATZ1	9606.ENSP00000266269	4
PBX3	9606.ENSP00000362588	2
PC	9606.ENSP00000498994	31
PCDH1	9606.ENSP00000287008	5
PCDH10	9606.ENSP00000264360	12
PCDH11X	9606.ENSP00000362186	10
PCDH20	9606.ENSP00000387250	1
PCDH9	9606.ENSP00000367096	3
PCDHB14	9606.ENSP00000239449	1
PCDHGA6	9606.ENSP00000429601	0
PCK2	9606.ENSP00000216780	29
PCMT1	9606.ENSP00000497225	8
PCNX4	9606.ENSP00000384801	0
PCSK5	9606.ENSP00000446280	7
PCSK6	9606.ENSP00000482760	5
PCSK9	9606.ENSP00000303208	26
PCTP	9606.ENSP00000460437	2
PDCD4	9606.ENSP00000280154	20
PDE10A	9606.ENSP00000355847	12
PDE6D	9606.ENSP00000287600	11
PDGFC	9606.ENSP00000422464	12
PDGFRL	9606.ENSP00000444211	2
PDLIM2	9606.ENSP00000312634	12
PDLIM5	9606.ENSP00000480359	10
PDXK	9606.ENSP00000291565	6
PEA15	9606.ENSP00000357055	5
PEAK1	9606.ENSP00000452796	4
PECR	9606.ENSP00000265322	9
PEMT	9606.ENSP00000255389	8
PERP	9606.ENSP00000397157	2
PFDN4	9606.ENSP00000360473	9
PFKFB2	9606.ENSP00000356047	8
PFKM	9606.ENSP00000496597	31
PFKP	9606.ENSP00000370517	31
PGAP2	9606.ENSP00000278243	2
PGM2L1	9606.ENSP00000298198	12
PGRMC1	9606.ENSP00000217971	12
PGRMC2	9606.ENSP00000481886	11
PHB2	9606.ENSP00000441875	28
PHC1	9606.ENSP00000437659	20
PHF10	9606.ENSP00000341805	8
PHF2	9606.ENSP00000352185	3
PHF21B	9606.ENSP00000324403	1
PHF6	9606.ENSP00000329097	11
PHGDH	9606.ENSP00000493382	35
PHIP	9606.ENSP00000275034	13
PHKB	9606.ENSP00000313504	3
PHLPP1	9606.ENSP00000262719	10
PHYHIPL	9606.ENSP00000362987	1
PIAS1	9606.ENSP00000438574	23
PICALM	9606.ENSP00000377015	34
PIGM	9606.ENSP00000357069	3
PIH1D1	9606.ENSP00000262265	14
PIH1D2	9606.ENSP00000280350	9
PIK3C2B	9606.ENSP00000356155	15
PIM2	9606.ENSP00000365692	2
PIN1	9606.ENSP00000247970	7
PKD2L2	9606.ENSP00000424725	2
PKP2	9606.ENSP00000070846	16
PLA2G3	9606.ENSP00000215885	28
PLAAT4	9606.ENSP00000255688	9
PLAGL1	9606.ENSP00000353734	6
PLCB3	9606.ENSP00000443631	26
PLCD1	9606.ENSP00000430344	12
PLCG1	9606.ENSP00000244007	61
PLEKHA1	9606.ENSP00000357986	4
PLEKHA6	9606.ENSP00000272203	0
PLEKHA7	9606.ENSP00000435389	8
PLEKHA8	9606.ENSP00000397947	2
PLEKHF2	9606.ENSP00000322373	0
PLEKHG4B	9606.ENSP00000490806	0
PLEKHH1	9606.ENSP00000330278	0
PLEKHO1	9606.ENSP00000358120	1
PLEKHO2	9606.ENSP00000326706	1
PLPP2	9606.ENSP00000329697	7
PLXNC1	9606.ENSP00000258526	5
PNN	9606.ENSP00000216832	11
PNRC1	9606.ENSP00000336931	2
PODXL	9606.ENSP00000367817	17
POGLUT1	9606.ENSP00000295588	5
POGLUT3	9606.ENSP00000315386	4
POLH	9606.ENSP00000361310	14
POLR1D	9606.ENSP00000302478	28
POLR2H	9606.ENSP00000415536	39
POLR2I	9606.ENSP00000221859	23
POMC	9606.ENSP00000384092	41
POP5	9606.ENSP00000350098	12
PPEF1	9606.ENSP00000354871	3
PPFIBP1	9606.ENSP00000314724	12
PPM1A	9606.ENSP00000327255	10
PPM1D	9606.ENSP00000306682	11
PPP1R14C	9606.ENSP00000355260	2
PPP1R16A	9606.ENSP00000292539	2
PPP1R1B	9606.ENSP00000254079	8
PPP2CB	9606.ENSP00000221138	28
PPP2R5C	9606.ENSP00000412324	26
PRCP	9606.ENSP00000377055	10
PRDM14	9606.ENSP00000276594	15
PRDM2	9606.ENSP00000235372	6
PREX1	9606.ENSP00000361009	7
PRICKLE1	9606.ENSP00000345064	17
PRKAR1A	9606.ENSP00000376475	29
PRKAR2A	9606.ENSP00000265563	14
PRKD1	9606.ENSP00000390535	17
PRKG1	9606.ENSP00000363092	17
PRKY	9606.ENSP00000498737	7
PRMT2	9606.ENSP00000380759	11
PRPF40A	9606.ENSP00000386458	21
PRR11	9606.ENSP00000262293	2
PRR14	9606.ENSP00000441641	7
PRRC1	9606.ENSP00000421965	1
PRRT3	9606.ENSP00000392511	0
PRRX1	9606.ENSP00000239461	10
PRSS16	9606.ENSP00000230582	1
PRSS23	9606.ENSP00000280258	0
PRTG	9606.ENSP00000373937	2
PRXL2A	9606.ENSP00000482445	2
PRXL2C	9606.ENSP00000364382	2
PSD3	9606.ENSP00000324127	0
PSIP1	9606.ENSP00000370114	14
PSKH1	9606.ENSP00000291041	5
PSMA7	9606.ENSP00000359910	62
PSMD10	9606.ENSP00000217958	27
PSME1	9606.ENSP00000372155	27
PSMG2	9606.ENSP00000325919	9
PSRC1	9606.ENSP00000358925	21
PTBP2	9606.ENSP00000359216	14
PTCH2	9606.ENSP00000361266	9
PTER	9606.ENSP00000367239	2
PTGIS	9606.ENSP00000244043	11
PTGS1	9606.ENSP00000354612	18
PTH2	9606.ENSP00000270631	1
PTK2B	9606.ENSP00000380638	37
PTMA	9606.ENSP00000344547	22
PTN	9606.ENSP00000341170	18
PTOV1	9606.ENSP00000375717	4
PTPDC1	9606.ENSP00000477817	2
PTPN13	9606.ENSP00000394794	25
PTPN14	9606.ENSP00000355923	12
PTPN5	9606.ENSP00000351342	10
PTPRG	9606.ENSP00000418112	11
PTPRM	9606.ENSP00000463325	3
PTPRZ1	9606.ENSP00000377047	20
PTTG1	9606.ENSP00000377536	40
PTTG1IP	9606.ENSP00000328325	3
PUM3	9606.ENSP00000380982	43
PURG	9606.ENSP00000418721	2
PUS1	9606.ENSP00000365837	14
PUS7	9606.ENSP00000417402	24
PXN	9606.ENSP00000267257	57
PYGL	9606.ENSP00000216392	28
PYGO1	9606.ENSP00000302327	6
QARS1	9606.ENSP00000307567	56
QKI	9606.ENSP00000355094	23
QSER1	9606.ENSP00000382241	1
QSOX1	9606.ENSP00000356574	3
QSOX2	9606.ENSP00000351536	2
RAB11FIP2	9606.ENSP00000358200	12
RAB14	9606.ENSP00000362946	19
RAB17	9606.ENSP00000264601	5
RAB19	9606.ENSP00000440167	7
RAB1A	9606.ENSP00000387286	30
RAB20	9606.ENSP00000267328	3
RAB25	9606.ENSP00000354376	24
RAB31	9606.ENSP00000461945	10
RAB33B	9606.ENSP00000306496	15
RAB34	9606.ENSP00000413156	7
RAB3IP	9606.ENSP00000447300	25
RAB5A	9606.ENSP00000273047	54
RAB5B	9606.ENSP00000353444	14
RAB6B	9606.ENSP00000285208	12
RAB9B	9606.ENSP00000243298	7
RABGAP1L	9606.ENSP00000251507	1
RABGGTB	9606.ENSP00000317473	21
RAC3	9606.ENSP00000304283	40
RACK1	9606.ENSP00000426909	103
RAD50	9606.ENSP00000368100	17
RAD51C	9606.ENSP00000336701	24
RAI1	9606.ENSP00000323074	2
RAI14	9606.ENSP00000427123	1
RAI2	9606.ENSP00000444210	2
RANBP3	9606.ENSP00000341483	6
RANGAP1	9606.ENSP00000401470	29
RARB	9606.ENSP00000332296	11
RARG	9606.ENSP00000388510	12
RARRES2	9606.ENSP00000418009	6
RASA2	9606.ENSP00000286364	2
RASD1	9606.ENSP00000225688	10
RASSF3	9606.ENSP00000443021	2
RBFOX2	9606.ENSP00000413035	21
RBFOX3	9606.ENSP00000463653	29
RBM3	9606.ENSP00000365950	16
RBM4B	9606.ENSP00000433071	2
RBMXL1	9606.ENSP00000446099	0
RBPMS	9606.ENSP00000340176	10
RBPMS2	9606.ENSP00000300069	5
RC3H2	9606.ENSP00000362774	17
RCL1	9606.ENSP00000371169	37
RCN1	9606.ENSP00000054950	1
RDH11	9606.ENSP00000370750	4
RESF1	9606.ENSP00000310338	5
RET	9606.ENSP00000347942	37
RETREG1	9606.ENSP00000304642	31
REV3L	9606.ENSP00000351697	24
REXO2	9606.ENSP00000480535	2
RFTN1	9606.ENSP00000334153	2
RFX3	9606.ENSP00000371434	6
RFX4	9606.ENSP00000350552	5
RGL1	9606.ENSP00000303192	4
RGMA	9606.ENSP00000452126	3
RGS16	9606.ENSP00000356529	12
RGS17	9606.ENSP00000206262	12
RGS20	9606.ENSP00000297313	10
RHBDD2	9606.ENSP00000006777	4
RHBDL3	9606.ENSP00000269051	1
RHOBTB1	9606.ENSP00000338671	4
RHOU	9606.ENSP00000355652	17
RIC8B	9606.ENSP00000376582	4
RIF1	9606.ENSP00000243326	5
RIMS3	9606.ENSP00000361769	1
RIN2	9606.ENSP00000255006	8
RIN3	9606.ENSP00000216487	21
RIPOR1	9606.ENSP00000400099	1
RLBP1	9606.ENSP00000268125	7
RLIM	9606.ENSP00000328059	14
RNASEH2B	9606.ENSP00000337623	4
RNASET2	9606.ENSP00000426455	5
RND3	9606.ENSP00000364886	18
RNF11	9606.ENSP00000242719	12
RNF144A	9606.ENSP00000321330	4
RNF149	9606.ENSP00000295317	2
RNF165	9606.ENSP00000269439	2
RNF182	9606.ENSP00000420465	1
RNF19B	9606.ENSP00000362555	1
RNF220	9606.ENSP00000347548	2
RNF32	9606.ENSP00000385285	1
ROCK2	9606.ENSP00000317985	31
ROMO1	9606.ENSP00000363191	6
RP9	9606.ENSP00000297157	4
RPF2	9606.ENSP00000402338	60
RPL11	9606.ENSP00000496250	97
RPL12	9606.ENSP00000354739	73
RPL13A	9606.ENSP00000375730	87
RPL14	9606.ENSP00000379506	76
RPL18A	9606.ENSP00000222247	79
RPL24	9606.ENSP00000377640	62
RPL27A	9606.ENSP00000346015	75
RPL28	9606.ENSP00000452763	63
RPL29	9606.ENSP00000294189	62
RPL37A	9606.ENSP00000418082	72
RPL38	9606.ENSP00000309830	69
RPL39L	9606.ENSP00000389356	53
RPL4	9606.ENSP00000311430	100
RPL5	9606.ENSP00000359345	98
RPL7	9606.ENSP00000339795	87
RPL8	9606.ENSP00000262584	94
RPLP0	9606.ENSP00000449328	102
RPLP1	9606.ENSP00000346037	62
RPLP2	9606.ENSP00000431240	56
RPP25	9606.ENSP00000317691	13
RPP40	9606.ENSP00000369391	14
RPS12	9606.ENSP00000230050	78
RPS16	9606.ENSP00000367806	95
RPS18	9606.ENSP00000393241	100
RPS2	9606.ENSP00000341885	106
RPS21	9606.ENSP00000345957	68
RPS26	9606.ENSP00000348849	65
RPS27A	9606.ENSP00000272317	191
RPS29	9606.ENSP00000379339	71
RPS3	9606.ENSP00000278572	101
RPS5	9606.ENSP00000472985	88
RPS6	9606.ENSP00000369757	109
RPS6KA3	9606.ENSP00000368884	20
RPS7	9606.ENSP00000495273	75
RPSA	9606.ENSP00000389351	86
RRAGD	9606.ENSP00000358423	9
RRBP1	9606.ENSP00000367038	16
RRP15	9606.ENSP00000355899	34
RRP9	9606.ENSP00000232888	40
RSPO4	9606.ENSP00000217260	4
RSRC2	9606.ENSP00000330188	3
RTN4	9606.ENSP00000337838	15
RTN4RL1	9606.ENSP00000330631	6
RUFY3	9606.ENSP00000370394	2
RUFY4	9606.ENSP00000363270	2
RUNDC3B	9606.ENSP00000337732	3
RUSC2	9606.ENSP00000393922	7
RXRA	9606.ENSP00000419692	36
RYBP	9606.ENSP00000419494	13
SAMD4A	9606.ENSP00000452535	2
SAMHD1	9606.ENSP00000493536	17
SATB1	9606.ENSP00000399518	10
SCAF1	9606.ENSP00000353769	1
SCARB2	9606.ENSP00000264896	46
SCARF2	9606.ENSP00000485276	1
SCFD1	9606.ENSP00000390783	17
SCG3	9606.ENSP00000220478	5
SCG5	9606.ENSP00000300175	7
SCGB3A2	9606.ENSP00000296694	2
SCLY	9606.ENSP00000499199	5
SCML2	9606.ENSP00000251900	10
SCN3B	9606.ENSP00000376523	14
SCN4B	9606.ENSP00000322460	14
SCN8A	9606.ENSP00000346534	17
SCNM1	9606.ENSP00000357901	3
SCNN1A	9606.ENSP00000353292	13
SCOC	9606.ENSP00000477352	4
SCRT1	9606.ENSP00000455711	2
SCYL1	9606.ENSP00000270176	0
SDC1	9606.ENSP00000370542	49
SDCBP	9606.ENSP00000428184	29
SDHD	9606.ENSP00000364699	17
SEC23A	9606.ENSP00000306881	14
SEC61A1	9606.ENSP00000243253	63
SELENOI	9606.ENSP00000260585	8
SELENOV	9606.ENSP00000333956	5
SEM1	9606.ENSP00000481021	31
SEMA3C	9606.ENSP00000265361	5
SEMA3F	9606.ENSP00000002829	7
SEMA4B	9606.ENSP00000394720	1
SEMA6B	9606.ENSP00000467290	3
SEMA7A	9606.ENSP00000261918	4
SEPTIN11	9606.ENSP00000422896	2
SEPTIN6	9606.ENSP00000341524	8
SERBP1	9606.ENSP00000360034	60
SERP2	9606.ENSP00000368477	0
SERPINB6	9606.ENSP00000484343	0
SERPING1	9606.ENSP00000278407	15
SERTAD2	9606.ENSP00000326933	1
SESN3	9606.ENSP00000441927	1
SESTD1	9606.ENSP00000415332	0
SET	9606.ENSP00000361777	14
SETD7	9606.ENSP00000274031	10
SEZ6L2	9606.ENSP00000481917	1
SFMBT1	9606.ENSP00000378235	6
SFXN1	9606.ENSP00000316905	3
SFXN5	9606.ENSP00000272433	1
SGIP1	9606.ENSP00000360076	12
SH2D3C	9606.ENSP00000317817	8
SH3D19	9606.ENSP00000302913	11
SH3RF1	9606.ENSP00000284637	4
SHANK1	9606.ENSP00000293441	15
SHB	9606.ENSP00000366936	12
SHC2	9606.ENSP00000264554	13
