"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ENSG00000003147",23.4098590669681,-1.17225220830303,0.188923140114992,-6.2049159652413,5.47261377383928e-10,6.110847544465e-09,"ICA1"
"ENSG00000003436",151.877338528865,2.37769392311992,0.147136793687728,16.1597508245705,9.69527575365683e-59,1.16950970693231e-56,"TFPI"
"ENSG00000003989",45.16971944238,-1.5552311979422,0.269815139343994,-5.76406202307054,8.21132165417044e-09,7.90178250642053e-08,"SLC7A2"
"ENSG00000004468",1.96938499728046,2.0906598719798,0.622953926247982,3.35604253202436,0.000790664082220608,0.00299696505075388,"CD38"
"ENSG00000004799",3.60373512094264,-3.83436175853654,0.658136155664914,-5.82609195002011,5.67403617820677e-09,5.58887669330096e-08,"PDK4"
"ENSG00000004838",5.30959910242372,-1.89034044774805,0.374121872224306,-5.05273973026279,4.35517192395763e-07,3.24628981224849e-06,"ZMYND10"
"ENSG00000005020",11.6261305276905,-1.7075996570876,0.253114868768934,-6.74634273913971,1.51618231057391e-11,2.01792438211504e-10,"SKAP2"
"ENSG00000005102",19.0923339742675,2.7826476855506,0.335487314563168,8.29434546332649,1.0918471739731e-16,2.26969056346908e-15,"MEOX1"
"ENSG00000005108",37.2904330640799,-1.04363907986527,0.335097743226951,-3.11443183655955,0.00184299534709197,0.00635536044909167,"THSD7A"
"ENSG00000005469",68.6969808034234,1.47063370172843,0.098286183391457,14.962771480007,1.28558661435421e-50,1.34273250715081e-48,"CROT"
"ENSG00000005513",16.6383111092825,-1.40597116344011,0.313251961663423,-4.48830761018752,7.17912166722122e-06,4.31326464531155e-05,"SOX8"
"ENSG00000006128",5.50023543815006,4.89011053714346,0.652464259294507,7.49483280882084,6.63829247331152e-14,1.09650252435249e-12,"TAC1"
"ENSG00000006327",39.5740037872037,2.47291612443561,0.191391841475483,12.920697692082,3.44007887108839e-38,2.2576670874664e-36,"TNFRSF12A"
"ENSG00000006453",33.3734147123076,1.20133243627542,0.145779369278975,8.24075753803308,1.71123696524927e-16,3.50200453736616e-15,"BAIAP2L1"
"ENSG00000007171",519.522286043005,5.69347172932111,0.185230934160021,30.7371538946218,1.81571677920431e-207,3.4557125234434e-204,"NOS2"
"ENSG00000007372",67.4833549401151,5.55748496754566,0.254475365267369,21.8389900401816,9.89176700954639e-106,4.45884413438211e-103,"PAX6"
"ENSG00000007968",22.2680822533416,-1.26742144615748,0.191552508451663,-6.61657451735903,3.6761760550057e-11,4.688698409992e-10,"E2F2"
"ENSG00000008196",11.5130239163313,6.94736912787982,0.642847873694544,10.8071744687468,3.18324113591206e-27,1.26216984761661e-25,"TFAP2B"
"ENSG00000008226",8.35299155161443,-2.71719822065706,0.341139644430841,-7.96506141990753,1.65141731883065e-15,3.12910699715158e-14,"DLEC1"
"ENSG00000008277",28.4817863330525,-1.06011372097357,0.141507714740552,-7.49156131110759,6.80590775254311e-14,1.12310591419375e-12,"ADAM22"
"ENSG00000008323",14.8009347793902,3.17613639661949,0.324502211229428,9.7877188096383,1.27131702032812e-22,3.94499805094209e-21,"PLEKHG6"
"ENSG00000008516",24.2050559185397,1.84859717104517,0.504032826477497,3.66761265127183,0.000244825696848488,0.00106491096021274,"MMP25"
"ENSG00000009694",7.41742384366169,-1.82639845255235,0.313822369830668,-5.81984787616586,5.8901210958936e-09,5.79172699492316e-08,"TENM1"
"ENSG00000010030",4.92597605352186,1.4460484289496,0.328795604860178,4.39801629819396,1.09244777219334e-05,6.28570301978495e-05,"ETV7"
"ENSG00000010278",89.2928213225407,1.84262002759956,0.18242170697137,10.1008814038164,5.47478864503129e-24,1.84239007270611e-22,"CD9"
"ENSG00000010310",10.0601494587009,-3.43912317211646,0.365269781557414,-9.41529616124538,4.71750570036444e-21,1.35808664103433e-19,"GIPR"
"ENSG00000010610",4.69129260600773,1.31993312683791,0.382921391162422,3.44700807346132,0.000566831642979734,0.00223406792742749,"CD4"
"ENSG00000011201",27.7381427372505,2.00459874392106,0.213251328624425,9.40017000996755,5.44749792671199e-21,1.56560724809815e-19,"ANOS1"
"ENSG00000011478",3.98981142754394,1.35005315673019,0.410052222908414,3.29239321556301,0.000993386139912506,0.00366301423338603,"QPCTL"
"ENSG00000014914",14.7662409272551,1.13430009985039,0.208524826796221,5.43964053239031,5.33881820366618e-08,4.5724308505299e-07,"MTMR11"
"ENSG00000015592",18.5307814425603,1.17879509609031,0.241986406300825,4.87132774981126,1.10850779212436e-06,7.74689105316121e-06,"STMN4"
"ENSG00000017483",15.9489098006173,1.90973479329904,0.398831508173333,4.78832477916729,1.68179314350019e-06,1.12881797629368e-05,"SLC38A5"
"ENSG00000018625",97.2921075988551,2.33610192281318,0.199969789786773,11.6822742340438,1.57036882157468e-31,7.91142574845668e-30,"ATP1A2"
"ENSG00000019549",28.9725085536277,2.38306162367691,0.160402458845276,14.8567649201413,6.28895982164406e-50,6.26299958051983e-48,"SNAI2"
"ENSG00000021300",21.9413710981067,-2.6907456631478,0.220960340838604,-12.177505035228,4.09621580962189e-34,2.2854749382089e-32,"PLEKHB1"
"ENSG00000023171",67.134594548641,1.07309765205572,0.106674114443673,10.0595880983136,8.33463250860547e-24,2.77211495611462e-22,"GRAMD1B"
"ENSG00000026103",36.8343758480359,1.55607608034347,0.140011769725435,11.1138948060935,1.07371863934729e-28,4.58646547964583e-27,"FAS"
"ENSG00000026508",23.1234061509641,1.85916820358676,0.213908304919886,8.69142600275882,3.57918229644221e-18,8.32986597224981e-17,"CD44"
