#node	identifier	node_degree
KCNJ2	9606.ENSP00000243457	22
KCNJ5	9606.ENSP00000433295	15
KCNJ8	9606.ENSP00000499300	15
KCNK1	9606.ENSP00000355580	10
KCNK12	9606.ENSP00000327611	3
KCNK13	9606.ENSP00000282146	2
KCNN2	9606.ENSP00000264773	9
KCNQ3	9606.ENSP00000373648	26
KCNQ5	9606.ENSP00000345055	14
KCNS3	9606.ENSP00000385968	9
KCTD15	9606.ENSP00000394390	7
KCTD16	9606.ENSP00000426548	1
KCTD19	9606.ENSP00000305702	4
KIAA1217	9606.ENSP00000365637	2
KIAA1549L	9606.ENSP00000315295	2
KIF21B	9606.ENSP00000411831	3
KIF25	9606.ENSP00000496229	4
KIF26A	9606.ENSP00000388241	6
KIT	9606.ENSP00000288135	94
KIZ	9606.ENSP00000479542	1
KLF5	9606.ENSP00000366915	15
KLF9	9606.ENSP00000366330	10
KLHDC1	9606.ENSP00000352282	0
KLHDC7A	9606.ENSP00000383505	2
KLHL14	9606.ENSP00000352314	0
KLHL29	9606.ENSP00000420659	1
KLHL32	9606.ENSP00000358265	0
KLHL4	9606.ENSP00000362206	1
KMT5A	9606.ENSP00000384629	6
KRT17	9606.ENSP00000308452	13
KRT18	9606.ENSP00000373489	29
KRT19	9606.ENSP00000355124	46
KRT4	9606.ENSP00000448220	5
KRT7	9606.ENSP00000329243	24
KRT77	9606.ENSP00000342710	5
KRT79	9606.ENSP00000328358	5
LAMP3	9606.ENSP00000265598	5
LAMP5	9606.ENSP00000246070	4
LARGE2	9606.ENSP00000385235	1
LAYN	9606.ENSP00000364765	1
LDB2	9606.ENSP00000306772	18
LDHA	9606.ENSP00000445175	23
LEF1	9606.ENSP00000265165	104
LEFTY2	9606.ENSP00000355785	17
LFNG	9606.ENSP00000222725	13
LGALS1	9606.ENSP00000215909	16
LGALS3	9606.ENSP00000254301	51
LGALSL	9606.ENSP00000238875	1
LGI1	9606.ENSP00000360472	18
LGI2	9606.ENSP00000371548	2
LGI3	9606.ENSP00000302297	3
LGR5	9606.ENSP00000266674	55
LHX2	9606.ENSP00000362717	60
LHX5	9606.ENSP00000261731	23
LHX9	9606.ENSP00000356357	29
LIF	9606.ENSP00000249075	33
LIX1	9606.ENSP00000274382	14
LIX1L	9606.ENSP00000474487	2
LMCD1	9606.ENSP00000157600	3
LMNA	9606.ENSP00000357283	27
LMO2	9606.ENSP00000257818	28
LMO3	9606.ENSP00000442786	9
LMX1A	9606.ENSP00000340226	35
LOC101059915	9606.ENSP00000490941	1
LOC728392	9606.ENSP00000499042	0
LPAR3	9606.ENSP00000359643	17
LPAR4	9606.ENSP00000408205	9
LPAR6	9606.ENSP00000367691	9
LPL	9606.ENSP00000497642	30
LRAT	9606.ENSP00000337224	13
LRATD2	9606.ENSP00000302578	1
LRFN1	9606.ENSP00000248668	9
LRRC10B	9606.ENSP00000367315	2
LRRC27	9606.ENSP00000357603	0
LRRC38	9606.ENSP00000365253	1
LRRC3B	9606.ENSP00000379880	3
LRRC4C	9606.ENSP00000278198	7
LRRC55	9606.ENSP00000498533	0
LRRC7	9606.ENSP00000309245	19
LRRC8C	9606.ENSP00000359483	1
LRRC9	9606.ENSP00000493790	1
LRRK2	9606.ENSP00000298910	23
LRRTM4	9606.ENSP00000387228	8
LRTM1	9606.ENSP00000273286	0
LTBP1	9606.ENSP00000386043	17
LTBP2	9606.ENSP00000261978	26
LUM	9606.ENSP00000266718	52
LYPD1	9606.ENSP00000380605	4
LYPD6	9606.ENSP00000334463	3
LYSMD2	9606.ENSP00000267838	0
MACROH2A1	9606.ENSP00000423563	5
MADCAM1	9606.ENSP00000215637	3
MAEL	9606.ENSP00000356846	4
MAFB	9606.ENSP00000362410	30
MAFF	9606.ENSP00000442060	16
MAL	9606.ENSP00000310880	1
MAMDC2	9606.ENSP00000366387	1
MAOB	9606.ENSP00000367309	29
MAP1LC3C	9606.ENSP00000349785	3
MAP2	9606.ENSP00000353508	29
MAP3K21	9606.ENSP00000355583	2
MAP3K8	9606.ENSP00000263056	9
MAPK11	9606.ENSP00000333685	34
MARCHF4	9606.ENSP00000273067	0
MARCHF5	9606.ENSP00000351813	2
MBIP	9606.ENSP00000399718	6
MBNL2	9606.ENSP00000365861	6
MBNL3	9606.ENSP00000359890	7
MBOAT1	9606.ENSP00000324944	7
MCF2L2	9606.ENSP00000328118	1
MCHR1	9606.ENSP00000249016	23
MDH1B	9606.ENSP00000363533	5
MECOM	9606.ENSP00000264674	13
MEF2C	9606.ENSP00000340874	53
MEOX1	9606.ENSP00000321684	10
MESP1	9606.ENSP00000300057	10
MET	9606.ENSP00000317272	77
METTL24	9606.ENSP00000344071	1
METTL25	9606.ENSP00000248306	2
MFNG	9606.ENSP00000349490	5
MFSD2A	9606.ENSP00000361895	3
MFSD6	9606.ENSP00000376141	2
MGLL	9606.ENSP00000265052	11
MGST2	9606.ENSP00000482639	4
MICAL1	9606.ENSP00000486901	4
MICAL2	9606.ENSP00000256194	3
MID1	9606.ENSP00000414521	1
MIPOL1	9606.ENSP00000333539	7
MITF	9606.ENSP00000391803	25
MKRN3	9606.ENSP00000313881	7
MLC1	9606.ENSP00000310375	0
MMP14	9606.ENSP00000308208	45
MMP19	9606.ENSP00000313437	3
MMP25	9606.ENSP00000337816	5
MNS1	9606.ENSP00000260453	12
MOK	9606.ENSP00000355304	1
MOXD1	9606.ENSP00000356940	7
MPP1	9606.ENSP00000358547	11
MPPED1	9606.ENSP00000388137	4
MPPED2	9606.ENSP00000350833	4
MRGPRF	9606.ENSP00000403660	6
MST1	9606.ENSP00000414287	1
MSTN	9606.ENSP00000260950	22
MSX1	9606.ENSP00000372170	56
MSX2	9606.ENSP00000239243	45
MT1F	9606.ENSP00000334872	2
MT2A	9606.ENSP00000245185	5
MTMR11	9606.ENSP00000391668	0
MTSS1	9606.ENSP00000322804	5
MXRA5	9606.ENSP00000217939	10
MXRA8	9606.ENSP00000399229	3
MYL4	9606.ENSP00000347055	14
MYLPF	9606.ENSP00000325239	20
MYO15B	9606.ENSP00000495242	1
MYO16	9606.ENSP00000401633	2
MYO7A	9606.ENSP00000386331	20
MYOCD	9606.ENSP00000401678	18
MYOM1	9606.ENSP00000348821	7
MYORG	9606.ENSP00000297625	2
MYOZ3	9606.ENSP00000297130	5
MYRF	9606.ENSP00000278836	6
MYT1L	9606.ENSP00000497479	20
N4BP2L1	9606.ENSP00000369473	1
NAALAD2	9606.ENSP00000432481	0
NALCN	9606.ENSP00000251127	4
NAV1	9606.ENSP00000356265	6
NAV3	9606.ENSP00000381007	4
NBPF20	9606.ENSP00000479291	1
NCALD	9606.ENSP00000379256	8
NCAM2	9606.ENSP00000383392	2
NCCRP1	9606.ENSP00000342137	0
NCF2	9606.ENSP00000356505	8
NDNF	9606.ENSP00000369014	2
NDP	9606.ENSP00000495811	11
NDRG2	9606.ENSP00000451712	0
NDST4	9606.ENSP00000264363	11
NEBL	9606.ENSP00000366326	8
NECTIN4	9606.ENSP00000356991	1
NEDD9	9606.ENSP00000368759	16
NEFL	9606.ENSP00000482169	45
NEFM	9606.ENSP00000221166	23
NEGR1	9606.ENSP00000350364	15
NEK11	9606.ENSP00000372857	1
NEURL3	9606.ENSP00000478591	0
NEUROD4	9606.ENSP00000242994	10
NEUROG1	9606.ENSP00000317580	46
NEUROG2	9606.ENSP00000317333	51
NFATC2	9606.ENSP00000379330	24
NFIA	9606.ENSP00000360231	18
NFIB	9606.ENSP00000370340	19
NFIC	9606.ENSP00000396843	13
NFKB2	9606.ENSP00000358983	21
NGF	9606.ENSP00000358525	76
NHLH1	9606.ENSP00000302189	15
NHLH2	9606.ENSP00000358519	11
NIBAN1	9606.ENSP00000356481	1
NID1	9606.ENSP00000264187	27
NIPAL1	9606.ENSP00000295461	0
NKAIN1	9606.ENSP00000362841	1
NKX2-1	9606.ENSP00000346879	50
NKX2-2	9606.ENSP00000366347	46
NKX2-8	9606.ENSP00000258829	4
NLGN3	9606.ENSP00000351591	24
NMB	9606.ENSP00000378089	19
NMD3	9606.ENSP00000417559	1
NME5	9606.ENSP00000265191	13
NMNAT2	9606.ENSP00000287713	3
NMNAT3	9606.ENSP00000495112	4
NMU	9606.ENSP00000264218	28
NNAT	9606.ENSP00000497164	7
NOS2	9606.ENSP00000327251	19
NPAS3	9606.ENSP00000348460	14
NPC1	9606.ENSP00000269228	10
NPL	9606.ENSP00000258317	0
NPPC	9606.ENSP00000387159	6
NPY	9606.ENSP00000384364	59
NPY2R	9606.ENSP00000332591	14
NQO1	9606.ENSP00000319788	10
NQO2	9606.ENSP00000369822	3
NR2C1	9606.ENSP00000333275	0
NR2E1	9606.ENSP00000357979	13
NR2F1	9606.ENSP00000325819	29
NR2F2	9606.ENSP00000377721	30
NR4A2	9606.ENSP00000344479	49
NRCAM	9606.ENSP00000368314	31
NRG2	9606.ENSP00000354910	16
NRIP3	9606.ENSP00000310205	0
NRK	9606.ENSP00000434830	1
NRN1	9606.ENSP00000480483	9
NRP1	9606.ENSP00000265371	47
NRP2	9606.ENSP00000353582	25
NSG2	9606.ENSP00000307722	0
NTN1	9606.ENSP00000173229	35
NTNG1	9606.ENSP00000359085	27
NTRK3	9606.ENSP00000354207	26
NUAK1	9606.ENSP00000261402	1
NUAK2	9606.ENSP00000499251	3
NXPH2	9606.ENSP00000272641	3
OBSL1	9606.ENSP00000385636	5
OCA2	9606.ENSP00000346659	11
ODF2	9606.ENSP00000403453	7
ODF2L	9606.ENSP00000359600	0
ODF3B	9606.ENSP00000382804	0
OLFM3	9606.ENSP00000345192	13
OLFML2A	9606.ENSP00000362682	1
OLFML2B	9606.ENSP00000356917	4
OLFML3	9606.ENSP00000322273	2
OLIG3	9606.ENSP00000356708	7
ONECUT1	9606.ENSP00000302630	17
ONECUT2	9606.ENSP00000419185	9
ONECUT3	9606.ENSP00000371786	3
OPCML	9606.ENSP00000330862	12
OPRD1	9606.ENSP00000234961	15
OR51E2	9606.ENSP00000380153	0
OR51M1	9606.ENSP00000493005	0
OR52A1	9606.ENSP00000369725	0
OR52A5	9606.ENSP00000493298	0
OSBPL6	9606.ENSP00000376293	4
OSTN	9606.ENSP00000342356	7
OTP	9606.ENSP00000302814	15
OTX1	9606.ENSP00000355631	25
OTX2	9606.ENSP00000500595	74
OXTR	9606.ENSP00000324270	17
P2RY2	9606.ENSP00000310305	6
P3H2	9606.ENSP00000316881	11
PACRG	9606.ENSP00000337946	19
PACSIN3	9606.ENSP00000440945	4
PAK5	9606.ENSP00000367686	6
PALLD	9606.ENSP00000425556	9
PALM2AKAP2	9606.ENSP00000363654	3
PAPPA	9606.ENSP00000330658	7
PAPSS2	9606.ENSP00000406157	3
PAQR6	9606.ENSP00000338330	1
PAQR9	9606.ENSP00000341564	2
PARM1	9606.ENSP00000370224	2
PARVG	9606.ENSP00000391583	8
PAX3	9606.ENSP00000375921	65
PAX5	9606.ENSP00000350844	33
PAX6	9606.ENSP00000492024	126
PCDH11Y	9606.ENSP00000355419	0
PCDH17	9606.ENSP00000367151	4
PCDH19	9606.ENSP00000362125	7
PCDH8	9606.ENSP00000367177	7
PCGF5	9606.ENSP00000337500	4
PCOLCE	9606.ENSP00000223061	14
PCOLCE2	9606.ENSP00000295992	6
PCP4	9606.ENSP00000329403	4
PCSK1N	9606.ENSP00000218230	8
PCSK4	9606.ENSP00000300954	4
PDE11A	9606.ENSP00000286063	11
PDE1A	9606.ENSP00000410309	14
PDE1C	9606.ENSP00000379496	9
PDE2A	9606.ENSP00000334910	10
PDE3A	9606.ENSP00000351957	13
PDE4B	9606.ENSP00000342637	14
PDE4D	9606.ENSP00000345502	21
PDE7B	9606.ENSP00000310661	7
PDGFD	9606.ENSP00000376865	17
PDGFRA	9606.ENSP00000257290	86
PDGFRB	9606.ENSP00000261799	90
PDK1	9606.ENSP00000376352	10
PDK4	9606.ENSP00000005178	17
PDLIM1	9606.ENSP00000360305	10
PDLIM3	9606.ENSP00000284767	19
PDP1	9606.ENSP00000379503	4
PDZRN3	9606.ENSP00000263666	1
PDZRN4	9606.ENSP00000384197	2
PEAR1	9606.ENSP00000344465	2
PGA5	9606.ENSP00000309542	3
PGBD4	9606.ENSP00000380872	0
PGF	9606.ENSP00000451040	37
PHACTR3	9606.ENSP00000360054	0
PHLDA1	9606.ENSP00000266671	3
PHLDA2	9606.ENSP00000319231	4
PHLDA3	9606.ENSP00000356280	4
PHYHD1	9606.ENSP00000309515	0
PID1	9606.ENSP00000283937	5
PIEZO1	9606.ENSP00000301015	6
PIGZ	9606.ENSP00000413405	1
PIK3AP1	9606.ENSP00000339826	4
PIK3IP1	9606.ENSP00000215912	0
PIK3R3	9606.ENSP00000262741	32
PIK3R5	9606.ENSP00000392812	15
PIM3	9606.ENSP00000353824	1
PIP5K1B	9606.ENSP00000265382	5
PIPOX	9606.ENSP00000317721	6
PITX2	9606.ENSP00000495061	39
PJVK	9606.ENSP00000495855	11
PKD2L1	9606.ENSP00000325296	12
PKDCC	9606.ENSP00000294964	5
PKIB	9606.ENSP00000480824	1
PLA2G7	9606.ENSP00000274793	6
PLAAT5	9606.ENSP00000301790	4
PLAC9	9606.ENSP00000361337	0
PLAU	9606.ENSP00000361850	43
PLCB4	9606.ENSP00000367762	21
PLCE1	9606.ENSP00000360431	12
PLCL1	9606.ENSP00000402861	2
PLCXD3	9606.ENSP00000367032	0
PLEKHA2	9606.ENSP00000482228	1
PLEKHA4	9606.ENSP00000263265	2
PLEKHA5	9606.ENSP00000404296	4
PLEKHB1	9606.ENSP00000346127	0
PLEKHG1	9606.ENSP00000351318	2
PLEKHG6	9606.ENSP00000380185	2
PLEKHH2	9606.ENSP00000282406	0
PLEKHM3	9606.ENSP00000417003	0
PLK2	9606.ENSP00000274289	7
PLOD2	9606.ENSP00000282903	14
PLP1	9606.ENSP00000481006	24
PLPP4	9606.ENSP00000381302	4
PLPPR5	9606.ENSP00000263177	0
PLS1	9606.ENSP00000336831	11
PLXNB2	9606.ENSP00000352288	10
PMEL	9606.ENSP00000402758	15
PMEPA1	9606.ENSP00000345826	4
PNMA2	9606.ENSP00000429344	6
PNMT	9606.ENSP00000269582	5
PNPLA3	9606.ENSP00000216180	11
PODNL1	9606.ENSP00000442553	2
POLR3G	9606.ENSP00000498469	3
POPDC3	9606.ENSP00000254765	1
POU3F1	9606.ENSP00000362103	11
POU3F2	9606.ENSP00000329170	49
POU3F3	9606.ENSP00000355001	20
POU3F4	9606.ENSP00000495996	17
POU4F1	9606.ENSP00000366413	26
POU5F1B	9606.ENSP00000419298	3
PPARGC1A	9606.ENSP00000264867	48
PPARGC1B	9606.ENSP00000312649	11
PPIL6	9606.ENSP00000392257	4
PPM1J	9606.ENSP00000308926	3
PPM1L	9606.ENSP00000417659	4
PPM1N	9606.ENSP00000397050	2
PPP1R15A	9606.ENSP00000200453	18
PPP1R3D	9606.ENSP00000360035	4
PPP1R42	9606.ENSP00000315035	2
PRAF2	9606.ENSP00000451962	0
PRDM1	9606.ENSP00000358092	37
PRDM16	9606.ENSP00000270722	16
PRDM8	9606.ENSP00000339764	4
PRDX6	9606.ENSP00000342026	7
PRLHR	9606.ENSP00000239032	5
PRND	9606.ENSP00000306900	2
PROCR	9606.ENSP00000216968	13
PROS1	9606.ENSP00000377783	10
PROX1	9606.ENSP00000355925	24
PRPH	9606.ENSP00000257860	4
PRPH2	9606.ENSP00000230381	10
PRR16	9606.ENSP00000385118	0
PRR29	9606.ENSP00000396936	0
PRRX2	9606.ENSP00000361547	5
PRSS27	9606.ENSP00000306390	0
PRSS33	9606.ENSP00000293851	0
PRSS35	9606.ENSP00000358714	3
PRUNE2	9606.ENSP00000365908	2
PTCH1	9606.ENSP00000332353	53
PTCHD4	9606.ENSP00000341914	1
PTPN21	9606.ENSP00000452414	3
PTPN6	9606.ENSP00000391592	20
PTPRD	9606.ENSP00000370593	27
PTPRO	9606.ENSP00000281171	3
PTPRR	9606.ENSP00000283228	4
PTX3	9606.ENSP00000295927	19
PWWP3B	9606.ENSP00000338641	2
PYCARD	9606.ENSP00000247470	7
PYGM	9606.ENSP00000164139	14
QPCT	9606.ENSP00000344829	2
QPCTL	9606.ENSP00000012049	6
RAB11FIP1	9606.ENSP00000331342	1
RAB32	9606.ENSP00000356465	6
RAB33A	9606.ENSP00000257017	0
RAB36	9606.ENSP00000263116	0
RAB37	9606.ENSP00000376390	1
RAB7B	9606.ENSP00000479762	4
RADIL	9606.ENSP00000382492	0
RADX	9606.ENSP00000361628	1
RAMP1	9606.ENSP00000254661	8
RAMP2	9606.ENSP00000253796	9
RANBP3L	9606.ENSP00000421853	2
RAPGEF3	9606.ENSP00000395708	16
RAPGEF4	9606.ENSP00000380271	23
RASEF	9606.ENSP00000365630	1
RASGEF1B	9606.ENSP00000264400	1
RASGRF2	9606.ENSP00000265080	10
RASL10A	9606.ENSP00000216101	0
RASSF10	9606.ENSP00000485526	1
RASSF4	9606.ENSP00000339692	1
RASSF8	9606.ENSP00000384491	6
RASSF9	9606.ENSP00000354884	1
RAX	9606.ENSP00000334813	4
RB1	9606.ENSP00000267163	24
RBFOX1	9606.ENSP00000391269	16
RBM47	9606.ENSP00000295971	1
RBP4	9606.ENSP00000360522	15
RCSD1	9606.ENSP00000356828	1
REEP6	9606.ENSP00000233596	2
RELB	9606.ENSP00000221452	29
REPS2	9606.ENSP00000349824	3
RERG	9606.ENSP00000256953	0
RFK	9606.ENSP00000365926	6
RGCC	9606.ENSP00000368664	4
RGS1	9606.ENSP00000356429	24
RGS2	9606.ENSP00000235382	16
RGS22	9606.ENSP00000354109	1
RGS4	9606.ENSP00000397181	20
RGS5	9606.ENSP00000433001	13
RHBDF2	9606.ENSP00000322775	1
RHOBTB3	9606.ENSP00000369318	5
RHOC	9606.ENSP00000285735	22
RHOH	9606.ENSP00000371219	14
RILPL1	9606.ENSP00000366070	2
RIMBP2	9606.ENSP00000261655	4
RIMKLA	9606.ENSP00000414330	2
RIMS1	9606.ENSP00000428417	19
RIPOR2	9606.ENSP00000259698	8
RIPPLY3	9606.ENSP00000331734	2
RIT1	9606.ENSP00000357305	1
RNF125	9606.ENSP00000217740	3
RNF144B	9606.ENSP00000259939	1
RNF150	9606.ENSP00000425840	3
RNF152	9606.ENSP00000316628	2
RNF208	9606.ENSP00000376572	0
ROBO2	9606.ENSP00000417335	26
ROBO3	9606.ENSP00000380903	12
ROPN1L	9606.ENSP00000421405	6
ROR1	9606.ENSP00000360120	11
RORA	9606.ENSP00000261523	25
RPH3AL	9606.ENSP00000328977	4
RPRML	9606.ENSP00000318032	0
RPS27L	9606.ENSP00000331019	14
RPS6KA6	9606.ENSP00000262752	1
RRM2B	9606.ENSP00000251810	7
RSAD1	9606.ENSP00000258955	16
RSPH1	9606.ENSP00000291536	25
RSPH4A	9606.ENSP00000229554	23
RSPO1	9606.ENSP00000348944	38
RSPO2	9606.ENSP00000276659	19
RSPO3	9606.ENSP00000349131	20
RUBCNL	9606.ENSP00000396935	9
RUNX1T1	9606.ENSP00000402257	11
RUNX2	9606.ENSP00000360493	91
RUNX3	9606.ENSP00000382800	42
RYR1	9606.ENSP00000352608	31
RYR2	9606.ENSP00000355533	42
S100A10	9606.ENSP00000357801	23
S100A11	9606.ENSP00000271638	9
S100A16	9606.ENSP00000357695	6
S100A2	9606.ENSP00000499289	6
S1PR1	9606.ENSP00000305416	29
S1PR3	9606.ENSP00000365006	17
S1PR5	9606.ENSP00000328472	13
SALL1	9606.ENSP00000251020	13
SAMD5	9606.ENSP00000356444	3
SCARA3	9606.ENSP00000301904	3
SCARA5	9606.ENSP00000346990	5
SCD5	9606.ENSP00000316329	6
SCG2	9606.ENSP00000304133	15
SCGN	9606.ENSP00000367197	8
SCML1	9606.ENSP00000369380	0
SCN3A	9606.ENSP00000283254	15
SCN5A	9606.ENSP00000328968	36
SCN7A	9606.ENSP00000496114	10
SCRG1	9606.ENSP00000296506	4
SCRN1	9606.ENSP00000388942	2
SCUBE1	9606.ENSP00000354080	2
SCUBE2	9606.ENSP00000310658	10
SDC2	9606.ENSP00000307046	23
SDC4	9606.ENSP00000361818	36
SEC14L2	9606.ENSP00000478755	1
SEC14L6	9606.ENSP00000385695	0
SEC24D	9606.ENSP00000280551	10
SELENOP	9606.ENSP00000425915	6
SEMA3A	9606.ENSP00000265362	36
SEMA3E	9606.ENSP00000496491	12
SEMA5A	9606.ENSP00000371936	17
SEMA6A	9606.ENSP00000257414	12
SEPTIN3	9606.ENSP00000494051	3
SERINC5	9606.ENSP00000426237	3
SERPINB9	9606.ENSP00000370074	3
SERPINE1	9606.ENSP00000223095	79
SERPINF1	9606.ENSP00000254722	24
SERPINI1	9606.ENSP00000295777	3
SERTAD4	9606.ENSP00000355979	0
SERTM1	9606.ENSP00000325776	2
SESN1	9606.ENSP00000393762	10
SESN2	9606.ENSP00000253063	10
SFRP1	9606.ENSP00000220772	49
SFTA3	9606.ENSP00000428331	2
SGCE	9606.ENSP00000496268	8
SGK3	9606.ENSP00000379842	1
SGMS2	9606.ENSP00000378176	2
SH2D4A	9606.ENSP00000265807	3
SH3GL3	9606.ENSP00000320092	18
SH3RF3	9606.ENSP00000309186	4
SHANK2	9606.ENSP00000345193	16
SHD	9606.ENSP00000446058	1
SHH	9606.ENSP00000297261	141
SHISA2	9606.ENSP00000313079	0
SHISA9	9606.ENSP00000454014	11
SHISAL1	9606.ENSP00000370568	0
SIM1	9606.ENSP00000358210	18
SIM2	9606.ENSP00000290399	3
SIPA1L2	9606.ENSP00000355589	1
SIX3	9606.ENSP00000260653	54
SIX6	9606.ENSP00000328596	24
SKAP2	9606.ENSP00000005587	2
SKIL	9606.ENSP00000415243	9
SLC12A5	9606.ENSP00000387694	15
SLC12A8	9606.ENSP00000377112	3
SLC16A10	9606.ENSP00000357844	9
SLC16A3	9606.ENSP00000463978	11
SLC16A5	9606.ENSP00000390564	1
SLC17A6	9606.ENSP00000263160	41
SLC17A9	9606.ENSP00000359376	3
SLC18B1	9606.ENSP00000275227	6
SLC1A2	9606.ENSP00000278379	37
SLC1A4	9606.ENSP00000234256	9
SLC1A5	9606.ENSP00000444408	26
SLC22A23	9606.ENSP00000385028	2
SLC22A31	9606.ENSP00000474621	0
SLC22A6	9606.ENSP00000367102	4
SLC24A3	9606.ENSP00000333519	1
SLC27A2	9606.ENSP00000267842	7
SLC2A14	9606.ENSP00000445929	3
SLC2A3	9606.ENSP00000075120	15
SLC35F1	9606.ENSP00000353557	3
SLC35F4	9606.ENSP00000452086	0
SLC36A4	9606.ENSP00000317382	3
SLC37A1	9606.ENSP00000344648	2
SLC38A4	9606.ENSP00000266579	13
SLC38A5	9606.ENSP00000471683	7
SLC3A2	9606.ENSP00000367123	25
SLC40A1	9606.ENSP00000261024	5
SLC43A2	9606.ENSP00000461382	9
SLC44A5	9606.ENSP00000359892	0
SLC45A3	9606.ENSP00000356113	3
SLC46A3	9606.ENSP00000370192	0
SLC4A11	9606.ENSP00000369399	4
SLC4A4	9606.ENSP00000393557	10
SLC5A12	9606.ENSP00000379326	3
SLC66A3	9606.ENSP00000295083	1
SLC6A1	9606.ENSP00000494136	35
SLC6A15	9606.ENSP00000266682	6
SLC7A2	9606.ENSP00000004531	7
SLC7A8	9606.ENSP00000320378	14
SLC8A1	9606.ENSP00000384763	13
SLC8A3	9606.ENSP00000370669	3
SLCO3A1	9606.ENSP00000320634	8
SLIT1	9606.ENSP00000266058	28
SLIT2	9606.ENSP00000422591	25
SLIT3	9606.ENSP00000332164	28
SLITRK3	9606.ENSP00000420091	10
SMAD7	9606.ENSP00000262158	43
SMAD9	9606.ENSP00000369154	15
SMAGP	9606.ENSP00000475068	0
SMIM1	9606.ENSP00000457386	0
SMIM10	9606.ENSP00000328335	0
SMIM24	9606.ENSP00000215531	5
SMIM32	9606.ENSP00000490028	0
SMPDL3A	9606.ENSP00000357425	0
SNAI2	9606.ENSP00000020945	89
SNAP25	9606.ENSP00000254976	60
SNCA	9606.ENSP00000500990	48
SNCAIP	9606.ENSP00000261367	9
SNCG	9606.ENSP00000361087	7
SOCS3	9606.ENSP00000330341	45
SOHLH2	9606.ENSP00000369210	4
SORBS1	9606.ENSP00000360293	7
SORCS3	9606.ENSP00000358715	5
SOSTDC1	9606.ENSP00000304930	7
SOX1	9606.ENSP00000330218	54
SOX4	9606.ENSP00000244745	28
SOX5	9606.ENSP00000398273	23
SOX8	9606.ENSP00000293894	18
SP5	9606.ENSP00000364430	0
SP6	9606.ENSP00000438209	4
SP8	9606.ENSP00000408792	20
SPAG17	9606.ENSP00000337804	17
SPAG6	9606.ENSP00000365811	24
SPATA17	9606.ENSP00000355900	6
SPATA2L	9606.ENSP00000289805	0
SPEF1	9606.ENSP00000369080	6
SPEF2	9606.ENSP00000348314	20
SPHK1	9606.ENSP00000313681	15
SPIB	9606.ENSP00000471921	14
SPNS2	9606.ENSP00000333292	6
SPON1	9606.ENSP00000460236	7
SPP1	9606.ENSP00000378517	88
SPR	9606.ENSP00000234454	5
SPTSSB	9606.ENSP00000352097	1
SPX	9606.ENSP00000256969	3
SST	9606.ENSP00000287641	64
SSUH2	9606.ENSP00000439378	0
ST6GALNAC3	9606.ENSP00000329214	2
ST6GALNAC4	9606.ENSP00000336733	1
ST8SIA4	9606.ENSP00000231461	5
ST8SIA6	9606.ENSP00000366827	2
STAMBPL1	9606.ENSP00000360992	1
STAR	9606.ENSP00000276449	4
STARD8	9606.ENSP00000363727	2
STC1	9606.ENSP00000290271	6
STC2	9606.ENSP00000265087	6
STEAP3	9606.ENSP00000376822	14
STMN4	9606.ENSP00000342538	8
STOM	9606.ENSP00000286713	11
STON2	9606.ENSP00000450857	1
STRA6	9606.ENSP00000456609	14
STXBP6	9606.ENSP00000324302	3
SULF1	9606.ENSP00000260128	22
SULF2	9606.ENSP00000353007	12
SULT1C2	9606.ENSP00000319622	1
SUSD3	9606.ENSP00000364621	2
SV2C	9606.ENSP00000423541	3
SYBU	9606.ENSP00000407118	4
SYNDIG1	9606.ENSP00000366058	3
SYNGR3	9606.ENSP00000248121	5
SYT4	9606.ENSP00000255224	13
SYTL1	9606.ENSP00000440704	5
SYTL5	9606.ENSP00000395220	2
TAC1	9606.ENSP00000321106	55
TACR3	9606.ENSP00000303325	9
TAGLN	9606.ENSP00000376678	43
TAGLN3	9606.ENSP00000377494	12
TAL2	9606.ENSP00000334547	5
TBC1D8	9606.ENSP00000386856	0
TBC1D9	9606.ENSP00000411197	4
TBR1	9606.ENSP00000374205	50
TBX1	9606.ENSP00000331791	16
TCF7L2	9606.ENSP00000486891	49
TCIM	9606.ENSP00000319914	1
TDRD6	9606.ENSP00000346065	2
TEAD1	9606.ENSP00000435233	25
TEK	9606.ENSP00000369375	42
TEKT1	9606.ENSP00000341346	27
TEKT2	9606.ENSP00000207457	22
TENM1	9606.ENSP00000403954	5
TENM2	9606.ENSP00000427874	8
TENM3	9606.ENSP00000424226	7
TENT5A	9606.ENSP00000318298	1
TENT5B	9606.ENSP00000289166	0
TENT5C	9606.ENSP00000358458	1
TESC	9606.ENSP00000334785	2
TEX15	9606.ENSP00000493555	4
TF	9606.ENSP00000385834	10
TFAP2A	9606.ENSP00000501092	41
TFAP2B	9606.ENSP00000377265	10
TFAP2C	9606.ENSP00000201031	21
TFF3	9606.ENSP00000430690	10
TFPI	9606.ENSP00000233156	12
TFPI2	9606.ENSP00000222543	9
TGFB2	9606.ENSP00000355896	62
TGFBI	9606.ENSP00000416330	27
TGIF1	9606.ENSP00000327959	11
TH	9606.ENSP00000370571	54
THBS3	9606.ENSP00000357362	5
THRB	9606.ENSP00000379904	13
THSD7A	9606.ENSP00000406482	0
TIAM1	9606.ENSP00000286827	16
TINAGL1	9606.ENSP00000271064	0
TKTL1	9606.ENSP00000358931	8
