#node	identifier	node_degree
TLE2	9606.ENSP00000466542	11
TLE4	9606.ENSP00000365720	24
TLE5	9606.ENSP00000221561	12
TLE6	9606.ENSP00000246112	7
TM4SF1	9606.ENSP00000304277	5
TM4SF18	9606.ENSP00000296059	0
TMCO4	9606.ENSP00000294543	2
TMEM100	9606.ENSP00000465638	0
TMEM132D	9606.ENSP00000408581	0
TMEM143	9606.ENSP00000293261	0
TMEM158	9606.ENSP00000422431	0
TMEM163	9606.ENSP00000281924	1
TMEM171	9606.ENSP00000415030	2
TMEM178A	9606.ENSP00000281961	3
TMEM190	9606.ENSP00000291934	2
TMEM220	9606.ENSP00000339830	1
TMEM263	9606.ENSP00000449785	1
TMEM37	9606.ENSP00000303148	0
TMEM38A	9606.ENSP00000187762	5
TMEM54	9606.ENSP00000362562	0
TMEM59L	9606.ENSP00000470879	5
TMEM62	9606.ENSP00000260403	0
TMEM74	9606.ENSP00000297459	3
TMOD2	9606.ENSP00000249700	6
TMPRSS2	9606.ENSP00000381588	19
TMPRSS7	9606.ENSP00000478830	0
TMTC1	9606.ENSP00000442046	8
TMTC2	9606.ENSP00000322300	1
TNC	9606.ENSP00000265131	14
TNFAIP1	9606.ENSP00000226225	1
TNFAIP3	9606.ENSP00000481570	32
TNFRSF10A	9606.ENSP00000221132	13
TNFRSF10C	9606.ENSP00000349324	4
TNFRSF10D	9606.ENSP00000310263	4
TNFRSF11B	9606.ENSP00000297350	13
TNFRSF12A	9606.ENSP00000326737	14
TNFRSF1A	9606.ENSP00000162749	45
TNFRSF8	9606.ENSP00000263932	19
TNFRSF9	9606.ENSP00000478699	23
TNNT1	9606.ENSP00000467176	14
TOGARAM2	9606.ENSP00000368876	1
TOX	9606.ENSP00000354842	5
TOX2	9606.ENSP00000344724	2
TOX3	9606.ENSP00000219746	6
TPBG	9606.ENSP00000358765	2
TPD52L1	9606.ENSP00000306285	0
TPPP	9606.ENSP00000353785	5
TRABD2B	9606.ENSP00000476820	0
TRH	9606.ENSP00000303452	32
TRIB1	9606.ENSP00000312150	17
TRIM22	9606.ENSP00000369299	8
TRIM24	9606.ENSP00000340507	9
TRIM36	9606.ENSP00000282369	1
TRIM38	9606.ENSP00000349596	1
TRIM55	9606.ENSP00000323913	1
TRIM9	9606.ENSP00000298355	4
TRPC4	9606.ENSP00000486109	10
TRPM3	9606.ENSP00000366314	7
TRPV3	9606.ENSP00000301365	7
TSHZ1	9606.ENSP00000464391	3
TSNARE1	9606.ENSP00000303437	2
TSPAN15	9606.ENSP00000362387	2
TSPAN7	9606.ENSP00000367743	8
TTC39A	9606.ENSP00000393952	0
TTLL6	9606.ENSP00000377043	0
TTLL9	9606.ENSP00000442515	4
TTPA	9606.ENSP00000260116	2
TTR	9606.ENSP00000237014	37
TUBA1C	9606.ENSP00000443475	11
TUBB2A	9606.ENSP00000369703	12
TUBB2B	9606.ENSP00000259818	9
TUNAR	9606.ENSP00000489624	0
TWIST1	9606.ENSP00000242261	71
TXLNB	9606.ENSP00000351206	3
TXNIP	9606.ENSP00000462521	11
TYRO3	9606.ENSP00000263798	8
UBXN10	9606.ENSP00000364240	2
UCP1	9606.ENSP00000262999	23
UGT3A1	9606.ENSP00000274278	4
UGT3A2	9606.ENSP00000282507	4
UNC5B	9606.ENSP00000334329	12
UNC5C	9606.ENSP00000406022	14
UNC5D	9606.ENSP00000385143	23
UNCX	9606.ENSP00000314480	5
USP2	9606.ENSP00000260187	3
USP44	9606.ENSP00000258499	2
VAT1L	9606.ENSP00000303129	2
VAV3	9606.ENSP00000359073	18
VAX1	9606.ENSP00000358207	12
VCAM1	9606.ENSP00000294728	74
VCL	9606.ENSP00000211998	50
VEGFC	9606.ENSP00000480043	54
VEGFD	9606.ENSP00000297904	29
VEPH1	9606.ENSP00000354919	0
VGF	9606.ENSP00000249330	14
VGLL3	9606.ENSP00000381436	8
VIM	9606.ENSP00000446007	75
VIT	9606.ENSP00000368544	0
VRTN	9606.ENSP00000256362	3
VSNL1	9606.ENSP00000384719	11
VSTM2B	9606.ENSP00000335038	3
VTN	9606.ENSP00000226218	58
VWA3A	9606.ENSP00000374049	6
VWA5B1	9606.ENSP00000364220	0
WARS1	9606.ENSP00000347495	3
WDR63	9606.ENSP00000294664	9
WDR66	9606.ENSP00000288912	10
WDR93	9606.ENSP00000268130	1
WFDC1	9606.ENSP00000456920	2
WFIKKN1	9606.ENSP00000324763	5
WLS	9606.ENSP00000346829	17
WNT1	9606.ENSP00000293549	76
WNT10A	9606.ENSP00000258411	26
WNT10B	9606.ENSP00000301061	28
WNT11	9606.ENSP00000325526	44
WNT2B	9606.ENSP00000358698	33
WNT3A	9606.ENSP00000284523	75
WNT4	9606.ENSP00000290167	57
WNT5A	9606.ENSP00000264634	80
WNT6	9606.ENSP00000233948	31
WNT7B	9606.ENSP00000341032	36
WNT8B	9606.ENSP00000340677	30
WWC1	9606.ENSP00000427772	3
XKR4	9606.ENSP00000328326	2
YAF2	9606.ENSP00000328004	3
ZBTB16	9606.ENSP00000338157	25
ZBTB32	9606.ENSP00000376035	7
ZBTB42	9606.ENSP00000409107	0
ZBTB7B	9606.ENSP00000406286	6
ZBTB7C	9606.ENSP00000468782	1
ZDHHC15	9606.ENSP00000362465	2
ZDHHC22	9606.ENSP00000318222	1
ZEB1	9606.ENSP00000354487	65
ZFHX4	9606.ENSP00000498627	4
ZFP2	9606.ENSP00000354453	0
ZFP36	9606.ENSP00000471239	19
ZFP36L1	9606.ENSP00000337386	4
ZFP42	9606.ENSP00000317686	13
ZFYVE28	9606.ENSP00000290974	1
ZIC1	9606.ENSP00000282928	48
ZIC2	9606.ENSP00000365514	31
ZIC3	9606.ENSP00000287538	17
ZIC4	9606.ENSP00000435509	12
ZIC5	9606.ENSP00000267294	3
ZMAT3	9606.ENSP00000311221	8
ZMYND10	9606.ENSP00000231749	18
ZNF185	9606.ENSP00000440847	2
ZNF385B	9606.ENSP00000386845	3
ZNF385D	9606.ENSP00000281523	2
ZNF396	9606.ENSP00000466500	1
ZNF503	9606.ENSP00000361602	2
ZNF521	9606.ENSP00000354794	7
ZNF703	9606.ENSP00000332325	2
ZNF774	9606.ENSP00000346348	2
ZNF860	9606.ENSP00000373274	0
ZSCAN1	9606.ENSP00000282326	4
