"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ENSG00000002587",5.70732609866628,1.32735451249689,0.374924883914389,3.54032119351135,0.000399640336241976,0.00686097162387604,"HS3ST1"
"ENSG00000004848",97.9845328210993,1.21949113020429,0.231170355007841,5.27529202506492,1.32544851583956e-07,1.32711691257278e-05,"ARX"
"ENSG00000005108",18.253991811527,1.09316981614491,0.346718767621863,3.15290061637835,0.00161656833531974,0.0198337835690729,"THSD7A"
"ENSG00000007372",21.6818969090598,-1.48719982188005,0.429270533412133,-3.46448150088192,0.000531254677192005,0.00863771673003867,"PAX6"
"ENSG00000010610",7.58603441483316,-1.57357773424982,0.424238613251562,-3.7091808362025,0.000207930884208961,0.00428984783876644,"CD4"
"ENSG00000041982",162.990629391743,-1.47869873899253,0.264572498200033,-5.58901151500086,2.28365811737894e-08,3.05583335744222e-06,"TNC"
"ENSG00000043355",303.011812514953,-1.54293106659193,0.220703745357168,-6.99096004961305,2.73011502584918e-12,1.50345334385033e-09,"ZIC2"
"ENSG00000049323",1051.57781406139,-1.06953568055703,0.144064144549049,-7.42402409638363,1.13614476357086e-13,1.25133236344674e-10,"LTBP1"
"ENSG00000064655",22.3164160681864,1.55596056176105,0.406046211985435,3.83197901084436,0.000127116586458206,0.00291208845585375,"EYA2"
"ENSG00000065320",68.6822339178987,1.47700395902905,0.405929729155462,3.63857055284411,0.000274155525456451,0.00520386054833166,"NTN1"
"ENSG00000068615",8.63592811615916,1.40738699283577,0.502655347139897,2.79990454860131,0.00511177194465005,0.0450125158078102,"REEP1"
"ENSG00000074416",13.7027860229123,1.06390586915527,0.217532217080277,4.89079679063195,1.00428604994342e-06,6.56592130734696e-05,"MGLL"
"ENSG00000075223",23.8508657486177,1.38658163653675,0.359302990162883,3.85908738446114,0.000113811240045451,0.00269346997515829,"SEMA3C"
"ENSG00000077279",79.3148792362857,1.05213767023612,0.293628162547982,3.58323146222116,0.000339369634516287,0.00606628517728364,"DCX"
"ENSG00000079102",9.40820325677151,2.11960267863475,0.367089704544657,5.77407280126239,7.73779783885867e-09,1.27344585582504e-06,"RUNX1T1"
"ENSG00000082497",29.3295393769239,-1.09117833355337,0.250853701975871,-4.34985939995546,1.36224847149393e-05,0.000511933690678479,"SERTAD4"
"ENSG00000100505",44.3389942703035,1.17645891159687,0.252953648109445,4.65088730836512,3.30509904641194e-06,0.000169008600523308,"TRIM9"
"ENSG00000104888",20.0987720008867,-1.15749522722516,0.247381247696284,-4.67899340796534,2.88286710120846e-06,0.000151753276305525,"SLC17A7"
"ENSG00000104901",8.10464832042143,-1.12576759657116,0.338781904053829,-3.32298621355019,0.00089059315860751,0.0128933395803259,"DKKL1"
"ENSG00000106078",26.2070360007801,1.02853432670815,0.194074748267324,5.29968136447829,1.16004952445205e-07,1.1779850419223e-05,"COBL"
"ENSG00000106689",222.55396283164,-1.13358554988757,0.13041108060686,-8.69240209200401,3.54855605759631e-18,1.6936075210888e-14,"LHX2"
"ENSG00000107831",81.0754033092831,-1.26698667697966,0.233422174682504,-5.42787624484685,5.7028558300205e-08,6.42940864364043e-06,"FGF8"
"ENSG00000109991",6.37886449537582,1.10520549806306,0.33166077388253,3.33233708986793,0.000861198744658918,0.0125311418963683,"P2RX3"
"ENSG00000111186",191.537112448436,-1.11681641809694,0.114675588526123,-9.73892030946524,2.05728496938809e-22,2.94562061916987e-18,"WNT5B"
"ENSG00000111783",40.6375533621641,1.392939564667,0.271247896642872,5.13530088862206,2.81692975788632e-07,2.33137573834776e-05,"RFX4"
"ENSG00000111834",8.18615931606928,1.09048128800465,0.297672442944091,3.66335989055415,0.000248928403231065,0.00484919303056107,"RSPH4A"
"ENSG00000116039",5.90492980081375,-1.89861684052558,0.603633668875532,-3.14531302414324,0.00165909208542741,0.0202724229131803,"ATP6V1B1"
"ENSG00000116729",165.073346064218,1.10463325918039,0.22348329772591,4.94280006792792,7.70084470357943e-07,5.27076929301575e-05,"WLS"
"ENSG00000118271",12.2867396620575,2.81250570643153,0.761550606483029,3.69313041377533,0.000221510351794473,0.00447964013699614,"TTR"
"ENSG00000119138",8.4535517806836,-1.35480158159153,0.436686775040417,-3.10245617460281,0.00191921962665814,0.0224138553136143,"KLF9"
"ENSG00000122691",6.08543387401797,1.5700465026236,0.41359388571654,3.79610665642103,0.000146986281057228,0.00324339376632601,"TWIST1"
"ENSG00000124762",181.005576230264,-1.19414598667462,0.182215539674396,-6.55348050341072,5.62112750218466e-11,2.06367445067385e-08,"CDKN1A"
"ENSG00000124875",5.89813924146707,1.10700032434974,0.349317110448872,3.16904122711668,0.00152942699112649,0.019194336106478,"CXCL6"
"ENSG00000125378",239.828686887905,1.22599349708508,0.299346612119382,4.0955649653257,4.21140106277938e-05,0.00126881722664724,"BMP4"
"ENSG00000125798",542.868812470212,1.11212576957014,0.19158172599006,5.80496789984989,6.43783365598301e-09,1.08443414454547e-06,"FOXA2"
"ENSG00000125820",87.1724254554172,1.42704023765125,0.20037644460245,7.1217963792227,1.06529362171533e-12,8.02782846090533e-10,"NKX2-2"
"ENSG00000128422",56.8095783083816,-1.04507935257162,0.184650322311465,-5.65977540406778,1.51571227997949e-08,2.23731633244808e-06,"KRT17"
"ENSG00000128482",6.18180577566765,-1.28348062124988,0.455957081180097,-2.81491542565367,0.00487900721717658,0.0434437968504567,"RNF112"
"ENSG00000128610",58.7122183282875,-2.22830629820712,0.330849256189168,-6.7351104967667,1.63805403023647e-11,6.70104502997881e-09,"FEZF1"
