gene1,gene2,STRING_score,double,gene_mouse,scRNA,gene_SHH_link,gene1_SHH_corr,gene2_SHH_corr
CXCR4,GLI1,0.409,keep,NA,expressed,FALSE,0.106669358550061,0.0788665442997865
CXCR4,KIT,0.833,keep,NA,expressed,FALSE,0.106669358550061,0.0125550723908042
CXCR4,SHH,0.506,keep,NA,expressed,TRUE,0.106669358550061,1
CXCR4,SOX7,0.4,keep,NA,expressed,FALSE,0.106669358550061,1.64338610316522e-06
CXCR4,S1PR1,0.719,keep,NA,expressed,FALSE,0.106669358550061,0.0156795484615698
CXCR4,DYRK2,0.445,keep,NA,expressed,FALSE,0.106669358550061,3.13863323955812e-05
CXCR4,NES,0.593,keep,NA,expressed,FALSE,0.106669358550061,0.173820223332922
CXCR4,PSMA7,0.603,keep,NA,expressed,FALSE,0.106669358550061,0.00116336248587619
CXCR4,RUNX2,0.491,keep,NA,expressed,FALSE,0.106669358550061,0.106668882179129
CXCR4,GNA14,0.701,keep,NA,expressed,FALSE,0.106669358550061,9.09557946702484e-05
CXCR4,PODXL,0.433,keep,NA,expressed,FALSE,0.106669358550061,0.500627943783634
CXCR4,FOXO1,0.447,keep,NA,expressed,FALSE,0.106669358550061,0.0773664950596631
CXCR4,GPSM1,0.4,keep,NA,expressed,FALSE,0.106669358550061,9.74350555687654e-05
CXCR4,PGF,0.434,keep,NA,expressed,FALSE,0.106669358550061,0.0572424918375152
CXCR4,PTPN6,0.481,keep,NA,expressed,FALSE,0.106669358550061,0.00012290224580892
CXCR4,FOXA2,0.564,keep,NA,expressed,FALSE,0.106669358550061,0.420851659651168
CXCR4,TGFBR1,0.581,keep,NA,expressed,FALSE,0.106669358550061,0.0370457019540602
CXCR4,NCAM1,0.602,keep,NA,expressed,FALSE,0.106669358550061,0.0806611808596926
CXCR4,IGF1R,0.697,keep,NA,expressed,FALSE,0.106669358550061,0.171417071798311
CYYR1,SHISAL1,0.502,keep,NA,expressed,FALSE,0.139862974726801,0.0289815735802687
DAW1,ZMYND10,0.421,keep,NA,expressed,FALSE,0.000397944356189063,0.000426465748510227
DAW1,IQCA1,0.573,keep,NA,expressed,FALSE,0.000397944356189063,0.0227047852633724
DAW1,DNAAF1,0.612,keep,NA,expressed,FALSE,0.000397944356189063,0.000298276544822291
DAW1,DNAAF4,0.675,keep,NA,expressed,FALSE,0.000397944356189063,0.000170341566799131
DCAF7,DYRK2,0.809,keep,NA,expressed,FALSE,0.0149811997192877,3.13863323955812e-05
DCAF7,SOWAHC,0.473,keep,NA,expressed,FALSE,0.0149811997192877,0.197557586072276
DCAF7,FBRSL1,0.849,keep,NA,expressed,FALSE,0.0149811997192877,0.00182342339266466
DCAF7,RYBP,0.877,keep,NA,expressed,FALSE,0.0149811997192877,0.000529358720963454
DCX,NTRK2,0.532,keep,NA,expressed,FALSE,0.327478501750503,0.67648009689057
DCX,SHH,0.453,keep,NA,expressed,TRUE,0.327478501750503,1
DCX,NFASC,0.885,keep,NA,expressed,FALSE,0.327478501750503,0.00443278207954576
DCX,ELAVL3,0.475,keep,NA,expressed,FALSE,0.327478501750503,0.00726353907702157
DCX,NES,0.876,keep,NA,expressed,FALSE,0.327478501750503,0.173820223332922
DCX,STK33,0.785,keep,NA,expressed,FALSE,0.327478501750503,0.00181843179482561
DCX,TUBA1A,0.594,keep,NA,expressed,FALSE,0.327478501750503,0.00824881513846549
DCX,NCAM1,0.675,keep,NA,expressed,FALSE,0.327478501750503,0.0806611808596926
DKK3,SFRP1,0.775,keep,NA,expressed,FALSE,0.0312702652875736,0.261302351406635
DKK3,FZD10,0.483,keep,NA,expressed,FALSE,0.0312702652875736,2.92694764823093e-05
DKK3,NKD1,0.469,keep,NA,expressed,FALSE,0.0312702652875736,0.265435522372461
DKK3,WNT4,0.469,keep,NA,expressed,FALSE,0.0312702652875736,2.67780518301584e-05
DKK3,FRZB,0.657,keep,NA,expressed,FALSE,0.0312702652875736,0.556107652448465
DKK3,IGFBP7,0.453,keep,NA,expressed,FALSE,0.0312702652875736,0.000201063755984576
DKK3,SHH,0.403,keep,NA,expressed,TRUE,0.0312702652875736,1
DKK3,FZD9,0.501,keep,NA,expressed,FALSE,0.0312702652875736,0.00562768889898243
DLEC1,ZMYND10,0.413,keep,NA,expressed,FALSE,0.0196765177877422,0.000426465748510227
DLEU7,RNASEH2B,0.46,keep,NA,expressed,FALSE,0.133174787640572,0.142482396887079
DLL3,SHH,0.406,keep,NA,expressed,TRUE,0.00181183000403487,1
DLL3,MYOCD,0.413,keep,NA,expressed,FALSE,0.00181183000403487,0.0896004509185944
DLL3,HEY1,0.699,keep,NA,expressed,FALSE,0.00181183000403487,0.0246888393136628
DNAAF1,ZMYND10,0.844,keep,NA,expressed,FALSE,0.000298276544822291,0.000426465748510227
DNAAF1,DNAAF4,0.861,keep,NA,expressed,FALSE,0.000298276544822291,0.000170341566799131
DNAAF1,IQCD,0.425,keep,NA,expressed,FALSE,0.000298276544822291,0.00189390843609153
DNAAF4,ZMYND10,0.807,keep,NA,NA,FALSE,0.000170341566799131,0.000426465748510227
DOCK1,RAC3,0.938,keep,NA,expressed,FALSE,0.0563408111709039,1.95095734322891e-05
DOCK1,WDR35,0.991,keep,NA,expressed,FALSE,0.0563408111709039,0.00589851961535907
DOCK1,PREX1,0.551,keep,NA,expressed,FALSE,0.0563408111709039,0.0278978146747718
DOCK1,SHB,0.522,keep,NA,expressed,FALSE,0.0563408111709039,0.027530746064254
DOCK1,TIAM2,0.402,keep,NA,expressed,FALSE,0.0563408111709039,1.20651460965443e-05
DPCD,STK36,0.613,keep,NA,expressed,FALSE,2.7717302125345e-06,0.0226638194743119
DPY19L2,TEX15,0.421,keep,NA,expressed,FALSE,0.000840213629623312,0.112440467877325
DPYSL2,NTRK2,0.568,keep,NA,expressed,FALSE,0.0217666852287574,0.67648009689057
DPYSL2,SHANK1,0.511,keep,NA,expressed,FALSE,0.0217666852287574,0.00990693524551644
DPYSL2,RTN4,0.416,keep,NA,expressed,FALSE,0.0217666852287574,0.0488346532684396
DPYSL2,NTRK3,0.619,keep,NA,expressed,FALSE,0.0217666852287574,0.0051870219629433
DPYSL2,TUBA1A,0.438,keep,NA,expressed,FALSE,0.0217666852287574,0.00824881513846549
DUSP23,STK38L,0.513,keep,NA,expressed,FALSE,0.0039497689456719,0.00646688200727775
DYNLL2,IFT88,0.649,keep,NA,expressed,FALSE,0.0216492890641546,0.00169037910960148
DYNLL2,ULK1,0.529,keep,NA,expressed,FALSE,0.0216492890641546,0.0108915758480401
DYNLL2,GPRIN2,0.453,keep,NA,expressed,FALSE,0.0216492890641546,0.00564709931246992
DYNLL2,TUBA1A,0.455,keep,NA,expressed,FALSE,0.0216492890641546,0.00824881513846549
E2F2,MCM6,0.482,keep,NA,expressed,FALSE,0.00479585999946509,4.97238688688167e-05
E2F2,TNRC6B,0.509,keep,NA,expressed,FALSE,0.00479585999946509,0.0426903362984009
E2F2,RYBP,0.771,keep,NA,expressed,FALSE,0.00479585999946509,0.000529358720963454
ECHDC2,OXCT1,0.448,keep,NA,expressed,FALSE,0.0637242505088718,2.34960768534111e-05
ECHDC2,HPGD,0.535,keep,NA,expressed,FALSE,0.0637242505088718,0.000953838994481211
ECHDC2,HADHB,0.671,keep,NA,expressed,FALSE,0.0637242505088718,0.0516989312277486
ECHDC2,MRPL40,0.415,keep,NA,expressed,FALSE,0.0637242505088718,0.00123940952892026
EDARADD,NPTX2,0.447,keep,NA,expressed,FALSE,0.000155538415205161,0.0227163640340537
EFHD1,ERMN,0.488,keep,NA,expressed,FALSE,0.0123568024028895,0.0177364427356663
EFHD2,PUS7,0.403,keep,NA,expressed,FALSE,0.0116756552918411,1.28447734545803e-05
EIF5,NMD3,0.551,keep,NA,expressed,FALSE,0.272318560861808,0.0429657504609855
EIF5,SELENOP,0.908,keep,NA,expressed,FALSE,0.272318560861808,5.32072432419278e-05
EIF5,RPS6,0.982,keep,NA,expressed,FALSE,0.272318560861808,0.00208068130791036
ELAVL3,NES,0.407,keep,NA,expressed,FALSE,0.00726353907702157,0.173820223332922
ELAVL3,SRSF8,0.469,keep,NA,expressed,FALSE,0.00726353907702157,2.45871937414598e-05
ELAVL3,NOVA1,0.491,keep,NA,expressed,FALSE,0.00726353907702157,0.0362625648550079
ELF4,NCAM1,0.444,keep,NA,expressed,FALSE,0.0183424673800256,0.0806611808596926
EMD,SSPN,0.472,keep,NA,expressed,FALSE,0.0328487768454607,0.0186252420936292
EMD,RAC3,0.593,keep,NA,expressed,FALSE,0.0328487768454607,1.95095734322891e-05
ENPP3,NMNAT2,0.904,keep,NA,expressed,FALSE,3.56409797519516e-14,1.16689753643283e-06
ENPP3,KIT,0.412,keep,NA,expressed,FALSE,3.56409797519516e-14,0.0125550723908042
ENPP3,LRRC3,0.407,keep,NA,expressed,FALSE,3.56409797519516e-14,3.25633323691488e-06
ENPP3,UCKL1,0.907,keep,NA,expressed,FALSE,3.56409797519516e-14,0.00260295368677482
ENPP3,SLC45A1,0.412,keep,NA,expressed,FALSE,3.56409797519516e-14,1.02507908916963e-06
EPHA3,NCAM1,0.421,keep,NA,expressed,FALSE,0.0659212985522713,0.0806611808596926
EPHA3,EPHB1,0.53,keep,NA,expressed,FALSE,0.0659212985522713,0.0158614611257143
EPHA3,EPHB6,0.54,keep,NA,expressed,FALSE,0.0659212985522713,0.0173989552842519
EPHB1,SLIT1,0.473,keep,tested,expressed,FALSE,0.0158614611257143,0.720732362812193
EPHB1,FREM1,0.426,keep,tested,expressed,FALSE,0.0158614611257143,0.0439870926099495
EPHB1,FOXD1,0.593,keep,tested,expressed,FALSE,0.0158614611257143,8.85397674966948e-06
EPHB1,EPHB6,0.863,keep,tested,expressed,FALSE,0.0158614611257143,0.0173989552842519
ERCC6,POLR2I,0.995,keep,NA,expressed,FALSE,0.00204251279467302,0.00204163329135895
ERCC6,RAD50,0.501,keep,NA,expressed,FALSE,0.00204251279467302,0.000135356085183278
ERCC6L2,NHEJ1,0.483,keep,NA,expressed,FALSE,0.0187055897364217,0.000383410113440627
ERCC6L2,TGFBR1,0.422,keep,NA,expressed,FALSE,0.0187055897364217,0.0370457019540602
ERMN,MYRF,0.533,keep,NA,expressed,FALSE,0.0177364427356663,0.584670877252594
EXOC7,SNX1,0.577,keep,NA,expressed,FALSE,0.066769588243386,0.00234479425882918
EXOC7,IFT88,0.403,keep,NA,expressed,FALSE,0.066769588243386,0.00169037910960148
EXTL2,HS6ST1,0.48,keep,NA,expressed,FALSE,0.116936258041395,0.000710438215609323
FAM161A,SFTA3,0.444,keep,NA,expressed,FALSE,0.090602147927409,0.0581290207800083
FAM20A,SCG3,0.4,keep,NA,NA,FALSE,0.00119541912533394,0.0512999834076458
FAM20A,IGFBP7,0.461,keep,NA,NA,FALSE,0.00119541912533394,0.000201063755984576
FAM20A,MBTPS1,0.404,keep,NA,NA,FALSE,0.00119541912533394,0.00739477852390269
FAM20A,MXRA8,0.715,keep,NA,NA,FALSE,0.00119541912533394,0.000368348696227148
FAM228B,MINDY4,0.455,keep,NA,expressed,FALSE,0.00585592971138794,0.00617064016054614
FANCE,GATB,0.405,keep,NA,expressed,FALSE,7.47188314924801e-05,3.0826891712124e-05
FANCE,KCNQ2,0.469,keep,NA,expressed,FALSE,7.47188314924801e-05,3.44830359608765e-05
FANCE,RMI1,0.613,keep,NA,expressed,FALSE,7.47188314924801e-05,0.000759940660615514
FANCE,GAGE10,0.645,keep,NA,expressed,FALSE,7.47188314924801e-05,1.53076632917978e-06
FANCE,RPS6,0.976,keep,NA,expressed,FALSE,7.47188314924801e-05,0.00208068130791036
FANK1,RYBP,0.543,keep,NA,expressed,FALSE,6.99432274965655e-05,0.000529358720963454
FBLN1,SFRP1,0.467,keep,NA,expressed,FALSE,0.00666907917797056,0.261302351406635
FBLN1,LOXL1,0.534,keep,NA,expressed,FALSE,0.00666907917797056,2.37381432887821e-05
FBLN1,NID1,0.835,keep,NA,expressed,FALSE,0.00666907917797056,0.136260757932666
FBRSL1,RYBP,0.888,keep,NA,expressed,FALSE,0.00182342339266466,0.000529358720963454
FBXL16,SHANK2,0.402,keep,NA,expressed,FALSE,0.00219694802951909,0.03103521387539
FBXL16,KCNQ2,0.477,keep,NA,expressed,FALSE,0.00219694802951909,3.44830359608765e-05
FGF12,KIT,0.459,keep,NA,expressed,FALSE,0.125405368292902,0.0125550723908042
FGF12,SHH,0.408,keep,NA,expressed,TRUE,0.125405368292902,1
FGF12,FGFR3,0.664,keep,NA,expressed,FALSE,0.125405368292902,0.295248919125903
FGF12,FGFRL1,0.681,keep,NA,expressed,FALSE,0.125405368292902,0.000978274871152211
FGF12,KCNJ8,0.441,keep,NA,expressed,FALSE,0.125405368292902,9.18382668478654e-05
FGF12,IGF1R,0.441,keep,NA,expressed,FALSE,0.125405368292902,0.171417071798311
FGF19,NTRK2,0.692,keep,NA,expressed,FALSE,0.0069302583719036,0.67648009689057
FGF19,LTO1,0.91,keep,NA,expressed,FALSE,0.0069302583719036,3.95731024354662e-05
FGF19,KIT,0.768,keep,NA,expressed,FALSE,0.0069302583719036,0.0125550723908042
FGF19,FGFRL1,0.415,keep,NA,expressed,FALSE,0.0069302583719036,0.000978274871152211
FGF19,SHH,0.462,keep,NA,expressed,TRUE,0.0069302583719036,1
FGF19,NR1I2,0.483,keep,NA,expressed,FALSE,0.0069302583719036,0.000325764065971598
FGF19,IGF1R,0.718,keep,NA,expressed,FALSE,0.0069302583719036,0.171417071798311
FGF19,FGFR3,0.933,keep,NA,expressed,FALSE,0.0069302583719036,0.295248919125903
FGFR3,NTRK2,0.479,keep,NA,expressed,FALSE,0.295248919125903,0.67648009689057
FGFR3,SLC26A2,0.535,keep,NA,expressed,FALSE,0.295248919125903,4.89524637920315e-05
FGFR3,SHH,0.633,keep,NA,expressed,TRUE,0.295248919125903,1
FGFR3,OPCML,0.473,keep,NA,expressed,FALSE,0.295248919125903,0.0894844171973387
FGFR3,PTCH1,0.423,keep,NA,expressed,FALSE,0.295248919125903,0.283631394353462
FGFR3,HOPX,0.434,keep,NA,expressed,FALSE,0.295248919125903,0.0199523309435878
FGFR3,NTRK3,0.481,keep,NA,expressed,FALSE,0.295248919125903,0.0051870219629433
FGFR3,NES,0.545,keep,NA,expressed,FALSE,0.295248919125903,0.173820223332922
FGFR3,IDH1,0.599,keep,NA,expressed,FALSE,0.295248919125903,0.0449174326900351
FGFR3,RUNX2,0.675,keep,NA,expressed,FALSE,0.295248919125903,0.106668882179129
FGFR3,PGF,0.689,keep,NA,expressed,FALSE,0.295248919125903,0.0572424918375152
FLCN,ULK1,0.432,keep,NA,expressed,FALSE,2.87136688500623e-06,0.0108915758480401
FLCN,RAB34,0.539,keep,NA,expressed,FALSE,2.87136688500623e-06,6.46456284138747e-07
FLCN,RPS6,0.546,keep,NA,expressed,FALSE,2.87136688500623e-06,0.00208068130791036
FLCN,RRAGD,0.983,keep,NA,expressed,FALSE,2.87136688500623e-06,0.143208846793948
FMO5,NR1I2,0.411,keep,NA,expressed,FALSE,0.000460595665974712,0.000325764065971598
FMO5,WNT4,0.439,keep,NA,expressed,FALSE,0.000460595665974712,2.67780518301584e-05
FMO5,HDC,0.492,keep,NA,expressed,FALSE,0.000460595665974712,5.79124294606487e-05
FOXA2,SFRP1,0.5,keep,NA,expressed,FALSE,0.420851659651168,0.261302351406635
FOXA2,GLI1,0.511,keep,NA,expressed,FALSE,0.420851659651168,0.0788665442997865
FOXA2,NEUROG3,0.795,keep,NA,expressed,FALSE,0.420851659651168,0.00260619253597112
FOXA2,SALL1,0.526,keep,NA,expressed,FALSE,0.420851659651168,0.0263464310169133
FOXA2,GATA5,0.697,keep,NA,expressed,FALSE,0.420851659651168,0.000195961367269441
FOXA2,NPTX2,0.448,keep,NA,expressed,FALSE,0.420851659651168,0.0227163640340537
FOXA2,LEFTY1,0.514,keep,NA,expressed,FALSE,0.420851659651168,1.63782096055271e-05
FOXA2,SHH,0.956,keep,NA,expressed,TRUE,0.420851659651168,1
FOXA2,SOX7,0.588,keep,NA,expressed,FALSE,0.420851659651168,1.64338610316522e-06
FOXA2,PTCH1,0.443,keep,NA,expressed,FALSE,0.420851659651168,0.283631394353462
FOXA2,NR1I2,0.436,keep,NA,expressed,FALSE,0.420851659651168,0.000325764065971598
FOXA2,NKX2-1,0.778,keep,NA,expressed,FALSE,0.420851659651168,0.586649938657414
FOXA2,NES,0.637,keep,NA,expressed,FALSE,0.420851659651168,0.173820223332922
FOXA2,NKX6-2,0.822,keep,NA,expressed,FALSE,0.420851659651168,0.000621788683985722
FOXA2,LIN28A,0.433,keep,NA,expressed,FALSE,0.420851659651168,0.0109733262503473
FOXA2,NKX2-2,0.855,keep,NA,expressed,FALSE,0.420851659651168,0.338227513580033
FOXA2,TLE3,0.412,keep,NA,expressed,FALSE,0.420851659651168,0.00543477035828737
FOXA2,FOXD1,0.48,keep,NA,expressed,FALSE,0.420851659651168,8.85397674966948e-06
FOXB1,NEUROG3,0.437,keep,NA,expressed,FALSE,0.0366319420907818,0.00260619253597112
FOXB1,NKX2-8,0.408,keep,NA,expressed,FALSE,0.0366319420907818,0.107898960194206
FOXB1,SOX5,0.441,keep,NA,expressed,FALSE,0.0366319420907818,0.0556007423463522
FOXD1,SALL1,0.488,keep,NA,expressed,FALSE,8.85397674966948e-06,0.0263464310169133
FOXD1,WNT4,0.487,keep,NA,expressed,FALSE,8.85397674966948e-06,2.67780518301584e-05
FOXD1,SHH,0.605,keep,NA,expressed,TRUE,8.85397674966948e-06,1
FOXD1,NKX2-1,0.515,keep,NA,expressed,FALSE,8.85397674966948e-06,0.586649938657414
FOXO1,NEUROG3,0.488,keep,NA,expressed,FALSE,0.0773664950596631,0.00260619253597112
FOXO1,RORA,0.631,keep,NA,expressed,FALSE,0.0773664950596631,0.15983739651228
FOXO1,S1PR1,0.468,keep,NA,expressed,FALSE,0.0773664950596631,0.0156795484615698
FOXO1,ULK1,0.464,keep,NA,expressed,FALSE,0.0773664950596631,0.0108915758480401
FOXO1,NR1I2,0.779,keep,NA,expressed,FALSE,0.0773664950596631,0.000325764065971598
FOXO1,NKX6-2,0.415,keep,NA,expressed,FALSE,0.0773664950596631,0.000621788683985722
FOXO1,RUNX2,0.68,keep,NA,expressed,FALSE,0.0773664950596631,0.106668882179129
FOXO1,NCOA3,0.544,keep,NA,expressed,FALSE,0.0773664950596631,0.00236981990238958
FOXO1,GLP1R,0.644,keep,NA,expressed,FALSE,0.0773664950596631,0.00371453529508141
FOXO1,OGT,0.948,keep,NA,expressed,FALSE,0.0773664950596631,3.14298808498165e-05
FOXO1,RBM3,0.439,keep,NA,expressed,FALSE,0.0773664950596631,1.72982280594264e-05
FOXO1,IKZF4,0.449,keep,NA,expressed,FALSE,0.0773664950596631,0.00905381620745349
FOXO1,RPS6,0.461,keep,NA,expressed,FALSE,0.0773664950596631,0.00208068130791036
FOXO1,IGF1R,0.783,keep,NA,expressed,FALSE,0.0773664950596631,0.171417071798311
FRZB,SFRP1,0.466,keep,tested,expressed,FALSE,0.556107652448465,0.261302351406635
FRZB,WNT4,0.626,keep,tested,expressed,FALSE,0.556107652448465,2.67780518301584e-05
FRZB,SMOC2,0.428,keep,tested,expressed,FALSE,0.556107652448465,0.00420145746087071
FRZB,SHH,0.438,keep,tested,expressed,TRUE,0.556107652448465,1
FRZB,RUNX2,0.452,keep,tested,expressed,FALSE,0.556107652448465,0.106668882179129
FRZB,VANGL2,0.652,keep,tested,expressed,FALSE,0.556107652448465,0.00279506704500166
FZD10,SFRP1,0.716,keep,NA,expressed,FALSE,2.92694764823093e-05,0.261302351406635
FZD10,VANGL2,0.425,keep,NA,expressed,FALSE,2.92694764823093e-05,0.00279506704500166
FZD10,NKD1,0.518,keep,NA,expressed,FALSE,2.92694764823093e-05,0.265435522372461
FZD10,WNT4,0.859,keep,NA,expressed,FALSE,2.92694764823093e-05,2.67780518301584e-05
FZD9,SFRP1,0.726,keep,NA,expressed,FALSE,0.00562768889898243,0.261302351406635
FZD9,NKD1,0.449,keep,NA,expressed,FALSE,0.00562768889898243,0.265435522372461
FZD9,NTRK2,0.444,keep,NA,expressed,FALSE,0.00562768889898243,0.67648009689057
FZD9,WNT4,0.958,keep,NA,expressed,FALSE,0.00562768889898243,2.67780518301584e-05
FZD9,SHH,0.592,keep,NA,expressed,TRUE,0.00562768889898243,1
FZD9,VANGL2,0.869,keep,NA,expressed,FALSE,0.00562768889898243,0.00279506704500166
G6PD,IDH1,0.781,keep,NA,expressed,FALSE,0.00275233443138684,0.0449174326900351
G6PD,PC,0.795,keep,NA,expressed,FALSE,0.00275233443138684,1.88604643863344e-05
GABRG2,GRIA4,0.486,keep,NA,expressed,FALSE,1.87774802839506e-05,0.0758217147837081
GABRG2,GRM7,0.459,keep,NA,expressed,FALSE,1.87774802839506e-05,2.31625824880652e-06
GABRG2,KCNQ2,0.709,keep,NA,expressed,FALSE,1.87774802839506e-05,3.44830359608765e-05
GABRG2,GRIK3,0.431,keep,NA,expressed,FALSE,1.87774802839506e-05,0.334102706504597
GABRG2,NOVA1,0.727,keep,NA,expressed,FALSE,1.87774802839506e-05,0.0362625648550079
GABRG2,GABRQ,0.789,keep,NA,expressed,FALSE,1.87774802839506e-05,0.00117591975633076
GAGE10,RPS6,0.786,keep,NA,expressed,FALSE,1.53076632917978e-06,0.00208068130791036
GALNS,GNPTG,0.448,keep,NA,expressed,FALSE,0.00154854465539406,0.0699197877994745
GALNS,NCAN,0.408,keep,NA,expressed,FALSE,0.00154854465539406,0.000633479086048406
GALNT9,SHANK2,0.405,keep,NA,expressed,FALSE,0.000386924660042581,0.03103521387539
GALR1,OPRD1,0.717,keep,NA,expressed,FALSE,0.0249606022835015,3.16533729620832e-06
GALR1,GPSM1,0.4,keep,NA,expressed,FALSE,0.0249606022835015,9.74350555687654e-05
GALR1,GPER1,0.503,keep,NA,expressed,FALSE,0.0249606022835015,2.48754901677785e-06
GALR1,NMUR1,0.539,keep,NA,expressed,FALSE,0.0249606022835015,0.000391322258000677
GATA5,SFRP1,0.521,keep,NA,expressed,FALSE,0.000195961367269441,0.261302351406635
GATA5,MCM6,0.549,keep,NA,expressed,FALSE,0.000195961367269441,4.97238688688167e-05
GATA5,ZFPM2,0.815,keep,NA,expressed,FALSE,0.000195961367269441,0.000180367609084725
GATB,PC,0.837,keep,NA,NA,FALSE,3.0826891712124e-05,1.88604643863344e-05
GCGR,RAMP2,0.441,keep,NA,expressed,FALSE,0.000131257808137947,0.00123212236181029
GCGR,GLP1R,0.693,keep,NA,expressed,FALSE,0.000131257808137947,0.00371453529508141
GDI2,RIN3,0.4,keep,NA,expressed,FALSE,1.08151808332941e-05,0.00123469978109822
GDI2,RIN2,0.434,keep,NA,expressed,FALSE,1.08151808332941e-05,0.00178223908646664
GDI2,RAB34,0.46,keep,NA,expressed,FALSE,1.08151808332941e-05,6.46456284138747e-07
GDI2,RAB31,0.908,keep,NA,expressed,FALSE,1.08151808332941e-05,0.0606393158909475
GFRA2,GFRA3,0.695,keep,NA,expressed,FALSE,0.000831208164691802,0.000228792591034652
GFRA2,NTRK2,0.54,keep,NA,expressed,FALSE,0.000831208164691802,0.67648009689057
GFRA2,NTRK3,0.528,keep,NA,expressed,FALSE,0.000831208164691802,0.0051870219629433
GFRA2,NCAM1,0.738,keep,NA,expressed,FALSE,0.000831208164691802,0.0806611808596926
GFRA3,PGF,0.411,keep,NA,expressed,FALSE,0.000228792591034652,0.0572424918375152
GFRA3,NTRK3,0.457,keep,NA,expressed,FALSE,0.000228792591034652,0.0051870219629433
GFRA3,NTRK2,0.612,keep,NA,expressed,FALSE,0.000228792591034652,0.67648009689057
GLI1,SFRP1,0.691,keep,NA,expressed,FALSE,0.0788665442997865,0.261302351406635
GLI1,HEY1,0.403,keep,NA,expressed,FALSE,0.0788665442997865,0.0246888393136628
GLI1,IGF1R,0.407,keep,NA,expressed,FALSE,0.0788665442997865,0.171417071798311
GLI1,WNT4,0.424,keep,NA,expressed,FALSE,0.0788665442997865,2.67780518301584e-05
GLI1,NKX6-2,0.434,keep,NA,expressed,FALSE,0.0788665442997865,0.000621788683985722
GLI1,NKX2-1,0.451,keep,NA,expressed,FALSE,0.0788665442997865,0.586649938657414
GLI1,PSMA7,0.458,keep,NA,expressed,FALSE,0.0788665442997865,0.00116336248587619
GLI1,KIT,0.536,keep,NA,expressed,FALSE,0.0788665442997865,0.0125550723908042
GLI1,SMAD7,0.577,keep,NA,expressed,FALSE,0.0788665442997865,0.0125828322890138
GLI1,NES,0.587,keep,NA,expressed,FALSE,0.0788665442997865,0.173820223332922
GLI1,NKX2-2,0.591,keep,NA,expressed,FALSE,0.0788665442997865,0.338227513580033
GLI1,RUNX2,0.689,keep,NA,expressed,FALSE,0.0788665442997865,0.106668882179129
GLI1,IFT88,0.775,keep,NA,expressed,FALSE,0.0788665442997865,0.00169037910960148
GLI1,ULK3,0.84,keep,NA,expressed,FALSE,0.0788665442997865,0.00971892984491926
GLI1,PTCH2,0.842,keep,NA,expressed,FALSE,0.0788665442997865,0.000194951209067738
GLI1,STK36,0.966,keep,NA,expressed,FALSE,0.0788665442997865,0.0226638194743119
GLI1,PTCH1,0.978,keep,NA,expressed,FALSE,0.0788665442997865,0.283631394353462
GLI1,SHH,0.979,keep,NA,expressed,TRUE,0.0788665442997865,1
GLP1R,PGRMC1,0.421,keep,NA,expressed,FALSE,0.00371453529508141,0.0892456911123242
GLP1R,NEUROG3,0.683,keep,NA,expressed,FALSE,0.00371453529508141,0.00260619253597112
GLP1R,NKX6-2,0.449,keep,NA,expressed,FALSE,0.00371453529508141,0.000621788683985722
GLP1R,NOX1,0.525,keep,NA,expressed,FALSE,0.00371453529508141,1.16118474235855e-05
GNA14,TACR1,0.698,keep,NA,expressed,FALSE,9.09557946702484e-05,0.000432676792211211
GNA14,ITPR1,0.63,keep,NA,expressed,FALSE,9.09557946702484e-05,0.00135768713405362
GNA14,QKI,0.402,keep,NA,expressed,FALSE,9.09557946702484e-05,0.437431013922024
GNA14,TBXA2R,0.728,keep,NA,expressed,FALSE,9.09557946702484e-05,1.03446255486744e-05
GNPTG,MBTPS1,0.514,keep,NA,expressed,FALSE,0.0699197877994745,0.00739477852390269
GNPTG,MYORG,0.535,keep,NA,expressed,FALSE,0.0699197877994745,0.0233925512444534
GPER1,PGRMC1,0.548,keep,NA,expressed,FALSE,2.48754901677785e-06,0.0892456911123242
GPER1,OPRD1,0.517,keep,NA,expressed,FALSE,2.48754901677785e-06,3.16533729620832e-06
GPER1,NMUR1,0.508,keep,NA,expressed,FALSE,2.48754901677785e-06,0.000391322258000677
GPER1,GPSM1,0.413,keep,NA,expressed,FALSE,2.48754901677785e-06,9.74350555687654e-05
GPER1,IGF1R,0.565,keep,NA,expressed,FALSE,2.48754901677785e-06,0.171417071798311
GPRIN2,SHANK2,0.488,keep,NA,expressed,FALSE,0.00564709931246992,0.03103521387539
GPSM1,OPRD1,0.4,keep,NA,expressed,FALSE,9.74350555687654e-05,3.16533729620832e-06
GPSM1,NMUR1,0.4,keep,NA,expressed,FALSE,9.74350555687654e-05,0.000391322258000677
GPSM1,GRM7,0.445,keep,NA,expressed,FALSE,9.74350555687654e-05,2.31625824880652e-06
GPSM1,HTR1D,0.424,keep,NA,expressed,FALSE,9.74350555687654e-05,0.255519957979713
GPSM1,GRM4,0.417,keep,NA,expressed,FALSE,9.74350555687654e-05,0.00111072790924883
GPSM1,GRM6,0.468,keep,NA,expressed,FALSE,9.74350555687654e-05,1.55884383730995e-06
GREB1,SALL1,0.435,keep,NA,expressed,FALSE,0.00694446146709049,0.0263464310169133
GREB1,WNT4,0.496,keep,NA,expressed,FALSE,0.00694446146709049,2.67780518301584e-05
