"Gene","Percentage"
"CREB3L2",15.0641025641026
"ZNF106",36.8589743589744
"ID1",81.4102564102564
"SEMA3F",11.2179487179487
"ELK4",18.2692307692308
"SHROOM3",30.7692307692308
"OSBPL6",9.2948717948718
"BAIAP2L1",9.2948717948718
"ENTPD4",31.7307692307692
"MALT1",14.7435897435897
"LMO1",7.37179487179487
"EDA2R",3.2051282051282
"HIBADH",17.3076923076923
"IMMP1L",66.6666666666667
"GAS2L3",11.2179487179487
"DBP",20.1923076923077
"FERMT2",46.474358974359
"SULT1C2",1.28205128205128
"SOBP",10.8974358974359
"ATP1B3",78.8461538461538
"APLP2",68.5897435897436
"MAX",21.1538461538462
"EHD4",10.5769230769231
"DHCR7",48.3974358974359
"CEP57",66.6666666666667
"WDR43",58.3333333333333
"TBC1D9",10.5769230769231
"SLC25A37",60.5769230769231
"RASSF3",3.2051282051282
"PRR11",18.5897435897436
"TPM4",81.4102564102564
"CA4",3.2051282051282
"SLC1A5",45.1923076923077
"WHAMM",8.33333333333333
"CAPN7",18.2692307692308
"BTG2",19.8717948717949
"IRF2BP2",22.1153846153846
"LARP4B",15.3846153846154
"RRBP1",32.3717948717949
"TLCD1",8.01282051282051
"SLCO3A1",7.69230769230769
"AKAP9",65.7051282051282
"BBC3",10.8974358974359
"KCNJ13",4.48717948717949
"NEBL",18.9102564102564
"HUNK",11.5384615384615
"UNC80",3.2051282051282
"FOS",20.1923076923077
"PGRMC2",42.9487179487179
"CCDC60",1.6025641025641
"C9orf40",29.1666666666667
"SNAPC1",38.7820512820513
"PPFIBP1",33.974358974359
"ELP4",18.9102564102564
"UBE2S",83.974358974359
"ASCC3",38.7820512820513
"ACSL4",47.7564102564103
"IER5",16.6666666666667
"ANK1",0.641025641025641
"TIFA",8.97435897435897
"FOXP4",18.5897435897436
"EXPH5",1.28205128205128
"KLF7",6.41025641025641
"SIX4",8.65384615384615
"ATOH8",6.73076923076923
"MED8",35.8974358974359
"G2E3",47.7564102564103
"ZC3HAV1",16.3461538461538
"TFE3",4.16666666666667
"EGR1",8.97435897435897
"MYO9A",12.8205128205128
"RSRC2",93.2692307692308
"SLC50A1",21.7948717948718
"ZNF483",10.2564102564103
"BLOC1S2",52.5641025641026
"S100A10",24.6794871794872
"NQO1",9.61538461538462
"PCDH18",33.0128205128205
"NECAB2",21.7948717948718
"JUNB",7.05128205128205
"FHL3",15.3846153846154
"KIRREL3",0.641025641025641
"FARP1",47.7564102564103
"MCF2L2",1.6025641025641
"CLOCK",19.5512820512821
"CREG1",26.6025641025641
"SEMA6B",8.33333333333333
"ARMCX1",32.3717948717949
"GRAMD1A",27.8846153846154
"NDEL1",11.5384615384615
"HES1",84.2948717948718
"KLF4",1.6025641025641
"MAD2L1",76.2820512820513
"CD4",2.88461538461538
"PFKP",10.8974358974359
"KMT2A",72.7564102564102
"EMP3",15.3846153846154
"CAB39L",3.84615384615385
"ZFP36",2.88461538461538
"CALCB",5.12820512820513
"SLC31A1",22.4358974358974
"DIO3OS",3.84615384615385
"SYT9",0.961538461538462
"MARVELD1",10.8974358974359
"HMMR",46.7948717948718
"TRIB3",1.6025641025641
"TMEM59L",7.37179487179487
"BARX1",2.88461538461538
"FAM222B",15.3846153846154
"HMGA1",99.6794871794872
"ERAP1",1.28205128205128
"PDXDC1",26.2820512820513
"TRIP6",47.4358974358974
"MCEE",9.2948717948718
"SLC2A12",5.12820512820513
"SNX9",16.025641025641
"ATAD5",49.3589743589744
"BCAS4",23.0769230769231
"SETD7",8.01282051282051
"CDCA7L",48.0769230769231
"FOSL2",4.80769230769231
"HCFC1R1",26.2820512820513
"ACOXL",0.32051282051282
"PRUNE2",2.56410256410256
"SCYL1",16.9871794871795
"GDF10",0.961538461538462
"HECA",8.01282051282051
"ANKRD18B",6.73076923076923
"MYLIP",4.16666666666667
"TRPC4AP",21.1538461538462
"GPX8",43.5897435897436
"HSD17B7",41.3461538461538
"ZNF680",34.6153846153846
"FBXW7",22.1153846153846
"SDC1",24.3589743589744
"BEX5",8.65384615384615
"VAT1",33.0128205128205
"TACC3",35.2564102564103
"ATXN7",18.9102564102564
"SIPA1L1",19.2307692307692
"ESYT2",7.37179487179487
"RLIM",27.8846153846154
"MANSC1",2.56410256410256
"SRF",7.05128205128205
"PSRC1",29.1666666666667
"SLC16A4",1.92307692307692
"LFNG",55.4487179487179
"ZFP36L2",77.8846153846154
"BGN",4.16666666666667
"AMPH",11.8589743589744
"NFKB2",2.88461538461538
"ITGA5",12.1794871794872
"FZD3",81.0897435897436
"FLVCR1",27.5641025641026
"CLMP",4.48717948717949
"SV2A",23.7179487179487
"DDIT3",10.8974358974359
"GAS6",12.5
"PRPH",2.56410256410256
"CENPA",27.8846153846154
"PYGL",8.01282051282051
"DNAH11",1.6025641025641
"ROMO1",84.9358974358974
"MYBL1",6.41025641025641
"SULT4A1",7.69230769230769
"SEC14L6",0.32051282051282
"KMT2C",33.3333333333333
"ALDOC",14.1025641025641
"HSPA6",2.56410256410256
"ZBTB38",13.1410256410256
"SGIP1",2.24358974358974
"RUNDC3B",0.32051282051282
"PCP4",7.05128205128205
"LEFTY2",0.961538461538462
"KIF20A",16.025641025641
"B4GALT1",7.37179487179487
"PHYHIPL",11.8589743589744
"STK40",9.2948717948718
"MRPL14",74.6794871794872
"MCOLN2",0
"PCDH10",2.56410256410256
"SLC17A5",6.08974358974359
"COQ10B",9.2948717948718
"DUSP5",0.961538461538462
"ZC3H15",90.7051282051282
"HDAC5",22.7564102564103
"CEP57L1",25.3205128205128
"GNE",8.65384615384615
"TRIM5",3.2051282051282
"ATAD3B",12.8205128205128
"PSMD10",37.1794871794872
"LRRC8C",2.56410256410256
"RDH11",53.8461538461538
"SEZ6L2",12.5
"MALSU1",51.6025641025641
"LDLR",23.3974358974359
"TMEM241",4.48717948717949
"KLF5",0.961538461538462
"MEIS2",50.3205128205128
"DAPK3",13.7820512820513
"ARL14EP",43.9102564102564
"CCK",4.16666666666667
"TNFAIP2",0.32051282051282
"ULBP1",0
"CDH4",5.12820512820513
"CHODL",3.2051282051282
"DNAJB5",4.80769230769231
"RNPC3",20.1923076923077
"NCR3LG1",0.641025641025641
"SH3RF1",12.8205128205128
"DDX60",0.961538461538462
"PLEKHG4B",24.6794871794872
"MASTL",19.5512820512821
"RAB33B",8.65384615384615
"UBE2L6",59.2948717948718
"NAB2",10.2564102564103
"PTPDC1",5.12820512820513
"ZSCAN20",2.24358974358974
"CNTNAP2",60.2564102564103
"ARMCX2",51.9230769230769
"LCAT",0.961538461538462
"FOLR1",2.88461538461538
"DAP",35.2564102564103
"PHIP",81.0897435897436
"HSPB8",0
"MED12L",10.8974358974359
"NMT1",66.3461538461538
"CCDC6",32.6923076923077
"EFNA5",41.025641025641
"RNF149",12.8205128205128
"CEP290",45.1923076923077
"DUSP3",10.8974358974359
"YTHDF1",17.3076923076923
"DRAP1",86.8589743589744
"ESPN",1.28205128205128
"HOMER2",7.37179487179487
"ZFYVE9",17.9487179487179
"ENTPD6",15.3846153846154
"SLC7A8",22.1153846153846
"TMEM41B",38.1410256410256
"DUSP1",32.0512820512821
"KCNQ3",1.6025641025641
"CCKBR",1.6025641025641
"KIF1A",8.65384615384615
"CDC42EP1",14.7435897435897
"GNPNAT1",34.9358974358974
"BAALC",29.1666666666667
"NEUROG2",14.7435897435897
"B3GNT2",12.8205128205128
"TMEM214",13.4615384615385
"CTH",11.2179487179487
"MAPKBP1",4.80769230769231
"FOXN3-AS1",4.16666666666667
"GXYLT2",2.88461538461538
"MAFG",18.2692307692308
"PLP1",20.8333333333333
"MTHFD1L",29.8076923076923
"MMP17",2.24358974358974
"ARL4D",21.7948717948718
"PLA2G3",6.73076923076923
"PPARGC1A",0.961538461538462
"ZIC1",20.8333333333333
"OGFOD1",29.8076923076923
"LAMB2",7.05128205128205
"ARID4B",67.3076923076923
"TRIM59",23.3974358974359
"NEK2",27.8846153846154
"ACSS2",7.37179487179487
"LTBP4",19.5512820512821
"TRPM8",4.80769230769231
"FAM184B",0.961538461538462
"C1RL-AS1",0.32051282051282
"CEND1",11.8589743589744
"GAP43",7.37179487179487
"PECR",13.1410256410256
"RUFY3",35.5769230769231
"SPATA2L",3.2051282051282
"CNN1",1.28205128205128
"CLVS1",3.2051282051282
"MAFF",8.97435897435897
"ANK3",28.8461538461538
"ZNF792",2.24358974358974
"AKIP1",22.7564102564103
"ATP6V1E2",6.08974358974359
"TOM1L1",28.525641025641
"SEC61A1",27.5641025641026
"GREB1L",26.9230769230769
"RBFOX2",59.2948717948718
"BCL2L10",0.32051282051282
"OXNAD1",10.8974358974359
"TXNRD2",13.1410256410256
"NAA25",35.5769230769231
"TRAPPC1",78.525641025641
"CHEK2",22.4358974358974
"SRD5A3",8.33333333333333
"SLITRK1",1.28205128205128
"LPAR6",13.7820512820513
"SFMBT1",13.4615384615385
"CDC25C",16.025641025641
"CACHD1",30.7692307692308
"EMB",10.8974358974359
"DGKA",0.32051282051282
"PTPN14",13.7820512820513
"FAM169A",8.97435897435897
"ZNF234",9.2948717948718
"FCRLB",3.2051282051282
"ACTC1",20.5128205128205
"FANCM",15.0641025641026
"FAM89A",16.025641025641
"ARAP2",0.641025641025641
"SMNDC1",38.4615384615385
"NCAPD2",31.7307692307692
"NDST4",4.16666666666667
"VSTM2A",1.6025641025641
"TMED9",73.3974358974359
"BET1L",10.5769230769231
"GNB5",11.8589743589744
"FAM229A",6.08974358974359
"ZRANB1",22.1153846153846
"KLHL15",7.37179487179487
"SPRED2",13.7820512820513
"PFKFB2",1.92307692307692
"TADA3",50.9615384615385
"FBXO24",1.28205128205128
"TYW5",14.1025641025641
"NKAPL",3.2051282051282
"STMN4",30.1282051282051
"EDA",2.56410256410256
"CCAR1",75.6410256410256
"MAP3K2",25.3205128205128
"COL4A6",28.2051282051282
"TKTL1",1.28205128205128
"PART1",1.6025641025641
"RPRM",16.9871794871795
"CA3",2.56410256410256
"SRPX",4.48717948717949
"MXRA5",1.6025641025641
"PEMT",44.8717948717949
"KDSR",37.5
"VAV3",3.2051282051282
"DSE",13.7820512820513
"LIPG",8.33333333333333
"RGS17",11.8589743589744
"TNFRSF1A",15.3846153846154
"NDNF",14.4230769230769
"SLFN12",1.6025641025641
"DTNA",14.4230769230769
"HERC5",3.52564102564103
"SLC16A14",13.7820512820513
"PCDH11X",6.41025641025641
"CEP85",13.4615384615385
"CEBPG",30.7692307692308
"CLCN6",10.5769230769231
"DNER",3.2051282051282
"NPC1",8.65384615384615
"SPTLC3",0
"UBE2M",80.1282051282051
"AVEN",40.3846153846154
"SCAF1",19.5512820512821
"ADAMTS9-AS2",6.08974358974359
"MED30",41.9871794871795
"UBE2O",25.3205128205128
"TXLNG",29.8076923076923
"GOLGB1",61.2179487179487
"TICRR",12.5
"NFKBIE",8.97435897435897
"PPM1A",33.0128205128205
"CEP152",21.1538461538462
"TSC22D2",17.3076923076923
"MED20",14.1025641025641
"PSKH1",10.2564102564103
"UCHL5",32.6923076923077
"MAP7D2",5.12820512820513
"DLGAP3",0.32051282051282
"MTM1",5.76923076923077
"EMX2",100
