"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ENSG00000233750",2.00442598841195,0.35881622152115,0.729222601085446,0.492053072665402,0.622681825361536,0.810817985489641,"CICP27"
"ENSG00000268903",4.77040879192385,-0.127100422263788,0.436114366970238,-0.291438282913668,0.770716139081766,0.897335706658025,NA
"ENSG00000225972",1.87499899371487,2.08735877857421,1.0851190373158,1.92362193159711,0.0544019899745197,0.18299945340383,"MTND1P23"
"ENSG00000225630",6.91148403097614,-0.236863441108136,0.366144451598695,-0.646912550699374,0.517688542494015,0.739270907890402,"MTND2P28"
"ENSG00000248527",39.3526490534221,0.498717610256531,0.19789464801536,2.52011671491906,0.0117315927039356,0.0602058570031676,"MTATP6P1"
"ENSG00000198744",14.0949803302297,-0.116705822584215,0.335831205637773,-0.347513335940835,0.728205701432642,0.874072978654465,"MTCO3P12"
"ENSG00000228794",12.0519182629404,0.1257383076388,0.283775061663948,0.443091464420864,0.657699578815149,0.832389364788753,"LINC01128"
"ENSG00000225880",1.34429275659499,0.911628395073705,0.98446045056698,0.926018302257517,0.354436468892525,0.60310814347619,NA
"ENSG00000187961",17.6353733175497,-0.617167862751718,0.248104858768935,-2.48752832094473,0.0128634211216514,0.0643363391924698,"KLHL17"
"ENSG00000272512",3.55461220881713,0.607830865711482,0.626447710237934,0.970281885906518,0.331906003811109,0.580844188944313,NA
"ENSG00000188290",57.0680374954803,0.705425050549195,0.181857581481855,3.87899720650128,0.000104887959272431,0.00122979704051556,"HES4"
"ENSG00000187608",1348.45874235034,0.243631142907043,0.0765009697152443,3.18468045325306,0.00144913929059646,0.011267714846688,"ISG15"
"ENSG00000188157",12.5065170707999,0.561082747375589,0.398919243891737,1.40650709627802,0.159573598893,0.377899440898657,"AGRN"
"ENSG00000217801",5.65211796017068,0.120701773712163,0.439574760900548,0.274587588843554,0.78363310261476,0.904864456766881,NA
"ENSG00000131591",13.2514575009842,0.138105730186419,0.269189087852902,0.513043568325796,0.607920844573782,0.801156419942992,"C1orf159"
"ENSG00000285812",8.12908267230582,-0.333176471522334,0.357048835630931,-0.933139778858507,0.350747802964385,0.599665703266388,NA
"ENSG00000078808",76.452994188649,-0.15852299890594,0.123923339291987,-1.27920212456856,0.200825887906613,0.433507095410183,"SDF4"
"ENSG00000176022",57.7970580886713,0.0554616797715084,0.122756219639913,0.451803419282516,0.651410606232883,0.828190223431772,"B3GALT6"
"ENSG00000184163",14.0342099483734,0.955470915838902,0.424055886711847,2.25317215437728,0.02424829639846,0.103556258786005,"C1QTNF12"
"ENSG00000160087",105.727111600352,-0.0771999113038429,0.0957352406315296,-0.806389693017784,0.42001818803817,0.662308987218301,"UBE2J2"
"ENSG00000162572",13.0751730769844,-0.556547083988347,0.287364931687448,-1.93672582357291,0.0527788673624371,0.179115332019736,"SCNN1D"
"ENSG00000131584",32.0002913954867,-0.144412085063691,0.166070834910727,-0.869581255139236,0.384529285292101,0.630453121900833,"ACAP3"
"ENSG00000169972",9.24753110528067,0.982663516278555,0.344539946585064,2.85210329315456,0.00434309852339751,0.0276612044188208,"PUSL1"
"ENSG00000127054",75.8484880080017,-0.0337724607737199,0.112860127498836,-0.299241738620828,0.764755604658408,0.8939665261704,"INTS11"
"ENSG00000240731",2.39241214393186,-0.714375443408835,0.604101965662898,-1.182541166912,0.236991041038258,0.477839079127771,NA
"ENSG00000224051",17.7028438805923,-0.308202874529518,0.211198850915533,-1.45930185317524,0.144482045578524,0.354527906734275,"CPTP"
"ENSG00000107404",73.7452088736119,0.144535109907717,0.128258508990815,1.12690464784732,0.259782798048064,0.504337469222735,"DVL1"
"ENSG00000162576",51.2521363641294,-1.64301682768321,0.178210997920253,-9.21950298723107,2.98480485973736e-20,2.88559891786747e-18,"MXRA8"
"ENSG00000175756",110.553274048277,-0.168488831496474,0.0958970938576419,-1.75697536514082,0.0789220082927354,0.23639573338948,"AURKAIP1"
"ENSG00000221978",271.348236197151,-0.227714389331596,0.100085146594058,-2.27520663236072,0.0228935371979778,0.0992468661576411,"CCNL2"
"ENSG00000224870",7.32679387073493,-0.5495359914849,0.335612502203188,-1.63741215800178,0.10154437954052,0.28066926918116,"MRPL20-AS1"
"ENSG00000242485",125.363985885096,-0.128647273986908,0.0968585309982077,-1.32819765756398,0.184112818052595,0.412465010368622,"MRPL20"
"ENSG00000272455",5.27299763648893,0.473781788220895,0.443754448427096,1.06766656627383,0.285670944947675,0.532528594989953,NA
"ENSG00000235098",20.6530787670485,1.03710992333285,0.212675926252569,4.87648010570415,1.07995574344144e-06,2.07373820999518e-05,"ANKRD65"
"ENSG00000205116",6.36209851239421,0.195914266293224,0.373597618870229,0.52439912996682,0.600000961538168,0.796220664968971,"TMEM88B"
"ENSG00000179403",43.6595659358156,0.820694003043649,0.148121748596912,5.540671851485,3.01313378693741e-08,7.77765651926227e-07,"VWA1"
"ENSG00000160072",22.2618141961483,-0.208224490239065,0.235159499166209,-0.885460680845781,0.375908217099697,0.621497126432625,"ATAD3B"
"ENSG00000197785",28.2439964803831,-0.0674374910340536,0.177287106487998,-0.380385761660672,0.703659082272243,0.860284952558719,"ATAD3A"
"ENSG00000205090",12.7916057715522,-0.129412015444636,0.30861416278904,-0.41933271718673,0.674972988982692,0.843338057727142,"TMEM240"
"ENSG00000160075",149.179636163261,-0.301985464644177,0.0877205189483091,-3.44258638987449,0.000576179800998737,0.00525622566315242,"SSU72"
"ENSG00000228594",17.5419478778092,-0.384065070524281,0.218963176998171,-1.75401670632268,0.0794276445661545,0.237431162711159,"FNDC10"
