#node	identifier	node_degree
SFRP1	9606.ENSP00000220772	17
SFXN5	9606.ENSP00000272433	0
SGCE	9606.ENSP00000496268	5
SH3BGRL2	9606.ENSP00000358853	0
SHANK1	9606.ENSP00000293441	8
SHANK2	9606.ENSP00000345193	7
SHB	9606.ENSP00000366936	3
SHH	9606.ENSP00000297261	49
SHISAL1	9606.ENSP00000370568	1
SHISAL2B	9606.ENSP00000373726	0
SHROOM3	9606.ENSP00000296043	1
SLC12A4	9606.ENSP00000395983	0
SLC1A5	9606.ENSP00000444408	8
SLC20A2	9606.ENSP00000429754	4
SLC25A37	9606.ENSP00000429200	0
SLC35F1	9606.ENSP00000353557	2
SLC38A7	9606.ENSP00000454646	1
SLC3A2	9606.ENSP00000367123	3
SLC5A3	9606.ENSP00000370543	1
SLC66A3	9606.ENSP00000295083	0
SLIT1	9606.ENSP00000266058	6
SMAD7	9606.ENSP00000262158	14
SMARCC2	9606.ENSP00000449396	4
SMC5	9606.ENSP00000354957	3
SMCO4	9606.ENSP00000298966	0
SMIM32	9606.ENSP00000490028	0
SMOC1	9606.ENSP00000355110	4
SOBP	9606.ENSP00000318900	0
SORCS1	9606.ENSP00000263054	1
SOWAHC	9606.ENSP00000365830	7
SOX1	9606.ENSP00000330218	20
SOX2	9606.ENSP00000323588	53
SOX5	9606.ENSP00000398273	8
SP8	9606.ENSP00000408792	5
SPON1	9606.ENSP00000460236	4
SPRY1	9606.ENSP00000481675	2
SPTSSB	9606.ENSP00000352097	0
SRSF6	9606.ENSP00000244020	2
SSBP3	9606.ENSP00000360371	3
SSPN	9606.ENSP00000242729	4
ST8SIA1	9606.ENSP00000379353	1
STK36	9606.ENSP00000295709	5
STOM	9606.ENSP00000286713	8
SULT1C2	9606.ENSP00000319622	0
SURF4	9606.ENSP00000361057	3
SYNDIG1	9606.ENSP00000366058	2
TBC1D9	9606.ENSP00000411197	2
TERF2IP	9606.ENSP00000300086	1
TET3	9606.ENSP00000386869	2
TEX15	9606.ENSP00000493555	1
TEX2	9606.ENSP00000258991	0
TFPI2	9606.ENSP00000222543	2
TGFBR1	9606.ENSP00000447297	19
TIAM1	9606.ENSP00000286827	5
TLE2	9606.ENSP00000466542	6
TMEM132B	9606.ENSP00000299308	1
TMEM68	9606.ENSP00000395204	1
TMEM98	9606.ENSP00000463245	2
TMOD2	9606.ENSP00000249700	5
TMSB10	9606.ENSP00000233143	2
TMTC2	9606.ENSP00000322300	0
TNC	9606.ENSP00000265131	5
TNRC6B	9606.ENSP00000401946	7
TNRC6C	9606.ENSP00000336783	7
TOX	9606.ENSP00000354842	0
TOX3	9606.ENSP00000219746	5
TPBG	9606.ENSP00000358765	0
TPM1	9606.ENSP00000351022	11
TPM4	9606.ENSP00000494125	8
TRH	9606.ENSP00000303452	2
TRIB1	9606.ENSP00000312150	4
TSPAN13	9606.ENSP00000262067	0
TTC3	9606.ENSP00000381981	1
UBC	9606.ENSP00000441543	35
UBL3	9606.ENSP00000370055	0
ULK1	9606.ENSP00000324560	7
ULK3	9606.ENSP00000400312	5
UNC5D	9606.ENSP00000385143	6
UPF3A	9606.ENSP00000364448	4
USO1	9606.ENSP00000264904	7
USP44	9606.ENSP00000258499	2
VAT1L	9606.ENSP00000303129	1
VAX1	9606.ENSP00000358207	5
VAX2	9606.ENSP00000234392	3
VCL	9606.ENSP00000211998	23
VGF	9606.ENSP00000249330	3
WDR43	9606.ENSP00000384302	1
WHAMM	9606.ENSP00000286760	1
WNT5B	9606.ENSP00000380379	6
XBP1	9606.ENSP00000216037	10
YBX3	9606.ENSP00000228251	0
ZFPL1	9606.ENSP00000294258	2
ZGRF1	9606.ENSP00000424737	1
ZIC2	9606.ENSP00000365514	15
ZIC3	9606.ENSP00000287538	13
ZIC5	9606.ENSP00000267294	3
ZMAT1	9606.ENSP00000361868	0
ZMIZ1	9606.ENSP00000334474	0
ZNF106	9606.ENSP00000263805	1
ZNF362	9606.ENSP00000446335	2
ZNF385B	9606.ENSP00000386845	2
ZNF521	9606.ENSP00000354794	3
ZNF594	9606.ENSP00000461032	0
ZNF697	9606.ENSP00000396857	0
