gene1,gene2,STRING_score,double,gene_sc,gene_mouse,gene_pattern,gene_SHH_link,gene_SHH_corr,combined_score_SHH
FOXO3,RUNX2,0.402,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,TNRC6B,0.435,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,MYOCD,0.471,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,PAX6,0.502,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,MAX,0.627,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,IGF1R,0.674,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,IRS2,0.681,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,GADD45A,0.752,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,ID1,0.989,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FREM1,GLI2,0.434,keep,expressed,NA,TRUE,FALSE,0.0439870926099495,0
FRZB,SFRP1,0.466,keep,expressed,tested,TRUE,FALSE,0.556107652448465,0
FRZB,SHH,0.438,keep,expressed,tested,TRUE,TRUE,0.556107652448465,0.438
FRZB,LPAR1,0.448,keep,expressed,tested,TRUE,FALSE,0.556107652448465,0
FRZB,RUNX2,0.452,keep,expressed,tested,TRUE,FALSE,0.556107652448465,0
FRZB,WNT5B,0.595,keep,expressed,tested,TRUE,FALSE,0.556107652448465,0
GABRA5,NTRK2,0.526,keep,expressed,NA,FALSE,FALSE,-0.0650866959612772,0
GABRA5,GRIA4,0.53,keep,expressed,NA,FALSE,FALSE,-0.0650866959612772,0
GABRA5,OPCML,0.546,keep,expressed,NA,FALSE,FALSE,-0.0650866959612772,0
GABRA5,UNC5D,0.403,keep,expressed,NA,FALSE,FALSE,-0.0650866959612772,0
GABRA5,GLI2,0.416,keep,expressed,NA,FALSE,FALSE,-0.0650866959612772,0
GABRA5,GRIA1,0.552,keep,expressed,NA,FALSE,FALSE,-0.0650866959612772,0
GADD45A,GDF15,0.531,keep,expressed,NA,FALSE,FALSE,-0.33776188014671,0
GADD45A,PLK2,0.42,keep,expressed,NA,FALSE,FALSE,-0.33776188014671,0
GADD45A,RXRA,0.415,keep,expressed,NA,FALSE,FALSE,-0.33776188014671,0
GADD45A,PERP,0.418,keep,expressed,NA,FALSE,FALSE,-0.33776188014671,0
GAS1,GLI1,0.586,keep,expressed,NA,FALSE,FALSE,-0.0591313968727837,0
GAS1,SHH,0.999,keep,expressed,NA,FALSE,TRUE,-0.0591313968727837,0.999
GAS1,GLI2,0.607,keep,expressed,NA,FALSE,FALSE,-0.0591313968727837,0
GAS1,GLI3,0.633,keep,expressed,NA,FALSE,FALSE,-0.0591313968727837,0
GAS1,ZIC2,0.727,keep,expressed,NA,FALSE,FALSE,-0.0591313968727837,0
GAS1,PTCH1,0.998,keep,expressed,NA,FALSE,FALSE,-0.0591313968727837,0
GDF15,HSPB1,0.507,keep,expressed,NA,FALSE,FALSE,-0.0253305762028884,0
GDF15,SPON1,0.511,keep,expressed,NA,FALSE,FALSE,-0.0253305762028884,0
GDF15,LGALS3,0.667,keep,expressed,NA,FALSE,FALSE,-0.0253305762028884,0
GJA1,VCL,0.795,keep,expressed,tested,FALSE,FALSE,-0.0712522563520117,0
GJA1,RUNX2,0.418,keep,expressed,tested,FALSE,FALSE,-0.0712522563520117,0
GJA1,PERP,0.457,keep,expressed,tested,FALSE,FALSE,-0.0712522563520117,0
GJA1,STOM,0.474,keep,expressed,tested,FALSE,FALSE,-0.0712522563520117,0
GJA1,SLC1A5,0.485,keep,expressed,tested,FALSE,FALSE,-0.0712522563520117,0
GJA1,KIT,0.496,keep,expressed,tested,FALSE,FALSE,-0.0712522563520117,0
GJA1,NES,0.508,keep,expressed,tested,FALSE,FALSE,-0.0712522563520117,0
GJA1,RRBP1,0.587,keep,expressed,tested,FALSE,FALSE,-0.0712522563520117,0
GJA1,SOX2,0.612,keep,expressed,tested,FALSE,FALSE,-0.0712522563520117,0
GJA1,ZIC3,0.765,keep,expressed,tested,FALSE,FALSE,-0.0712522563520117,0
GLI1,SFRP1,0.691,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,SEM1,0.4,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,HEY1,0.403,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,IGF1R,0.407,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,NKX2-1,0.451,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,LRIG1,0.465,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,OTX2,0.468,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,NOTCH2,0.514,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,KRT17,0.523,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,JAG1,0.524,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,KIT,0.536,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,UBC,0.547,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,SMAD7,0.577,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,ZNF521,0.577,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,NES,0.587,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,PAX6,0.59,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,NKX2-2,0.591,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,ZIC3,0.642,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,RUNX2,0.689,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,SOX2,0.772,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,ULK3,0.84,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,GLI3,0.923,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,GLI2,0.958,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,STK36,0.966,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,PTCH1,0.978,keep,expressed,NA,FALSE,FALSE,0.0788665442997865,0
GLI1,SHH,0.979,keep,expressed,NA,FALSE,TRUE,0.0788665442997865,0.979
GLI2,SFRP1,0.468,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,JAG1,0.48,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,NOTCH2,0.431,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,SMAD7,0.568,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,ZIC3,0.49,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,STK36,0.865,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,SHH,0.975,keep,expressed,NA,FALSE,TRUE,-0.348890703346185,0.975
GLI2,SOX2,0.694,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,PTCH1,0.972,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,NKX2-1,0.411,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,ZNF521,0.603,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,NES,0.47,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,RUNX2,0.958,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,ZIC2,0.495,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,NKX2-2,0.528,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,GLI3,0.941,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,SEM1,0.46,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,UBC,0.529,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,PAX6,0.535,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,OTX2,0.555,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI2,ULK3,0.84,keep,expressed,NA,FALSE,FALSE,-0.348890703346185,0
GLI3,TOX3,0.429,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,SFRP1,0.433,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,JAG1,0.423,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,SMAD7,0.508,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,ZIC3,0.819,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,STK36,0.927,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,SHH,0.966,keep,expressed,NA,FALSE,TRUE,-0.41449141996815,0.966
GLI3,SOX2,0.747,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,PTCH1,0.989,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,NKX2-1,0.412,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,SMOC1,0.415,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,NES,0.448,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,RUNX2,0.826,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,ZIC2,0.625,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,NKX2-2,0.472,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,SEM1,0.4,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,OTX2,0.444,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,UBC,0.529,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,PAX6,0.6,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GLI3,ULK3,0.808,keep,expressed,NA,FALSE,FALSE,-0.41449141996815,0
GNG11,S1PR1,0.498,keep,expressed,NA,FALSE,FALSE,-0.463246748231027,0
GNG11,RGS16,0.518,keep,expressed,NA,FALSE,FALSE,-0.463246748231027,0
GNG11,GRIK3,0.534,keep,expressed,NA,FALSE,FALSE,-0.463246748231027,0
GNG11,LPAR1,0.611,keep,expressed,NA,FALSE,FALSE,-0.463246748231027,0
GNG11,RASGRF2,0.653,keep,expressed,NA,FALSE,FALSE,-0.463246748231027,0
GNG11,HTR1D,0.681,keep,expressed,NA,FALSE,FALSE,-0.463246748231027,0
GNG11,PREX1,0.901,keep,expressed,NA,FALSE,FALSE,-0.463246748231027,0
GNPTG,MYORG,0.535,keep,expressed,NA,FALSE,FALSE,0.0699197877994745,0
GOLGA2,GORASP2,0.994,keep,expressed,NA,FALSE,FALSE,-0.0379464773423775,0
GOLGA2,MAN2A1,0.555,keep,expressed,NA,FALSE,FALSE,-0.0379464773423775,0
GOLGA2,USO1,0.997,keep,expressed,NA,FALSE,FALSE,-0.0379464773423775,0
GOLGA2,RAB5A,0.62,keep,expressed,NA,FALSE,FALSE,-0.0379464773423775,0
GOLGA2,WHAMM,0.764,keep,expressed,NA,FALSE,FALSE,-0.0379464773423775,0
GOLGA2,ZFPL1,0.608,keep,expressed,NA,FALSE,FALSE,-0.0379464773423775,0
GOLGA2,SEC23A,0.612,keep,expressed,NA,FALSE,FALSE,-0.0379464773423775,0
GOLGA2,PTTG1,0.445,keep,expressed,NA,FALSE,FALSE,-0.0379464773423775,0
GOLGA2,RAB1A,0.947,keep,expressed,NA,FALSE,FALSE,-0.0379464773423775,0
GOLGA2,SCFD1,0.771,keep,expressed,NA,FALSE,FALSE,-0.0379464773423775,0
GOLGA2,GRIA1,0.534,keep,expressed,NA,FALSE,FALSE,-0.0379464773423775,0
GORASP2,MAN2A1,0.465,keep,expressed,NA,FALSE,FALSE,-0.0340299296404436,0
GORASP2,SEC23A,0.5,keep,expressed,NA,FALSE,FALSE,-0.0340299296404436,0
GORASP2,SCFD1,0.531,keep,expressed,NA,FALSE,FALSE,-0.0340299296404436,0
GORASP2,SURF4,0.65,keep,expressed,NA,FALSE,FALSE,-0.0340299296404436,0
GORASP2,USO1,0.732,keep,expressed,NA,FALSE,FALSE,-0.0340299296404436,0
GORASP2,RAB1A,0.868,keep,expressed,NA,FALSE,FALSE,-0.0340299296404436,0
GRIA1,USO1,0.499,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,NPTX2,0.69,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,NTRK2,0.667,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,GRIA4,0.997,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,SHANK1,0.619,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,SEC23A,0.499,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,HOMER1,0.873,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,SHANK2,0.75,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,NLGN3,0.536,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,OLFM1,0.588,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,GRIK3,0.822,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,SYNDIG1,0.776,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,SCFD1,0.499,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA1,NLGN1,0.633,keep,expressed,NA,FALSE,FALSE,-0.326505843993123,0
GRIA4,NPTX2,0.8,keep,expressed,NA,FALSE,FALSE,0.0758217147837081,0
GRIA4,NTRK2,0.42,keep,expressed,NA,FALSE,FALSE,0.0758217147837081,0
GRIA4,SHH,0.412,keep,expressed,NA,FALSE,TRUE,0.0758217147837081,0.412
GRIA4,HOMER1,0.42,keep,expressed,NA,FALSE,FALSE,0.0758217147837081,0
GRIA4,SHANK1,0.45,keep,expressed,NA,FALSE,FALSE,0.0758217147837081,0
GRIA4,NLGN1,0.496,keep,expressed,NA,FALSE,FALSE,0.0758217147837081,0
GRIA4,NCAM1,0.504,keep,expressed,NA,FALSE,FALSE,0.0758217147837081,0
GRIA4,SHANK2,0.579,keep,expressed,NA,FALSE,FALSE,0.0758217147837081,0
GRIA4,SYNDIG1,0.59,keep,expressed,NA,FALSE,FALSE,0.0758217147837081,0
GRIA4,GRIK3,0.672,keep,expressed,NA,FALSE,FALSE,0.0758217147837081,0
GRIK3,NCALD,0.537,keep,expressed,NA,FALSE,FALSE,0.334102706504597,0
HADHB,HIBADH,0.539,keep,expressed,NA,FALSE,FALSE,0.0516989312277486,0
HADHB,IDH1,0.598,keep,expressed,NA,FALSE,FALSE,0.0516989312277486,0
HERPUD1,XBP1,0.823,keep,expressed,NA,FALSE,FALSE,-0.0416613245022618,0
HERPUD1,ID2,0.432,keep,expressed,NA,FALSE,FALSE,-0.0416613245022618,0
HERPUD1,OPTN,0.43,keep,expressed,NA,FALSE,FALSE,-0.0416613245022618,0
HEY1,JAG1,0.926,keep,expressed,NA,FALSE,FALSE,0.0246888393136628,0
HEY1,NOTCH2,0.788,keep,expressed,NA,FALSE,FALSE,0.0246888393136628,0
HEY1,NKD1,0.545,keep,expressed,NA,FALSE,FALSE,0.0246888393136628,0
HEY1,SHH,0.445,keep,expressed,NA,FALSE,TRUE,0.0246888393136628,0.445
HEY1,SOX2,0.488,keep,expressed,NA,FALSE,FALSE,0.0246888393136628,0
HEY1,ID1,0.774,keep,expressed,NA,FALSE,FALSE,0.0246888393136628,0
HEY1,RUNX2,0.889,keep,expressed,NA,FALSE,FALSE,0.0246888393136628,0
HJURP,PTTG1,0.708,keep,expressed,NA,FALSE,FALSE,-0.0211213385997182,0
HOMER1,NPTX2,0.692,keep,expressed,NA,FALSE,FALSE,-0.0511769182436247,0
HOMER1,PLK2,0.504,keep,expressed,NA,FALSE,FALSE,-0.0511769182436247,0
HOMER1,NTRK2,0.498,keep,expressed,NA,FALSE,FALSE,-0.0511769182436247,0
HOMER1,SHANK1,0.984,keep,expressed,NA,FALSE,FALSE,-0.0511769182436247,0
HOMER1,HOPX,0.414,keep,expressed,NA,FALSE,FALSE,-0.0511769182436247,0
HOMER1,NLGN3,0.721,keep,expressed,NA,FALSE,FALSE,-0.0511769182436247,0
HOMER1,NLGN1,0.726,keep,expressed,NA,FALSE,FALSE,-0.0511769182436247,0
HOMER1,SHANK2,0.937,keep,expressed,NA,FALSE,FALSE,-0.0511769182436247,0
HOPX,LRIG1,0.744,keep,expressed,NA,FALSE,FALSE,0.0199523309435878,0
HOPX,S1PR1,0.444,keep,expressed,NA,FALSE,FALSE,0.0199523309435878,0
HOPX,SOX2,0.662,keep,expressed,NA,FALSE,FALSE,0.0199523309435878,0
HOPX,NKX2-1,0.697,keep,expressed,NA,FALSE,FALSE,0.0199523309435878,0
HOPX,PAX6,0.522,keep,expressed,NA,FALSE,FALSE,0.0199523309435878,0
HS3ST3B1,HS6ST2,0.509,keep,expressed,NA,FALSE,FALSE,-0.148506415673384,0
HSPB1,VCL,0.447,keep,expressed,NA,FALSE,FALSE,-0.0378839497926255,0
HSPB1,SOX2,0.453,keep,expressed,NA,FALSE,FALSE,-0.0378839497926255,0
HSPB1,NES,0.555,keep,expressed,NA,FALSE,FALSE,-0.0378839497926255,0
HSPB1,UBC,0.573,keep,expressed,NA,FALSE,FALSE,-0.0378839497926255,0
HSPB1,PRDX6,0.581,keep,expressed,NA,FALSE,FALSE,-0.0378839497926255,0
ID1,ID2,0.516,keep,expressed,NA,FALSE,FALSE,-0.0142159307745897,0
ID1,JAG1,0.554,keep,expressed,NA,FALSE,FALSE,-0.0142159307745897,0
ID1,SMAD7,0.564,keep,expressed,NA,FALSE,FALSE,-0.0142159307745897,0
ID1,NKD1,0.437,keep,expressed,NA,FALSE,FALSE,-0.0142159307745897,0
ID1,SOX2,0.405,keep,expressed,NA,FALSE,FALSE,-0.0142159307745897,0
ID1,TGFBR1,0.486,keep,expressed,NA,FALSE,FALSE,-0.0142159307745897,0
ID2,SOX2,0.418,keep,expressed,NA,FALSE,FALSE,-0.132580185540717,0
ID2,RORA,0.43,keep,expressed,NA,FALSE,FALSE,-0.132580185540717,0
ID2,KIT,0.438,keep,expressed,NA,FALSE,FALSE,-0.132580185540717,0
ID2,SMAD7,0.478,keep,expressed,NA,FALSE,FALSE,-0.132580185540717,0
IDH1,PGRMC1,0.403,keep,expressed,NA,FALSE,FALSE,0.0449174326900351,0
IDH1,KIT,0.698,keep,expressed,NA,FALSE,FALSE,0.0449174326900351,0
IDH1,SOX2,0.591,keep,expressed,NA,FALSE,FALSE,0.0449174326900351,0
IDH1,NES,0.453,keep,expressed,NA,FALSE,FALSE,0.0449174326900351,0
IDH1,PDP1,0.419,keep,expressed,NA,FALSE,FALSE,0.0449174326900351,0
IDH1,TET3,0.51,keep,expressed,NA,FALSE,FALSE,0.0449174326900351,0
IDH1,SLC1A5,0.546,keep,expressed,NA,FALSE,FALSE,0.0449174326900351,0
IDH1,UBC,0.57,keep,expressed,NA,FALSE,FALSE,0.0449174326900351,0
IDH1,ME3,0.629,keep,expressed,NA,FALSE,FALSE,0.0449174326900351,0
IDI1,INSIG1,0.86,keep,expressed,NA,FALSE,FALSE,-0.0334310217011172,0
IER2,PHLDA1,0.503,keep,expressed,NA,FALSE,FALSE,-0.0589192945955469,0
IFITM3,RTN4,0.459,keep,expressed,NA,FALSE,FALSE,-0.0436835351254122,0
IGF1R,JAG1,0.6,keep,expressed,NA,FALSE,FALSE,0.171417071798311,0
IGF1R,NOTCH2,0.626,keep,expressed,NA,FALSE,FALSE,0.171417071798311,0
IGF1R,SMAD7,0.418,keep,expressed,NA,FALSE,FALSE,0.171417071798311,0
IGF1R,NRG1,0.504,keep,expressed,NA,FALSE,FALSE,0.171417071798311,0
IGF1R,KIT,0.563,keep,expressed,NA,FALSE,FALSE,0.171417071798311,0
IGF1R,SHH,0.431,keep,expressed,NA,FALSE,TRUE,0.171417071798311,0.431
IGF1R,SOX2,0.637,keep,expressed,NA,FALSE,FALSE,0.171417071798311,0
IGF1R,RUNX2,0.402,keep,expressed,NA,FALSE,FALSE,0.171417071798311,0
IGF1R,IRS4,0.968,keep,expressed,NA,FALSE,FALSE,0.171417071798311,0
IGF1R,IRS2,0.998,keep,expressed,NA,FALSE,FALSE,0.171417071798311,0
IGF1R,LIMA1,0.449,keep,expressed,NA,FALSE,FALSE,0.171417071798311,0
IGF1R,PGF,0.744,keep,expressed,NA,FALSE,FALSE,0.171417071798311,0
IMMP1L,PAX6,0.625,keep,expressed,NA,FALSE,FALSE,-0.0117851054205757,0
INSIG1,PGRMC1,0.967,keep,expressed,NA,FALSE,FALSE,-0.0690379386542829,0
INSIG1,RERG,0.406,keep,expressed,NA,FALSE,FALSE,-0.0690379386542829,0
INSIG1,PERP,0.401,keep,expressed,NA,FALSE,FALSE,-0.0690379386542829,0
INSIG1,IRS2,0.624,keep,expressed,NA,FALSE,FALSE,-0.0690379386542829,0
IRS2,NTRK2,0.522,keep,expressed,NA,FALSE,FALSE,-0.776033231194988,0
IRS2,IRS4,0.983,keep,expressed,NA,FALSE,FALSE,-0.776033231194988,0
JAG1,SMAD7,0.432,keep,expressed,NA,FALSE,FALSE,-0.172576723978813,0
JAG1,PTCH1,0.444,keep,expressed,NA,FALSE,FALSE,-0.172576723978813,0
JAG1,TGFBR1,0.449,keep,expressed,NA,FALSE,FALSE,-0.172576723978813,0
JAG1,UBC,0.457,keep,expressed,NA,FALSE,FALSE,-0.172576723978813,0
JAG1,KIT,0.461,keep,expressed,NA,FALSE,FALSE,-0.172576723978813,0
JAG1,NKD1,0.476,keep,expressed,NA,FALSE,FALSE,-0.172576723978813,0
JAG1,RUNX2,0.487,keep,expressed,NA,FALSE,FALSE,-0.172576723978813,0
JAG1,NTRK2,0.502,keep,expressed,NA,FALSE,FALSE,-0.172576723978813,0
JAG1,NES,0.524,keep,expressed,NA,FALSE,FALSE,-0.172576723978813,0
JAG1,SHH,0.616,keep,expressed,NA,FALSE,TRUE,-0.172576723978813,0.616
JAG1,SOX2,0.701,keep,expressed,NA,FALSE,FALSE,-0.172576723978813,0
JAG1,NOTCH2,0.999,keep,expressed,NA,FALSE,FALSE,-0.172576723978813,0
KHDC4,SMC5,0.429,keep,NA,NA,FALSE,FALSE,-0.0205634032516891,0
KHDC4,NOVA1,0.403,keep,NA,NA,FALSE,FALSE,-0.0205634032516891,0
KIT,LGALS3,0.59,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,NOTCH2,0.469,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,NID1,0.423,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,TGFBR1,0.4,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,PTCH1,0.416,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,LIN28A,0.446,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,NKX2-1,0.45,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,LGR4,0.457,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,SHH,0.464,keep,expressed,NA,FALSE,TRUE,0.0125550723908042,0.464
KIT,TET3,0.475,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,PIK3C2B,0.534,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,NES,0.587,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,SOX2,0.613,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,RUNX2,0.638,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,NCAM1,0.785,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KIT,PGF,0.798,keep,expressed,NA,FALSE,FALSE,0.0125550723908042,0
KLF9,LIN28A,0.405,keep,expressed,NA,FALSE,FALSE,-0.0660487380942567,0
LAMC1,LGALS1,0.631,keep,expressed,NA,FALSE,FALSE,-0.324386389073032,0
LAMC1,LGALS3,0.439,keep,expressed,NA,FALSE,FALSE,-0.324386389073032,0
LAMC1,TNC,0.447,keep,expressed,NA,FALSE,FALSE,-0.324386389073032,0
LAMC1,SLC20A2,0.55,keep,expressed,NA,FALSE,FALSE,-0.324386389073032,0
LAMC1,NID1,0.997,keep,expressed,NA,FALSE,FALSE,-0.324386389073032,0
LARP1B,LARP4B,0.616,keep,expressed,NA,FALSE,FALSE,-0.224822485024558,0
LGALS1,TMSB10,0.427,keep,expressed,NA,FALSE,FALSE,-0.242276682199537,0
LGALS1,TRH,0.451,keep,expressed,NA,FALSE,FALSE,-0.242276682199537,0
LGALS1,NLGN1,0.54,keep,expressed,NA,FALSE,FALSE,-0.242276682199537,0
LGALS1,LGALS3,0.735,keep,expressed,NA,FALSE,FALSE,-0.242276682199537,0
LGALS3,MSN,0.506,keep,expressed,NA,FALSE,FALSE,-0.183061250762565,0
LGALS3,SLC3A2,0.829,keep,expressed,NA,FALSE,FALSE,-0.183061250762565,0
LGALS3,RUNX2,0.887,keep,expressed,NA,FALSE,FALSE,-0.183061250762565,0
LGALS3,MERTK,0.918,keep,expressed,NA,FALSE,FALSE,-0.183061250762565,0
LGR4,UBC,0.519,keep,expressed,NA,FALSE,FALSE,-0.0927036618840377,0
LHX2,VAX2,0.449,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,SLIT1,0.628,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,SHH,0.581,keep,expressed,NA,FALSE,TRUE,-0.646866189374333,0.581
LHX2,SOX2,0.601,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,SOX1,0.464,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,LMO1,0.429,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,NKX2-1,0.444,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,NES,0.447,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,VAX1,0.47,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,SSBP3,0.726,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,ZIC2,0.445,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,NKX2-2,0.446,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,UNC5D,0.464,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,SP8,0.52,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LHX2,PAX6,0.576,keep,expressed,NA,FALSE,FALSE,-0.646866189374333,0
LIG3,REV3L,0.423,keep,expressed,NA,FALSE,FALSE,-0.0276389592686528,0
LIG3,UBC,0.449,keep,expressed,NA,FALSE,FALSE,-0.0276389592686528,0
LIMA1,VCL,0.773,keep,expressed,NA,FALSE,FALSE,-0.018858399272608,0
LIMA1,PALLD,0.565,keep,expressed,NA,FALSE,FALSE,-0.018858399272608,0
LIN28A,SALL1,0.407,keep,expressed,NA,FALSE,FALSE,0.0109733262503473,0
LIN28A,ZIC3,0.53,keep,expressed,NA,FALSE,FALSE,0.0109733262503473,0
LIN28A,SOX2,0.983,keep,expressed,NA,FALSE,FALSE,0.0109733262503473,0
