"gene1_SHH_corr","gene2_SHH_corr","gene_mouse","gene_SHH_link","name","scRNA","selected","shared name"
"0.0158614611257143","0.0158614611257143","tested","false","EPHB1","expressed","false","EPHB1"
"0.720732362812193","0.720732362812193","tested","false","SLIT1","expressed","false","SLIT1"
"0.0439870926099495","0.0439870926099495","NA","false","FREM1","expressed","false","FREM1"
"0.584670877252594","0.584670877252594","NA","false","MYRF","expressed","false","MYRF"
"0.066769588243386","0.066769588243386","NA","false","EXOC7","expressed","false","EXOC7"
"0.116936258041395","0.116936258041395","NA","false","EXTL2","expressed","false","EXTL2"
"0.090602147927409","0.090602147927409","NA","false","FAM161A","expressed","false","FAM161A"
"0.0581290207800083","0.0581290207800083","tested","false","SFTA3","expressed","false","SFTA3"
"0.125405368292902","0.125405368292902","NA","false","FGF12","expressed","false","FGF12"
"0.295248919125903","0.295248919125903","NA","false","FGFR3","expressed","false","FGFR3"
"0.283631394353462","0.283631394353462","NA","false","PTCH1","expressed","false","PTCH1"
"0.0449174326900351","0.0449174326900351","NA","false","IDH1","expressed","false","IDH1"
"0.143208846793948","0.143208846793948","NA","false","RRAGD","expressed","false","RRAGD"
"0.0263464310169133","0.0263464310169133","tested","false","SALL1","expressed","false","SALL1"
"0.0366319420907818","0.0366319420907818","NA","false","FOXB1","expressed","false","FOXB1"
"0.107898960194206","0.107898960194206","NA","false","NKX2-8","expressed","false","NKX2-8"
"0.15983739651228","0.15983739651228","NA","false","RORA","expressed","false","RORA"
"0.334102706504597","0.334102706504597","NA","false","GRIK3","expressed","false","GRIK3"
"0.0606393158909475","0.0606393158909475","NA","false","RAB31","expressed","false","RAB31"
"0.0892456911123242","0.0892456911123242","NA","false","PGRMC1","expressed","false","PGRMC1"
"0.255519957979713","0.255519957979713","NA","false","HTR1D","expressed","false","HTR1D"
"0.0387026530350417","0.0387026530350417","NA","false","SYNDIG1","expressed","false","SYNDIG1"
"0.113522377040053","0.113522377040053","NA","false","TET3","expressed","false","TET3"
"0.568369744219811","0.568369744219811","NA","false","KLHL5","expressed","false","KLHL5"
"0.6862151884736","0.6862151884736","tested","false","SPON1","NA","false","SPON1"
"0.144130651107399","0.144130651107399","NA","false","TMTC2","expressed","false","TMTC2"
"0.143744926484665","0.143744926484665","NA","false","MPPED1","expressed","false","MPPED1"
"0.103153146001007","0.103153146001007","NA","false","USP44","expressed","false","USP44"
"0.063008594872243","0.063008594872243","NA","false","TMEM98","expressed","false","TMEM98"
"0.472916484906927","0.472916484906927","NA","false","PPP1R14C","expressed","false","PPP1R14C"
"0.0393936997437384","0.0393936997437384","NA","false","SMARCC2","expressed","false","SMARCC2"
"0.147003481191547","0.147003481191547","NA","false","PLAGL1","expressed","false","PLAGL1"
"0.43047118344101","0.43047118344101","NA","false","PNRC2","expressed","false","PNRC2"
"0.0827919705160696","0.0827919705160696","NA","false","RNF150","expressed","false","RNF150"
"0.239935111548886","0.239935111548886","NA","false","ZMIZ1","expressed","false","ZMIZ1"
"0.0525321782693803","0.0525321782693803","NA","false","TOX","expressed","false","TOX"
"0.0630218344296754","0.0630218344296754","NA","false","TSPAN13","expressed","false","TSPAN13"
"0.337738498683199","0.337738498683199","tested","false","PDZRN3","expressed","false","PDZRN3"
