"gene","W3-1","W4-1","W5-1"
"MYLIP",15.5642023346303,10.8571428571429,15.7894736842105
"RNF144B",0,0.285714285714286,0
"NKAPL",7.39299610894942,3.28571428571429,3.93909301555776
"IP6K3",1.94552529182879,0.428571428571429,0.264812975835816
"GRM4",0,0.142857142857143,1.55577623303542
"HMGA1",100,99,97.087057265806
"FANCE",6.22568093385214,11.8571428571429,5.39556438265475
"GLP1R",1.55642023346304,1.42857142857143,0.132406487917908
"FOXP4",2.33463035019455,17,15.4253558424363
"MED20",32.295719844358,16,19.1327375041377
"SRF",6.6147859922179,8.57142857142857,9.69877523998676
"POLH",1.55642023346304,6.85714285714286,3.54187355180404
"MRPL14",84.4357976653696,73.8571428571429,63.4558093346574
"NFKBIE",9.33852140077821,10.7142857142857,12.1151936444886
"RUNX2",0,0.142857142857143,0
"CD2AP",19.4552529182879,28.5714285714286,6.65342601787488
"SLC17A5",5.44747081712062,6.28571428571429,11.6848725587554
"COL12A1",0.389105058365759,0.142857142857143,0.893743793445879
"PHIP",85.6031128404669,79,89.0102615028136
"SH3BGRL2",3.50194552529183,17,16.9149288315127
"TPBG",85.2140077821012,76.7142857142857,17.1466401853691
"PNRC1",75.0972762645914,66,85.5014895729891
"RRAGD",10.5058365758755,18,9.63257199602781
"ASCC3",12.4513618677043,40.4285714285714,16.8818272095333
"SOBP",8.94941634241245,11.5714285714286,27.1433300231711
"FOXO3",31.9066147859922,35,31.6120489904005
"ARMC2",1.55642023346304,2.85714285714286,1.68818272095333
"CEP57L1",11.6731517509728,27.2857142857143,17.1466401853691
"REV3L",10.5058365758755,30.5714285714286,23.800066203244
"DSE",4.66926070038911,12.2857142857143,5.4617676266137
"SLC35F1",8.94941634241245,11.5714285714286,17.212843429328
"GJA1",63.4241245136187,70.7142857142857,5.56107249255213
"ENPP3",0,0,0.066203243958954
"SLC2A12",5.05836575875486,6.57142857142857,0.33101621979477
"PERP",65.7587548638132,26.7142857142857,10.9566368752069
"HECA",1.94552529182879,5.57142857142857,4.70043032108573
"VTA1",34.6303501945525,33.8571428571429,29.3942403177756
"PLAGL1",11.6731517509728,28.4285714285714,15.6901688182721
"ULBP1",0.389105058365759,0.142857142857143,0.463422707712678
"ULBP3",0,0.428571428571429,0.132406487917908
"PPP1R14C",5.05836575875486,4.57142857142857,27.4743462429659
"MTHFD1L",12.4513618677043,32.7142857142857,7.81198278715657
"CCDC170",0,0.285714285714286,0.132406487917908
"RGS17",16.3424124513619,11.8571428571429,30.7514068189341
"TIAM2",7.00389105058366,17.2857142857143,16.4846077457795
"SNX9",7.39299610894942,16.1428571428571,15.3260509764978
"QKI",24.5136186770428,72.1428571428571,27.0440251572327
"C6orf118",3.89105058365759,2.14285714285714,0.926845415425356
"RNASET2",43.9688715953307,24.5714285714286,8.54021847070507
"SMOC2",0,0.571428571428571,0.761337305527971
"PHF10",8.56031128404669,24.5714285714286,10.1952995696789
"CYP2W1",0,0,0.066203243958954
"GPER1",1.16731517509728,0.428571428571429,0.463422707712678
"LFNG",4.66926070038911,46.4285714285714,3.67428003972195
"TSPAN13",37.7431906614786,34,82.0589208871235
"SP8",0,0.142857142857143,0.066203243958954
"DNAH11",1.55642023346304,1,0.297914597815293
"CDCA7L",39.2996108949416,49,10.12909632572
"MALSU1",59.5330739299611,52.5714285714286,42.2376696458126
"HIBADH",41.2451361867704,21.7142857142857,23.4359483614697
"CREB5",2.72373540856031,10,8.3416087388282
"SCRN1",10.8949416342412,26.7142857142857,16.3522012578616
"ADCYAP1R1",0.778210116731518,1.42857142857143,3.80668652763985
"BMPER",0,1,0.496524329692155
"AMPH",5.05836575875486,14,9.0698444223767
"VPS41",16.3424124513619,28.8571428571429,26.4481959616021
"GLI3",27.2373540856031,44,5.39556438265475
"C7orf25",0.778210116731518,0.857142857142857,1.15855676928169
"CAMK2B",0.389105058365759,1.28571428571429,6.32240979808011
"VSTM2A",0.389105058365759,0.285714285714286,17.1797418073486
"ZNF680",24.9027237354086,30.8571428571429,18.6031115524661
"ZNF117",6.22568093385214,18.1428571428571,27.7722608407812
"FZD9",1.16731517509728,2.28571428571429,2.71433300231711
"CLDN3",30.7392996108949,24.5714285714286,0.430321085733201
"HSPB1",92.9961089494163,84.1428571428571,35.948361469712
"RUNDC3B",1.55642023346304,0.428571428571429,22.343594836147
"DBF4",47.8599221789883,52.8571428571429,30.883813306852
"AKAP9",72.3735408560311,68.2857142857143,87.719298245614
"TFPI2",1.94552529182879,1.57142857142857,0.794438927507448
"GNG11",14.7859922178988,10,9.0698444223767
"BET1",59.5330739299611,43.2857142857143,30.3210857332009
"SGCE",38.5214007782101,24.7142857142857,32.2740814299901
"BAIAP2L1",24.124513618677,12.4285714285714,2.64812975835816
"NPTX2",20.2334630350195,8.42857142857143,27.275736511089
"ZNF789",15.5642023346303,9,11.8503806686528
"TAF6",50.9727626459144,29.1428571428571,31.5127441244621
"GAL3ST4",0.778210116731518,0.571428571428571,3.07845084409136
"FBXO24",1.55642023346304,0.571428571428571,0.463422707712678
"TRIP6",70.4280155642023,46.1428571428571,13.670969877524
"VGF",5.44747081712062,2.14285714285714,11.519364448858
"CUX1",32.295719844358,42.4285714285714,24.9917245945051
"PUS7",17.1206225680934,26.4285714285714,12.1482952664681
"SLC26A4",0,0.285714285714286,0.132406487917908
"ST7-AS1",0.389105058365759,4.57142857142857,0.33101621979477
"FEZF1",57.5875486381323,23.2857142857143,0
"FEZF1-AS1",49.0272373540856,13.5714285714286,0.066203243958954
"PODXL",18.2879377431907,14.5714285714286,4.56802383316783
"CREB3L2",6.22568093385214,14.8571428571429,8.40781198278716
"ZC3HAV1",7.39299610894942,15.8571428571429,2.31711353856339
"EPHB6",4.28015564202335,7.57142857142857,12.975835815955
"CNTNAP2",81.3229571984436,51.1428571428571,27.1102284011917
"ZNF425",1.94552529182879,4.57142857142857,6.95134061569017
"ATG9B",7.00389105058366,4.42857142857143,2.25091029460444
"KMT2C",17.1206225680934,29,36.2462760675273
"INSIG1",48.6381322957198,26.5714285714286,43.7272426348891
"SHH",1.94552529182879,7.42857142857143,0
"ESYT2",6.22568093385214,7.14285714285714,5.29625951671632
"MXRA5",0.389105058365759,1.85714285714286,1.75438596491228
"GPM6B",68.0933852140078,52.8571428571429,67.6928169480305
"AP1S2",85.2140077821012,68.4285714285714,80.8672624958623
"TXLNG",36.1867704280156,27.7142857142857,33.101621979477
"REPS2",0.389105058365759,0,0.132406487917908
"PPEF1",0.389105058365759,0.142857142857143,0.99304865938431
"MAP7D2",7.00389105058366,5,10.6587222773916
"KLHL15",1.16731517509728,5.57142857142857,1.95299569678914
"DMD",13.2295719844358,18.1428571428571,5.13075140681893
"SRPX",4.66926070038911,6,4.1708043694141
"RBM3",92.6070038910506,89.2857142857143,97.4842767295598
"TFE3",3.50194552529183,6,7.38166170142337
"GAGE10",0,0,0.066203243958954
"MSN",21.4007782101167,33.2857142857143,23.667659715326
"EDA2R",2.72373540856031,2.42857142857143,2.0191989407481
"EDA",3.50194552529183,2.42857142857143,0.529625951671632
"NLGN3",12.4513618677043,10.8571428571429,6.78583250579278
"OGT",22.1789883268482,35,18.4707050645482
"PABPC1L2B",0.389105058365759,0.285714285714286,0
"FTX",4.66926070038911,10.7142857142857,5.13075140681893
"RLIM",15.9533073929961,29.1428571428571,21.8139688844753
"RPS6KA6",0,2.71428571428571,0.364117841774247
"PCDH11X",17.8988326848249,6.57142857142857,6.58722277391592
"TSPAN6",89.4941634241245,77.2857142857143,59.8477325388944
"NOX1",0,0,0
"ARMCX1",22.1789883268482,35,58.2257530619
"ARMCX3",37.7431906614786,51.8571428571429,78.6494538232373
"ARMCX2",47.4708171206226,48.7142857142857,41.0460112545515
"ZMAT1",6.6147859922179,9.85714285714286,8.97053955643827
"BEX5",11.284046692607,10.4285714285714,14.2005958291956
"PLP1",20.2334630350195,19.8571428571429,18.2720953326713
"MID2",0.389105058365759,0.285714285714286,0.165508109897385
"PSMD10",43.9688715953307,37,26.4481959616021
"COL4A6",20.2334630350195,25.4285714285714,0.496524329692155
"IRS4",3.11284046692607,11.1428571428571,0.033101621979477
"ACSL4",5.05836575875486,41.7142857142857,28.8646143661039
"CAPN6",5.83657587548638,17.7142857142857,0.893743793445879
"DCX",8.56031128404669,7,93.9424031777557
"PGRMC1",89.4941634241245,90.2857142857143,90.7646474677259
"CUL4B",8.17120622568093,20.5714285714286,11.6848725587554
"ELF4",0.389105058365759,2.57142857142857,0.066203243958954
"HS6ST2",10.1167315175097,16.1428571428571,4.46871896722939
"ZNF449",1.16731517509728,6.71428571428571,3.40946706388613
"ARHGEF6",0,0.571428571428571,0.33101621979477
"ZIC3",5.05836575875486,2.71428571428571,2.97914597815293
"AFF2",3.89105058365759,9,4.36941410129096
"MTM1",2.72373540856031,3.85714285714286,2.18470705064548
"GABRQ",0,0.285714285714286,0.264812975835816
"BGN",5.05836575875486,3.28571428571429,5.16385302879841
"ABCD1",1.16731517509728,2.14285714285714,3.80668652763985
"TKTL1",1.16731517509728,2,1.98609731876862
"EMD",80.5447470817121,60.8571428571429,31.7775571002979
"G6PD",48.6381322957198,30.5714285714286,38.3978814961933
"CLDN23",1.94552529182879,2.57142857142857,0.860642171466402
"SOX7",0.778210116731518,1.42857142857143,0.959947037404833
"FDFT1",94.5525291828794,85.1428571428571,90.4336312479311
"SLC7A2",3.11284046692607,10.7142857142857,1.05925190334326
"PSD3",13.6186770428016,23.8571428571429,45.1837140019861
"GFRA2",6.6147859922179,3.57142857142857,8.57332009268454
"BMP1",3.11284046692607,8.28571428571428,11.7179741807349
"TNFRSF10C",2.72373540856031,0.571428571428571,0.165508109897385
"LOXL2",10.5058365758755,14,4.33631247931149
"ENTPD4",18.6770428015564,32.4285714285714,17.4776564051639
"SLC25A37",49.4163424124514,53.1428571428571,23.4028467394902
"PNMA2",11.6731517509728,17.7142857142857,7.84508440913605
"DPYSL2",40.0778210116732,86.2857142857143,83.9457133399537
"STMN4",38.9105058365759,26.5714285714286,69.116186693148
"FZD3",73.9299610894942,77,76.961271102284
"DUSP4",45.9143968871595,42.4285714285714,61.072492552135
"TEX15",1.94552529182879,8.42857142857143,0.297914597815293
"NRG1",41.6342412451362,41.4285714285714,31.0493214167494
"UNC5D",4.28015564202335,5.85714285714286,3.70738166170142
"RAB11FIP1",17.1206225680934,27.8571428571429,4.40251572327044
"SFRP1",96.4980544747082,95.2857142857143,31.9430652101953
"ANK1",0.389105058365759,0.714285714285714,3.01224760013241
"SLC20A2",10.1167315175097,13.8571428571429,5.82588546838795
"TMEM68",34.2412451361868,22.4285714285714,26.2164846077458
"TOX",1.16731517509728,3,16.7825223435948
"CLVS1",2.33463035019455,9.57142857142857,29.5928500496524
