"","genes","state"
"317","BTAF1","Het_Hom_DE"
"318","SORBS1","Het_Hom_DE"
"319","CRTAC1","Het_Hom_DE"
"320","BAMBI","Het_Hom_DE"
"321","IL11","Het_Hom_DE"
"322","PCSK5","common"
"323","ABLIM1","Het_Hom_DE"
"324","PRTFDC1","Het_Hom_DE"
"325","PALMD","Het_Hom_DE"
"326","WASHC2A","Het_Hom_DE"
"327","KCNK6","Het_Hom_DE"
"328","CATSPERG","Het_Hom_DE"
"329","PCDH11Y","Het_Hom_DE"
"330","HNRNPM","Het_Hom_DE"
"331","GADD45B","Het_Hom_DE"
"332","LZTR1","Het_Hom_DE"
"333","CECR2","Het_Hom_DE"
"334","SLC35E4","Het_Hom_DE"
"335","MFNG","Het_Hom_DE"
"336","CARD10","Het_Hom_DE"
"337","SEZ6L","Het_Hom_DE"
"338","MICALL1","Het_Hom_DE"
"339","CENPM","Het_Hom_DE"
"340","SEPTIN3","Het_Hom_DE"
"341","KDELR3","Het_Hom_DE"
"342","JOSD1","Het_Hom_DE"
"343","RAB36","Het_Hom_DE"
"344","BIK","Het_Hom_DE"
"345","CBX7","Het_Hom_DE"
"346","PDGFB","Het_Hom_DE"
"347","SYNGR1","Het_Hom_DE"
"348","APOL1","Het_Hom_DE"
"349","FOXRED2","Het_Hom_DE"
"350","FAM118A","Het_Hom_DE"
"351","POLR3H","Het_Hom_DE"
"352","MLC1","common"
"353","HDAC10","Het_Hom_DE"
"354","KCNK10","common"
"355","TRIM9","common"
"356","SIX4","Het_Hom_DE"
"357","CEP128","Het_Hom_DE"
"358","MTHFD1","Het_Hom_DE"
"359","PAPLN","Het_Hom_DE"
"360","RPS6KA5","Het_Hom_DE"
"361","CCNB1IP1","Het_Hom_DE"
"362","APEX1","Het_Hom_DE"
"363","REC8","Het_Hom_DE"
"364","NFATC4","Het_Hom_DE"
"365","PLTP","Het_Hom_DE"
"366","ABHD12","Het_Hom_DE"
"367","PROCR","Het_Hom_DE"
"368","UQCC1","Het_Hom_DE"
"369","MYBL2","Het_Hom_DE"
"370","DOK5","Het_Hom_DE"
"371","SLCO4A1","Het_Hom_DE"
"372","SLC17A9","Het_Hom_DE"
"373","NKAIN4","Het_Hom_DE"
"374","ARFGAP1","Het_Hom_DE"
"375","EEF1A2","Het_Hom_DE"
"376","SPEF1","Het_Hom_DE"
"377","ISM1","Het_Hom_DE"
"378","PLCB4","Het_Hom_DE"
"379","TLDC2","Het_Hom_DE"
"380","JAG1","Het_Hom_DE"
"381","E2F1","Het_Hom_DE"
"382","WFDC2","Het_Hom_DE"
"383","PPP1R16B","Het_Hom_DE"
"384","MAP1LC3A","Het_Hom_DE"
"385","SYNDIG1","common"
"386","CDH20","Het_Hom_DE"
"387","RBFA","Het_Hom_DE"
"388","SMAD7","common"
"389","NOL4","Het_Hom_DE"
"390","STS","Het_Hom_DE"
"391","PGRMC1","Het_Hom_DE"
"392","CACNA1F","Het_Hom_DE"
"393","PLS3","Het_Hom_DE"
"394","ELF4","common"
"395","KCND1","Het_Hom_DE"
"396","SLC25A14","Het_Hom_DE"
"397","PCSK1N","Het_Hom_DE"
"398","PGK1","Het_Hom_DE"
"399","SMS","Het_Hom_DE"
"400","PCYT1B","Het_Hom_DE"
"401","TIMP1","Het_Hom_DE"
"402","SYTL4","Het_Hom_DE"
"403","ZDHHC15","Het_Hom_DE"
"404","CENPI","Het_Hom_DE"
"405","TNFSF13B","Het_Hom_DE"
"406","DNAJC3","Het_Hom_DE"
"407","TRADD","Het_Hom_DE"
"408","TSNAXIP1","Het_Hom_DE"
"409","PLLP","Het_Hom_DE"
"410","CYB5B","Het_Hom_DE"
"411","NDRG4","Het_Hom_DE"
"412","SLC38A7","Het_Hom_DE"
"413","TANGO6","Het_Hom_DE"
"414","HCFC1R1","Het_Hom_DE"
"415","NECAB2","Het_Hom_DE"
"416","NAGPA","Het_Hom_DE"
"417","HAGHL","Het_Hom_DE"
"418","METRN","Het_Hom_DE"
"419","CRYM","Het_Hom_DE"
"420","PIEZO1","Het_Hom_DE"
"421","PRSS33","Het_Hom_DE"
"422","TOX3","Het_Hom_DE"
"423","SYT17","Het_Hom_DE"
"424","KNOP1","Het_Hom_DE"
"425","IQCH","Het_Hom_DE"
"426","CORO2B","Het_Hom_DE"
"427","BMF","common"
"428","SCG3","Het_Hom_DE"
"429","CA2","Het_Hom_DE"
"430","FZD3","Het_Hom_DE"
"431","EYA1","Het_Hom_DE"
"432","CPQ","Het_Hom_DE"
"433","DECR1","Het_Hom_DE"
"434","CALB1","Het_Hom_DE"
"435","SFRP1","Het_Hom_DE"
