genes,percent_cell
SRSF6,44.6967291203557
TOX2,4.03302635757383
SYS1,25.1190854239441
NCOA3,21.9911082883455
PREX1,24.4522070498571
BCAS4,15.5763734518895
PHACTR3,5.79549063194665
CDH4,10.2572245157193
PSMA7,96.6020959034614
GATA5,1.65131787869165
YTHDF1,17.4817402349952
KCNQ2,52.8898062877104
UCKL1,18.7837408701175
PCMTD2,26.5957446808511
TLE2,1.25436646554462
ATCAY,4.50936805335027
DAPK3,13.4487138774214
SHD,1.0161956176564
SEMA6B,4.68402667513496
VMAC,2.60400127024452
RANBP3,22.4356938710702
ZNF358,29.0409653858368
RAB11B-AS1,13.4487138774214
PIN1,71.8640838361385
ATG4D,10.4477611940298
LDLR,22.054620514449
ELAVL3,14.3696411559225
CNN1,0.968561448078755
ZNF69,7.33566211495713
ZNF709,3.50905049221975
JUNB,6.28771038424897
IER2,64.0044458558273
TPM4,67.2276913305811
CPAMD8,5.55731978405843
GDF15,2.06414734836456
TMEM59L,4.6522705620832
NCAN,3.8107335662115
ZNF493,15.6081295649413
CEBPG,25.6430612892982
ZNF792,1.0161956176564
GRAMD1A,25.8494760241346
FXYD7,3.33439187043506
POLR2I,80.2953318513814
ZNF540,1.25436646554462
CATSPERG,0.809780882819943
ZFP36,1.50841536995872
DLL3,18.180374722134
EID2,36.2019688790092
ZNF780B,8.22483328040648
LTBP4,18.5138139091775
ZNF234,7.22451571927596
FBXO46,7.28802794537949
SLC1A5,35.2016513178787
BBC3,9.97141949825341
EMP3,12.4007621467132
DBP,12.5119085423944
SCAF1,15.9733248650365
SHANK1,0.587488091457606
IGLON5,11.1146395681169
UBE2S,75.9923785328676
ZSCAN5A,4.35058748809146
ZNF772,4.49348999682439
ZNF135,6.11305176246427
ZNF446,8.87583359796761
UBE2M,70.4668148618609
DGCR5,3.84248967926326
MRPL40,55.8272467449984
TXNRD2,11.9720546205144
MIAT,44.0139726897428
CHEK2,18.8790092092728
XBP1,21.5465227056208
SEC14L6,0.476341695776437
PLA2G3,5.23975865354081
PATZ1,25.4525246109876
RBFOX2,47.4118767862814
CDC42EP1,12.829469672912
LGALS1,23.3566211495713
MAFF,6.77993013655129
TNRC6B,68.1168624960305
MPPED1,3.06446490949508
SULT4A1,7.28802794537949
KIAA0930,8.25658939345824
FBLN1,76.7862813591616
CELSR1,8.84407748491585
PIM3,27.3737694506192
TYMP,6.33534455382661
BTG3,48.9520482692918
CHODL,1.7783423308987
CYYR1,31.8990155604954
TIAM1,21.1495712924738
HUNK,8.06605271514767
MRPS6,77.1514766592569
RIPPLY3,3.25500158780565
TTC3,83.9790409653858
PCP4,4.77929501429025
ABCG1,1.04795173070816
LRRC3,2.20704985709749
LINC00205,5.49380755795491
C21orf58,33.0898697999365
