genes,percent_cell
HECA,5.31914893617021
VTA1,28.8980628771038
PLAGL1,41.6481422673865
ULBP1,0.428707526198793
ULBP3,0.476341695776437
PPP1R14C,13.6233724992061
MTHFD1L,22.1657669101302
CCDC170,1.603683709114
RGS17,7.93902826294062
TIAM2,14.7824706255954
SNX9,13.099396633852
QKI,71.2130835185773
C6orf118,4.92219752302318
RNASET2,21.2130835185773
SMOC2,0.571610034931724
PHF10,22.6738647189584
LFNG,33.9155287392823
TSPAN13,37.5833597967609
SP8,0.396951413147031
DNAH11,0.825658939345824
CDCA7L,37.8850428707526
MALSU1,43.8393140679581
HIBADH,18.2121308351858
CREB5,7.55795490631947
SCRN1,16.179739599873
ADCYAP1R1,2.57224515719276
BMPER,1.15909812638933
AMPH,12.5754207684979
VPS41,19.4347411876786
GLI3,34.5506510003176
C7orf25,0.603366147983487
CAMK2B,0.920927278501111
VSTM2A,1.69895204826929
ZNF680,25.2461098761512
ZNF117,20.6097173705938
FZD9,6.35122261035249
CLDN3,4.98570974912671
HSPB1,67.243569387107
RUNDC3B,1.57192759606224
DBF4,45.4747538901238
AKAP9,53.874245792315
TFPI2,1.23848840901874
GNG11,13.7503969514131
BET1,34.1536995871705
SGCE,16.57669101302
BAIAP2L1,5.31914893617021
NPTX2,17.2594474436329
ZNF789,7.89139409336297
TAF6,21.4830104795173
GAL3ST4,0.730390600190537
FBXO24,0.38107335662115
TRIP6,29.8666243251826
VGF,3.77897745315973
CUX1,34.0584312480152
PUS7,22.2769133058114
ST7-AS1,2.88980628771038
FEZF1,2.6198793267704
FEZF1-AS1,1.603683709114
PODXL,20.053985392188
CREB3L2,14.3855192124484
ZC3HAV1,11.6862496030486
EPHB6,5.82724674499841
CNTNAP2,29.0727214988885
ZNF425,2.88980628771038
ATG9B,3.98539218799619
KMT2C,30.0095268339155
INSIG1,23.8964750714513
SHH,8.36773578913941
ESYT2,6.74817402349952
MXRA5,2.2864401397269
GPM6B,63.0517624642744
AP1S2,67.6405208002541
TXLNG,22.6262305493808
REPS2,0.333439187043506
MAP7D2,4.03302635757383
KLHL15,4.63639250555732
DMD,13.6710066687837
SRPX,2.96919657033979
RBM3,87.8056525881232
TFE3,4.27119720546205
MSN,29.0727214988885
EDA2R,1.5242934264846
EDA,1.63543982216577
NLGN3,5.81136868847253
OGT,31.6290885995554
FTX,11.4163226421086
RLIM,26.1511590981264
RPS6KA6,1.69895204826929
PCDH11X,5.12861225785964
TSPAN6,65.8621784693553
ARMCX1,28.2788186725945
ARMCX3,49.0949507780248
ARMCX2,33.4709431565576
ZMAT1,12.2737376945062
BEX5,9.39980946332169
PLP1,30.5335026992696
PSMD10,29.549063194665
COL4A6,11.8767862813592
IRS4,1.73070816132105
ACSL4,26.2781835503334
CAPN6,2.41346459193395
DCX,14.6713242299143
PGRMC1,87.6151159098126
CUL4B,15.8621784693554
ELF4,1.41314703080343
HS6ST2,7.85963798031121
ZNF449,5.33502699269609
ARHGEF6,0.651000317561131
ZIC3,2.88980628771038
AFF2,3.90600190536678
MTM1,4.23944109241029
GABRQ,0.317561130517625
BGN,4.08066052715148
ABCD1,1.81009844395046
TKTL1,5.01746586217847
EMD,53.7630993966338
G6PD,23.9917434106065
CLDN23,1.3496348046999
SOX7,1.58780565258812
FDFT1,86.090822483328
SLC7A2,5.00158780565259
PSD3,27.6119402985075
GFRA2,3.8901238488409
BMP1,11.5115909812639
LOXL2,8.7964433153382
ENTPD4,26.3099396633852
SLC25A37,46.8243886948238
PNMA2,14.7348364560178
DPYSL2,88.4884090187361
STMN4,16.4655446173388
FZD3,77.5166719593522
DUSP4,29.946014607812
TEX15,4.89044140997142
NRG1,23.6741822800889
UNC5D,2.09590346141632
RAB11FIP1,16.7513496348047
SFRP1,71.530644649095
ANK1,0.936805335026993
SLC20A2,12.702445220705
TMEM68,21.9434741187679
TOX,5.73197840584312
CLVS1,6.00190536678311
ASPH,35.8526516354398
MYBL1,8.87583359796761
STAU2,36.0749444268022
CRISPLD1,26.9133058113687
HEY1,10.6065417592887
CA3,2.540489044141
CA2,5.31914893617021
PDP1,2.68339155287393
TP53INP1,7.33566211495713
NCALD,30.9939663385202
BAALC,26.3099396633852
ZFPM2,1.96887900920927
SYBU,1.12734201333757
MED30,32.089552238806
COL14A1,15.8463004128295
TRIB1,6.47824706255954
KCNQ3,1.03207367418228
KHDRBS3,33.7408701174976
NRBP2,7.31978405843125
EPPK1,1.58780565258812
PPP1R16A,10.0666878374087
AK3,30.2953318513814
FREM1,6.22419815814544
RPS6,99.9682438869482
B4GALT1,8.19307716735472
ANKRD18B,7.4468085106383
DNAJB5,5.4144172753255
GNE,6.4306128929819
SHB,3.46141632264211
ALDH1B1,11.2416640203239
SMC5,31.7878691648142
KLF9,0.412829469672912
C9orf40,24.9761829152112
PCSK5,9.76500476341696
PRUNE2,2.44522070498571
FRMD3,8.06605271514767
RMI1,35.3445538266116
NTRK2,14.2108605906637
GAS1,38.6471895839949
FGD3,2.69926960939981
PHF2,6.11305176246427
BARX1,1.76246427437282
PTPDC1,5.23975865354081
PTCH1,50.8732931089235
ERCC6L2,23.4518894887266
TGFBR1,43.8393140679581
ABCA1,13.1470308034297
KLF4,0.825658939345824
LPAR1,2.00063512226104
ZNF483,10.1460781200381
SUSD1,2.12765957446809
SLC31A1,12.4801524293426
COL27A1,11.5909812638933
TNC,1.44490314385519
STOM,10.1302000635122
LHX2,7.76436964115592
ANGPTL2,6.03366147983487
GOLGA2,19.6887900920927
AIF1L,42.108605906637
SURF4,34.4712607176882
RXRA,18.2597650047634
OLFM1,13.8932994601461
QSOX2,11.8767862813592
GPSM1,17.1641791044776
LARP4B,14.5125436646554
IDI1,77.675452524611
PFKP,10.2254684026675
GDI2,81.3591616386154
ITIH5,2.31819625277866
OPTN,4.52524610987615
FRMD4A,13.9250555731978
NEBL,13.5439822165767
THNSL1,10.4636392505557
MASTL,16.7831057478565
GPRIN2,1.07970784375992
GDF10,4.30295331851381
ERCC6,2.0323912353128
PHYHIPL,21.530644649095
CCDC6,26.0400127024452
ANK3,28.8186725944744
CCAR1,66.7672276913306
NEUROG3,0.523975865354081
DDIT4,98.6186090822483
VCL,20.1492537313433
ZMIZ1,36.5195300095268
STAMBPL1,2.30231819625278
CPEB3,1.79422038742458
ARHGAP19-SLIT1,3.08034296602096
SLIT1,1.74658621784694
MARVELD1,8.52651635439822
BLOC1S2,41.3305811368689
DPCD,59.5744680851064
NFKB2,3.87424579231502
SORCS3,7.85963798031121
SORCS1,4.0647824706256
ADD3,30.0571610034932
SMNDC1,40.7430930454112
DUSP5,0.936805335026993
VAX1,1.50841536995872
CASC2,3.96951413147031
PLEKHA1,23.7059383931407
ZRANB1,20.2921562400762
BCCIP,44.8713877421404
FANK1,6.89107653223245
DOCK1,21.8005716100349
LRRC27,8.47888218482058
NKX6-2,22.5150841536996
BET1L,8.27246744998412
IFITM3,65.8939345824071
B4GALNT4,13.6551286122579
CEND1,7.90727214988885
TRIM5,3.49317243569387
CCKBR,1.31787869164814
SYT9,0.396951413147031
LMO1,3.95363607494443
STK33,25.531914893617
AKIP1,18.2121308351858
TMEM41B,35.5350905049222
GALNT18,3.01683073991743
DKK3,9.82851698952048
CALCB,6.01778342330899
NCR3LG1,0.619244204509368
TPH1,1.38139091775167
HTATIP2,3.23912353127977
LGR4,20.0857415052398
ARL14EP,39.7745315973325
IMMP1L,55.7954906319467
ELP4,12.5277865989203
PAX6,42.9025087329311
PAMR1,2.6198793267704
FJX1,26.1829152111782
CD82,6.684661797396
LRP4,6.65290568434424
P2RX3,1.93712289615751
UBE2L6,46.919657033979
LRRC10B,2.81041600508098
MYRF,2.540489044141
SLC3A2,65.1794220387425
NAA40,18.6408383613846
ZFPL1,19.9110828834551
TM7SF2,48.1105112734201
DPF2,43.4741187678628
NEAT1,53.8107335662115
SCYL1,13.3534455382661
DRAP1,77.8183550333439
CTSF,23.0390600190537
PC,3.22324547475389
FGF19,14.4807875516037
SHANK2,1.55604953953636
DHCR7,42.0450936805335
FOLR1,1.03207367418228
LIPT2,4.6522705620832
ME3,7.71673547157828
PRSS23,34.0266751349635
NAALAD2,14.433153382026
SMCO4,26.6275007939028
CEP57,60.1937122896158
GRIA4,8.33597967608765
EXPH5,0.77802476976818
ZC3H12C,7.98666243251826
DIXDC1,40.0762146713242
NCAM1,32.7881867259447
C11orf71,2.41346459193395
APOA1,10.8447126071769
KMT2A,64.9571292473801
SLC37A4,23.4995236583042
GRIK4,0.476341695776437
CLMP,4.50936805335027
CDON,18.577326135281
KIRREL3,1.04795173070816
APLP2,63.1311527469038
OPCML,0.730390600190537
VPS26B,10.1937122896158
ACAD8,17.243569387107
WNT5B,17.243569387107
TNFRSF1A,11.765639885678
NCAPD2,29.946014607812
CD4,2.20704985709749
C12orf57,88.5836773578914
PTPN6,1.06382978723404
C1R,0.651000317561131
C1RL-AS1,0.619244204509368
YBX3,64.4490314385519
MANSC1,2.63575738329628
RERG,1.71483010479517
KCNJ8,2.7945379485551
ST8SIA1,16.1956176563989
SOX5,17.1483010479517
BCAT1,63.6710066687837
BHLHE41,1.88948872657987
SSPN,2.84217211813274
STK38L,16.1321054302953
PPFIBP1,25.3413782153064
CNTN1,0.730390600190537
GXYLT1,12.8771038424897
PRICKLE1,8.81232137186408
TUBA1A,99.8570974912671
PRPH,3.79485550968561
LIMA1,13.1629088599555
ITGA5,6.25595427119721
DGKA,0.936805335026993
IKZF4,16.4179104477612
SMARCC2,30.9780882819943
CNPY2,65.512861225786
NAB2,8.39949190219117
GLI1,3.93775801841855
DDIT3,9.33629723721817
MBD6,10.5747856462369
B4GALNT1,1.46078120038107
DPY19L2,1.87361067005399
RASSF3,2.23880597014925
DYRK2,23.1184503016831
CAPS2,0.682756430612893
PHLDA1,14.3220069863449
METTL25,7.25627183232772
TMTC2,12.7500793902826
CEP290,41.7275325500159
ATP2B1,64.1791044776119
USP44,38.9965068275643
GAS2L3,9.86027310257225
ASCL1,16.3543982216577
APPL2,18.8631311527469
FOXN4,1.07970784375992
FAM222A,8.41536995871705
NAA25,29.5331851381391
IQCD,4.3188313750397
TAOK3,7.20863766275008
HSPB8,0.349317243569387
CCDC60,3.09622102254684
POP5,43.6011432200699
UNC119B,19.0219117180057
ACADS,5.90663702762782
RSRC2,91.6481422673865
SNRNP35,31.6767227691331
UBC,84.3918704350587
TMEM132B,12.6548110511273
FZD10,19.1965703397904
MMP17,2.6198793267704
ULK1,10.8923467767545
GALNT9,3.68370911400445
FBRSL1,23.6900603366148
CRYL1,2.22292791362337
IFT88,17.3705938393141
UBL3,35.9320419180692
SOHLH2,8.35185773261353
FOXO1,7.73261352810416
KBTBD7,21.3401079707844
DNAJC15,70.8637662750079
LPAR6,9.52683391552874
CAB39L,4.3188313750397
DLEU7,17.38647189584
RNASEH2B,36.3766275007939
PCDH9,6.79580819307717
MZT1,53.4931724356939
KLF5,1.63543982216577
SLITRK1,1.69895204826929
DCT,1.88948872657987
ABCC4,10.3048586852969
FARP1,35.2651635439822
ZIC5,20.720863766275
ZIC2,46.0304858685297
IRS2,18.6408383613846
RAB20,5.65258812321372
SOX1,19.8793267704033
TMEM255B,1.79422038742458
GAS6,7.20863766275008
UPF3A,63.5598602731026
APEX1,92.0133375674817
NDRG2,6.71641791044776
SLC7A8,9.24102889806288
NOVA1,57.5897110193712
FOXG1,1.71483010479517
G2E3,42.8231184503017
SCFD1,44.2045093680534
NKX2-1,3.46141632264211
NKX2-1-AS1,0.651000317561131
NKX2-8,11.2892981899016
SEC23A,32.1530644649095
FANCM,13.0517624642744
LINC00648,0.333439187043506
PYGL,7.68497935852652
GNPNAT1,24.32518259765
FERMT2,39.3617021276596
GMFB,33.9790409653858
SAMD4A,1.73070816132105
LGALS3,1.92124483963163
ATG14,15.1953000952683
OTX2,11.0670053985392
PPM1A,22.2292791362337
SIX4,5.4144172753255
SLC38A6,8.85995554144173
SNAPC1,35.0111146395681
ZBTB1,15.8939345824071
MAX,18.3073991743411
PLEKHH1,9.06637027627818
RDH11,52.3181962527787
SMOC1,6.92283264528422
SIPA1L1,16.2432518259765
PAPLN,1.42902508732931
PGF,16.9895204826929
FOS,18.6884725309622
TGFB3,0.412829469672912
CIPC,9.95554144172753
VIPAS39,11.495712924738
FOXN3-AS1,2.92156240076215
RIN3,0.714512543664655
C14orf132,17.0371546522706
BEGAIN,0.635122261035249
MEG3,58.685296919657
DIO3OS,1.39726897427755
DIO3,8.00254048904414
TNFAIP2,0.396951413147031
EIF5,81.4385519212448
LINC00638,0.396951413147031
GABRA5,0.476341695776437
AVEN,26.0082565893935
ACTC1,18.3073991743411
MEIS2,78.6598920292156
MAPKBP1,3.96951413147031
EHD4,8.09780882819943
ZNF106,41.2829469672912
LCMT2,4.57288027945379
SHF,26.7545252461099
CEP152,17.7040330263576
HDC,0.333439187043506
SCG3,20.2445220704986
TMOD2,5.14449031438552
BCL2L10,0.317561130517625
GNB5,8.09780882819943
PRTG,91.314703080343
FOXB1,2.49285487456335
RORA,13.2899333121626
TPM1,76.4369641155923
USP3,37.8850428707526
SNX1,22.9279136233725
IGDCC3,83.1851381390918
RPLP1,99.9841219434741
TLE3,26.1352810416005
MYO9A,16.2750079390283
LOXL1,13.5439822165767
ULK3,12.4801524293426
SNX33,4.49348999682439
CHRNA3,4.87456335344554
MEX3B,12.3848840901874
WHAMM,7.92315020641473
HOMER2,5.87488091457606
ZSCAN2,5.27151476659257
WDR73,39.5839949190219
ALPK3,6.52588123213719
NTRK3,3.09622102254684
AEN,9.68561448078755
TICRR,8.74880914576056
SLCO3A1,10.3683709114004
RGMA,42.2832645284217
IGF1R,39.9968243886948
PCSK6,2.7945379485551
FBXL16,1.8577326135281
GNPTG,12.6071768815497
HCFC1R1,23.7059383931407
PDXDC1,18.5296919657034
METTL9,80.9780882819943
CDR2,5.74785646236901
SEZ6L2,16.6878374087012
AHSP,5.19212448396316
NKD1,14.1155922515084
SALL1,31.6132105430295
TOX3,47.3642426167037
CHD9,82.1848205779613
OGFOD1,23.1502064147348
MT2A,37.1546522705621
HERPUD1,17.8310574785646
USB1,24.6268656716418
SLC38A7,8.05017465862178
CDH11,11.0193712289616
CMTM3,30.6764052080025
PSKH1,9.12988250238171
LCAT,1.25436646554462
SLC12A4,4.08066052715148
NQO1,4.96983169260083
TERF2IP,62.6865671641791
VAT1L,5.6684661797396
NECAB2,15.8780565258812
MBTPS1,26.7545252461099
HSDL1,31.7719911082883
DNAAF1,0.809780882819943
ATP2C2,0.889171165449349
CRISPLD2,0.333439187043506
GALNS,7.35154017148301
CDH15,0.428707526198793
ANKRD11,69.4188631311527
SPATA2L,3.76309939663385
ZNF594,8.05017465862178
TNFSF12,1.65131787869165
TRAPPC1,64.5919339472849
NDEL1,10.4160050809781
HS3ST3B1,10.2254684026675
MPRIP,23.4201333756748
FLCN,4.01714830104795
PEMT,31.4067958081931
ALDOC,14.4013972689743
RAB34,65.5446173388377
TLCD1,4.25531914893617
FAM222B,12.4166402032391
ATAD5,38.2184820577961
MYO1D,3.08034296602096
TMEM98,69.2918386789457
LIG3,22.6421086059066
SLFN12,3.0485868529692
SLFN13,1.71483010479517
LASP1,9.89202921562401
PNMT,0.793902826294062
EIF1,98.6027310257225
RAMP2,9.11400444585583
VAT1,35.3921879961893
ARL4D,21.8958399491902
DUSP3,10.7812003810734
HDAC5,15.4652270562083
NMT1,61.4798348682121
LRRC46,1.73070816132105
ACSF2,5.52556367100667
TOM1L1,18.5296919657034
MMD,33.3756748174023
PCTP,10.9399809463322
DYNLL2,52.0959034614163
PRR11,17.5770085741505
CA4,5.81136868847253
MRC2,14.4807875516037
DCAF7,42.9660209590346
TEX2,2.60400127024452
C17orf58,30.612892981899
LINC00511,4.00127024452207
EXOC7,24.3569387107018
UBE2O,20.3080342966021
TNRC6C,22.4039377580184
SLC38A10,12.1308351857733
GCGR,0.317561130517625
MAFG,18.5932041918069
RAC3,51.5242934264846
ENOSF1,21.1336932359479
LINC00667,21.7211813274055
RAB31,7.16100349317244
GREB1L,26.1511590981264
ABHD3,9.4791997459511
TMEM241,3.23912353127977
NPC1,5.65258812321372
ZNF521,34.3442362654811
DTNA,10.3207367418228
SMAD7,5.08097808828199
LIPG,8.90758971101937
TXNL1,81.7243569387107
MALT1,11.8450301683074
KDSR,29.5649412511909
CDH7,7.43093045411242
CCDC102B,7.11336932359479
SOX12,30.5652588123214
TRIB3,0.841536995871705
SCRT2,3.06446490949508
SDCBP2-AS1,1.90536678310575
AP5S1,3.0485868529692
LAMP5,22.2927913623373
JAG1,32.4547475389012
SPTLC3,0.317561130517625
MACROD2,5.84312480152429
RRBP1,30.8193077167355
RIN2,3.33439187043506
LINC00237,0.984439504604636
NKX2-2,7.36741822800889
LINC00261,8.08193077167355
FOXA2,12.1943474118768
SYNDIG1,6.06541759288663
ENTPD6,11.1463956811686
ID1,79.7872340425532
ACSS2,7.14512543664655
TRPC4AP,22.7056208320102
ROMO1,79.9301365512861
